h,impulse,response,median,pctl_16,pctl_84,model,irf
1,Main,output,-0.776494507959027,-0.818697561818755,-0.737881721130862,bayesian_fd,
1,Main,investment,-0.705221108926951,-0.751467987039452,-0.663867581797632,bayesian_fd,
1,Main,consumption,-0.500830598071663,-0.578252424320153,-0.420699075750331,bayesian_fd,
1,Main,hours_worked,-0.553704436798809,-0.624719078668402,-0.486455768993719,bayesian_fd,
1,Main,unemployment,0.645943740010815,0.589444734359869,0.698570766389656,bayesian_fd,
1,Main,labor_share,0.481855152778808,0.419730627843967,0.542542427407648,bayesian_fd,
1,Main,interest,-0.28333806994854,-0.360691927337537,-0.207964910148682,bayesian_fd,
1,Main,inflation,0.107125179815588,0.0403423899561634,0.180707051433813,bayesian_fd,
1,Main,productivity,-0.553615789610018,-0.623055113423014,-0.480175298253838,bayesian_fd,
1,Main,TFP,-0.0842508121078634,-0.155101611547918,-0.00750349719491732,bayesian_fd,
2,Main,output,-0.812830295341785,-0.86388242455907,-0.766035291066135,bayesian_fd,
2,Main,investment,-0.7326349220128,-0.787247135258855,-0.678872924811711,bayesian_fd,
2,Main,consumption,-0.519152569830885,-0.615779698420883,-0.427659413906261,bayesian_fd,
2,Main,hours_worked,-0.566728227828886,-0.654541344772585,-0.480604854894341,bayesian_fd,
2,Main,unemployment,0.660194674317296,0.589440147231853,0.728798786848455,bayesian_fd,
2,Main,labor_share,0.514314547725124,0.445745707894619,0.586967637780366,bayesian_fd,
2,Main,interest,-0.225555175361746,-0.313076215322526,-0.142078037696041,bayesian_fd,
2,Main,inflation,0.168426152913233,0.0883967159300164,0.25174855448141,bayesian_fd,
2,Main,productivity,-0.599960157088516,-0.674456980536652,-0.52147895793235,bayesian_fd,
2,Main,TFP,-0.115718566343607,-0.190892913695213,-0.0345323872423358,bayesian_fd,
3,Main,output,-0.82516183751179,-0.891047970103225,-0.76800462837221,bayesian_fd,
3,Main,investment,-0.733027950148343,-0.804644111444621,-0.668582068668617,bayesian_fd,
3,Main,consumption,-0.518906046478568,-0.635292699887935,-0.415760441218653,bayesian_fd,
3,Main,hours_worked,-0.54817483018664,-0.657487981977638,-0.446248476173481,bayesian_fd,
3,Main,unemployment,0.642228372390584,0.552504794700057,0.736147876018009,bayesian_fd,
3,Main,labor_share,0.541196660368673,0.465046546813735,0.619926349617452,bayesian_fd,
3,Main,interest,-0.146925862715641,-0.243647218452244,-0.0516687922789065,bayesian_fd,
3,Main,inflation,0.227401916815759,0.141877044006316,0.318062910550209,bayesian_fd,
3,Main,productivity,-0.637228314724382,-0.720429618130231,-0.561465922672664,bayesian_fd,
3,Main,TFP,-0.159111527580173,-0.244790155878871,-0.0748805712640204,bayesian_fd,
4,Main,output,-0.816472136465556,-0.896783831696354,-0.740003684446663,bayesian_fd,
4,Main,investment,-0.714164142062185,-0.805194139251495,-0.636348558860518,bayesian_fd,
