variable,horizon,lower,median,upper,model
investment,2,-2.31649819561923,-1.76860621955258,-1.07153346111926,"Replication, Time Domain, Horizon 32"
investment,3,-2.56480162848513,-2.07518497989473,-1.4277799245067,"Replication, Time Domain, Horizon 32"
investment,4,-2.64073281877835,-2.22111736884331,-1.68663232455228,"Replication, Time Domain, Horizon 32"
investment,5,-2.67688264977795,-2.25960459572974,-1.78872007371978,"Replication, Time Domain, Horizon 32"
investment,6,-2.6905477331806,-2.22824168726441,-1.72508702843456,"Replication, Time Domain, Horizon 32"
investment,7,-2.69213308492277,-2.15452043553868,-1.56787586799706,"Replication, Time Domain, Horizon 32"
investment,8,-2.66114172323433,-2.04143146033987,-1.35223827327061,"Replication, Time Domain, Horizon 32"
investment,9,-2.60358719502094,-1.89774029100787,-1.12772237707626,"Replication, Time Domain, Horizon 32"
investment,10,-2.50559316627923,-1.73957058774754,-0.923066131680534,"Replication, Time Domain, Horizon 32"
investment,11,-2.40775820978261,-1.58583704464151,-0.729372098187022,"Replication, Time Domain, Horizon 32"
investment,12,-2.30044184607723,-1.42694838809859,-0.555553555675088,"Replication, Time Domain, Horizon 32"
investment,13,-2.17820952424632,-1.28134134313289,-0.409285594518856,"Replication, Time Domain, Horizon 32"
investment,14,-2.06578101931358,-1.15251753579534,-0.283308685237964,"Replication, Time Domain, Horizon 32"
investment,15,-1.95841410283318,-1.02260665966269,-0.17959389722704,"Replication, Time Domain, Horizon 32"
investment,16,-1.85966014320673,-0.907612479179669,-0.0843538611247734,"Replication, Time Domain, Horizon 32"
investment,17,-1.74761672718575,-0.810727127612222,-0.0212319792728721,"Replication, Time Domain, Horizon 32"
investment,18,-1.67196395543953,-0.731480107346295,0.0237991155479385,"Replication, Time Domain, Horizon 32"
investment,19,-1.58687587041457,-0.667718442521618,0.0583107143141623,"Replication, Time Domain, Horizon 32"
investment,20,-1.53695654029661,-0.61616264986274,0.080294835003003,"Replication, Time Domain, Horizon 32"
investment,21,-1.48247671223866,-0.587414909689288,0.0934590581890106,"Replication, Time Domain, Horizon 32"
investment,22,-1.43535212739164,-0.557477926060532,0.0985169965758979,"Replication, Time Domain, Horizon 32"
investment,23,-1.40511292448227,-0.53518511245885,0.0959446153684543,"Replication, Time Domain, Horizon 32"
investment,24,-1.38040660900524,-0.524713538108762,0.0945333095573025,"Replication, Time Domain, Horizon 32"
investment,25,-1.3566587307467,-0.51976946192913,0.0880447771229195,"Replication, Time Domain, Horizon 32"
investment,26,-1.34642188687642,-0.517561914608182,0.0747205079936519,"Replication, Time Domain, Horizon 32"
investment,27,-1.33457446540427,-0.516926059257919,0.0660969962161606,"Replication, Time Domain, Horizon 32"
investment,28,-1.32637391635287,-0.516361285623685,0.0597372520401132,"Replication, Time Domain, Horizon 32"
investment,29,-1.32314522662609,-0.515813254209015,0.0508659852368054,"Replication, Time Domain, Horizon 32"
investment,30,-1.31272917083208,-0.516344072968709,0.0368230952066578,"Replication, Time Domain, Horizon 32"
investment,31,-1.31195578972721,-0.517597811932399,0.0214288947050181,"Replication, Time Domain, Horizon 32"
investment,32,-1.3123540497396,-0.521973748144453,0.0115849011992256,"Replication, Time Domain, Horizon 32"
investment,33,-1.3103931497116,-0.525189308515877,-0.00819068793346235,"Replication, Time Domain, Horizon 32"
investment,34,-1.31024940203132,-0.527519180281251,-0.0260800699850235,"Replication, Time Domain, Horizon 32"
investment,35,-1.31250088506339,-0.53137856369332,-0.0358371191756013,"Replication, Time Domain, Horizon 32"
investment,36,-1.31245285128455,-0.539712957505329,-0.0393156779057826,"Replication, Time Domain, Horizon 32"
investment,37,-1.32463182279591,-0.544718611318262,-0.0417994608891952,"Replication, Time Domain, Horizon 32"
investment,38,-1.33328536306709,-0.548470239457574,-0.0488225171696304,"Replication, Time Domain, Horizon 32"
investment,39,-1.34048781170715,-0.550325578633228,-0.0511465178482608,"Replication, Time Domain, Horizon 32"
investment,40,-1.34128259405029,-0.551376653340903,-0.0575226977980044,"Replication, Time Domain, Horizon 32"
labor_share,1,0.179924741720136,0.354570751285823,0.485223348948595,"Replication, Time Domain, Horizon 32"
labor_share,2,0.118235161772434,0.254428933536609,0.363755902044448,"Replication, Time Domain, Horizon 32"
labor_share,3,0.0656634713098845,0.184380816444218,0.290285603096319,"Replication, Time Domain, Horizon 32"
labor_share,4,0.000170728766075881,0.108283795750597,0.215810573286123,"Replication, Time Domain, Horizon 32"
labor_share,5,-0.0677054680624411,0.0375096857535767,0.147020182090574,"Replication, Time Domain, Horizon 32"
labor_share,6,-0.12405885626653,-0.027394901460577,0.0821090974807823,"Replication, Time Domain, Horizon 32"
labor_share,7,-0.174706709003059,-0.079767459344825,0.0268140507016231,"Replication, Time Domain, Horizon 32"
labor_share,8,-0.219089025473155,-0.123832376260754,-0.018586917673505,"Replication, Time Domain, Horizon 32"
labor_share,9,-0.254222665276755,-0.161908514712203,-0.0538912117999803,"Replication, Time Domain, Horizon 32"
labor_share,10,-0.278935694263915,-0.190716277511835,-0.0850475373814472,"Replication, Time Domain, Horizon 32"
labor_share,11,-0.29651538972957,-0.211380080666666,-0.110223496881758,"Replication, Time Domain, Horizon 32"
labor_share,12,-0.310427134137955,-0.224908476786552,-0.127174451819891,"Replication, Time Domain, Horizon 32"
labor_share,13,-0.318018731367133,-0.230241676287165,-0.135254986317001,"Replication, Time Domain, Horizon 32"
labor_share,14,-0.32214416166163,-0.232026194237004,-0.136338902881395,"Replication, Time Domain, Horizon 32"
labor_share,15,-0.320563104954206,-0.228549439534312,-0.129528732985571,"Replication, Time Domain, Horizon 32"
labor_share,16,-0.318464303609887,-0.220170837492681,-0.120176626702791,"Replication, Time Domain, Horizon 32"
labor_share,17,-0.310369368896123,-0.20899363375301,-0.106931706857989,"Replication, Time Domain, Horizon 32"
labor_share,18,-0.300006210250738,-0.195548478969571,-0.0911168723023739,"Replication, Time Domain, Horizon 32"
labor_share,19,-0.28828999454256,-0.181113095355434,-0.0752416362304895,"Replication, Time Domain, Horizon 32"
labor_share,20,-0.275864427784593,-0.165793779897834,-0.0590286019268326,"Replication, Time Domain, Horizon 32"
labor_share,21,-0.262094042259521,-0.149765726378337,-0.0457897319589951,"Replication, Time Domain, Horizon 32"
labor_share,22,-0.248945841073756,-0.133372314425783,-0.0300074635742251,"Replication, Time Domain, Horizon 32"
labor_share,23,-0.235584060459194,-0.117777444730689,-0.0166759745296847,"Replication, Time Domain, Horizon 32"
labor_share,24,-0.219412512040458,-0.102941794346433,-0.00426254975824647,"Replication, Time Domain, Horizon 32"
labor_share,25,-0.204614879889111,-0.0889856607266626,0.00764582122099912,"Replication, Time Domain, Horizon 32"
labor_share,26,-0.192003213652781,-0.0758419973468784,0.0176020730622748,"Replication, Time Domain, Horizon 32"
labor_share,27,-0.180321193299207,-0.0650211182134156,0.0260922210262036,"Replication, Time Domain, Horizon 32"
labor_share,28,-0.169316318839871,-0.0546826515712096,0.0331910976938259,"Replication, Time Domain, Horizon 32"
labor_share,29,-0.15804611814148,-0.0452350936694064,0.0401500949818596,"Replication, Time Domain, Horizon 32"
labor_share,30,-0.147322918099412,-0.0378169094574871,0.0456584521045374,"Replication, Time Domain, Horizon 32"
labor_share,31,-0.13896702718177,-0.0319467672222144,0.05099461215925,"Replication, Time Domain, Horizon 32"
labor_share,32,-0.132064374130299,-0.0257610766391932,0.0556534671541624,"Replication, Time Domain, Horizon 32"
labor_share,33,-0.126222390908385,-0.021192382131785,0.059445790652137,"Replication, Time Domain, Horizon 32"
labor_share,34,-0.119971749950573,-0.0172928045214268,0.0626524554232311,"Replication, Time Domain, Horizon 32"
labor_share,35,-0.115253409319694,-0.0140405804048855,0.0648834044337559,"Replication, Time Domain, Horizon 32"
labor_share,36,-0.111325069239642,-0.0112387593764279,0.0669766495077095,"Replication, Time Domain, Horizon 32"
labor_share,37,-0.108420703066751,-0.00923945442378923,0.0690535760826594,"Replication, Time Domain, Horizon 32"
labor_share,38,-0.105101977580142,-0.00638701319365168,0.0706202361320637,"Replication, Time Domain, Horizon 32"
labor_share,39,-0.102403737332666,-0.004873968941903,0.0725616322109842,"Replication, Time Domain, Horizon 32"
labor_share,40,-0.100903341251273,-0.00374193123368286,0.0741909477864662,"Replication, Time Domain, Horizon 32"
output,1,-0.517399810226683,-0.394836357056747,-0.232650164626382,"Replication, Time Domain, Horizon 32"
output,2,-0.649952246713857,-0.50214700379314,-0.312179035394983,"Replication, Time Domain, Horizon 32"
output,3,-0.743667150856305,-0.608754605681838,-0.427505798462047,"Replication, Time Domain, Horizon 32"
output,4,-0.797510306586401,-0.674475945702151,-0.520270591763024,"Replication, Time Domain, Horizon 32"
output,5,-0.840526406119732,-0.711445086682065,-0.576966829403009,"Replication, Time Domain, Horizon 32"
output,6,-0.878745341931391,-0.735189669771393,-0.588024901297501,"Replication, Time Domain, Horizon 32"
output,7,-0.908285535788466,-0.744815425105897,-0.571347458270432,"Replication, Time Domain, Horizon 32"
output,8,-0.929155895280485,-0.74344911595964,-0.536577582519703,"Replication, Time Domain, Horizon 32"
output,9,-0.940263617751251,-0.731219494757228,-0.499886732707466,"Replication, Time Domain, Horizon 32"
output,10,-0.950397857400173,-0.71420872645066,-0.456992113376882,"Replication, Time Domain, Horizon 32"
output,11,-0.952742834142891,-0.693556773875586,-0.418835966194154,"Replication, Time Domain, Horizon 32"
output,12,-0.948292593687071,-0.671631927872544,-0.383111810952934,"Replication, Time Domain, Horizon 32"
output,13,-0.94073628827144,-0.646696000066772,-0.350735898041507,"Replication, Time Domain, Horizon 32"
output,14,-0.930628335141676,-0.621966772939343,-0.32314269963609,"Replication, Time Domain, Horizon 32"
output,15,-0.919547663795597,-0.600388116699058,-0.296303083538018,"Replication, Time Domain, Horizon 32"
output,16,-0.916939605130272,-0.579503805341569,-0.272639013069659,"Replication, Time Domain, Horizon 32"
output,17,-0.90998351849644,-0.560999473496661,-0.253811284075822,"Replication, Time Domain, Horizon 32"
output,18,-0.906209498493476,-0.54792181037284,-0.23626230273289,"Replication, Time Domain, Horizon 32"
output,19,-0.900859265846124,-0.534761019217277,-0.224392360446284,"Replication, Time Domain, Horizon 32"
output,20,-0.898972129245872,-0.522317417631976,-0.215826796258726,"Replication, Time Domain, Horizon 32"
output,21,-0.898352265807503,-0.513440705519522,-0.210332946550457,"Replication, Time Domain, Horizon 32"
output,22,-0.895029568117193,-0.504905883482367,-0.204538145321851,"Replication, Time Domain, Horizon 32"
output,23,-0.893435738664215,-0.498491997148533,-0.201513156017186,"Replication, Time Domain, Horizon 32"
output,24,-0.893849003741127,-0.492726640235534,-0.200530584948331,"Replication, Time Domain, Horizon 32"
output,25,-0.892148752116818,-0.489841773493069,-0.198876986015727,"Replication, Time Domain, Horizon 32"
output,26,-0.892302708423796,-0.487463379187897,-0.199148149838934,"Replication, Time Domain, Horizon 32"
output,27,-0.899626045284174,-0.487479999097539,-0.197727529799077,"Replication, Time Domain, Horizon 32"
output,28,-0.903536103849637,-0.487549520183327,-0.197914444891054,"Replication, Time Domain, Horizon 32"
output,29,-0.909397820955226,-0.486423310580177,-0.197113439997266,"Replication, Time Domain, Horizon 32"
output,30,-0.917950356839851,-0.486605651924061,-0.197767194708407,"Replication, Time Domain, Horizon 32"
output,31,-0.920162504358043,-0.486288648569961,-0.195505291350164,"Replication, Time Domain, Horizon 32"
output,32,-0.925183829216552,-0.488546551831395,-0.193425736112057,"Replication, Time Domain, Horizon 32"
output,33,-0.932084099878158,-0.487612556889963,-0.193662205861263,"Replication, Time Domain, Horizon 32"
output,34,-0.937923937539765,-0.487317171439807,-0.194614542419409,"Replication, Time Domain, Horizon 32"
output,35,-0.942500017238184,-0.48798731763408,-0.193465150090706,"Replication, Time Domain, Horizon 32"
output,36,-0.947345825273477,-0.487050191838423,-0.193930489087996,"Replication, Time Domain, Horizon 32"
output,37,-0.954600367359281,-0.488232032541897,-0.193721543679733,"Replication, Time Domain, Horizon 32"
output,38,-0.960665728114954,-0.489057729544608,-0.193620471202239,"Replication, Time Domain, Horizon 32"
output,39,-0.966419702921831,-0.488465426335562,-0.194131159324583,"Replication, Time Domain, Horizon 32"
output,40,-0.972739518033258,-0.488999003386949,-0.194769581113519,"Replication, Time Domain, Horizon 32"
productivity,1,-0.34768173125526,-0.250249729105343,-0.131692705054668,"Replication, Time Domain, Horizon 32"
productivity,2,-0.303911649487746,-0.217116093800183,-0.11452594007165,"Replication, Time Domain, Horizon 32"
productivity,3,-0.286525722027912,-0.201113186652237,-0.104745574800834,"Replication, Time Domain, Horizon 32"
productivity,4,-0.279014083536943,-0.177087886695253,-0.067808678888332,"Replication, Time Domain, Horizon 32"
productivity,5,-0.272090355642985,-0.153360128692636,-0.0234805282524569,"Replication, Time Domain, Horizon 32"
productivity,6,-0.266594205383317,-0.130052257859467,0.0155360204566797,"Replication, Time Domain, Horizon 32"
productivity,7,-0.260705204179074,-0.109587095085297,0.0464203851125906,"Replication, Time Domain, Horizon 32"
productivity,8,-0.25664959737157,-0.0937642622563207,0.0707202424027371,"Replication, Time Domain, Horizon 32"
productivity,9,-0.256302287537094,-0.0843319541226266,0.0839794652818241,"Replication, Time Domain, Horizon 32"
productivity,10,-0.261540143923798,-0.0811407297969618,0.088162667708945,"Replication, Time Domain, Horizon 32"
productivity,11,-0.270620341803979,-0.0819803484788618,0.0889955369250583,"Replication, Time Domain, Horizon 32"
productivity,12,-0.280835873419351,-0.0891716521821813,0.0825937910724126,"Replication, Time Domain, Horizon 32"
productivity,13,-0.29768258524422,-0.101234171574409,0.0732882694034987,"Replication, Time Domain, Horizon 32"
productivity,14,-0.317498385309108,-0.118277552981642,0.0590925593445039,"Replication, Time Domain, Horizon 32"
productivity,15,-0.34099563824201,-0.135308002027273,0.046284563428815,"Replication, Time Domain, Horizon 32"
productivity,16,-0.36568413656548,-0.155994211448226,0.0333610749258949,"Replication, Time Domain, Horizon 32"
productivity,17,-0.396224189422844,-0.176139921903599,0.0189441267986849,"Replication, Time Domain, Horizon 32"
productivity,18,-0.422592856106546,-0.197821356375162,0.00221068069659006,"Replication, Time Domain, Horizon 32"
productivity,19,-0.450047935064441,-0.219802241420545,-0.0115058660510685,"Replication, Time Domain, Horizon 32"
productivity,20,-0.474651399282479,-0.239718009490904,-0.0268490295400233,"Replication, Time Domain, Horizon 32"
productivity,21,-0.499502802741317,-0.258959079632968,-0.0412962661359848,"Replication, Time Domain, Horizon 32"
productivity,22,-0.525888971184576,-0.277833264278652,-0.0556980844821684,"Replication, Time Domain, Horizon 32"
productivity,23,-0.549655013502882,-0.294578188049262,-0.0689277975412972,"Replication, Time Domain, Horizon 32"
productivity,24,-0.570361544451635,-0.308745209973633,-0.0798206621537632,"Replication, Time Domain, Horizon 32"
productivity,25,-0.592223887280991,-0.320494173724083,-0.090451391264457,"Replication, Time Domain, Horizon 32"
productivity,26,-0.612197048795479,-0.33328649874837,-0.0993699036223238,"Replication, Time Domain, Horizon 32"
productivity,27,-0.633336556665068,-0.344172775908432,-0.105233534480573,"Replication, Time Domain, Horizon 32"
productivity,28,-0.649446362281557,-0.353869597173167,-0.11123363148716,"Replication, Time Domain, Horizon 32"
productivity,29,-0.663260775269552,-0.362688611128153,-0.115117416444095,"Replication, Time Domain, Horizon 32"
productivity,30,-0.678898802582025,-0.369560989683386,-0.118588572636041,"Replication, Time Domain, Horizon 32"
