date,vfci
2008-07-01,1.07083243384236
2008-10-01,0.675171086958697
2009-01-01,0.604348735030216
2009-04-01,0.524600763131113
2009-07-01,0.702532789968565
2009-10-01,0.720982435831148
2010-01-01,0.681867506976337
2010-04-01,0.812034637871571
2010-07-01,0.886301951737386
2010-10-01,0.832470118081532
2011-01-01,0.771384586290811
2011-04-01,0.804258117817327
2011-07-01,1.04989607192276
2011-10-01,1.03542005773718
2012-01-01,0.950115259310448
2012-04-01,1.03401692206714
2012-07-01,1.0091936911141
2012-10-01,1.10384063173073
2013-01-01,1.04946895216549
2013-04-01,1.05731816561839
2013-07-01,0.88690019372452
2013-10-01,0.896037978435277
2014-01-01,0.949935017704371
2014-04-01,0.992990436795255
2014-07-01,1.0161611406127
2014-10-01,1.04787278686101
2015-01-01,1.10012414922057
2015-04-01,1.02796312000115
2015-07-01,1.02136418571047
2015-10-01,0.946596287249146
2016-01-01,1.0522521348918
2016-04-01,1.14826305246376
2016-07-01,1.20169853488277
2016-10-01,1.12215920994577
2017-01-01,1.13953248042682
2017-04-01,1.2348102040197
2017-07-01,1.29748709929001
2017-10-01,1.29192679579812
2018-01-01,1.37380621199264
2018-04-01,1.33016007057707
2018-07-01,1.32650611733008
2018-10-01,1.442678483742
2019-01-01,1.44986820139445
2019-04-01,1.52137039277674
2019-07-01,1.6281013758265
2019-10-01,1.47162802024614
2020-01-01,1.72497827125094
2020-04-01,1.33354821512395
