h,impulse,response,mean,median,lower,upper,version,model
6,Main,interest,-0.102621543059999,-0.10153426417147,-0.126499764448363,-0.0773949600594957,replication,bayesian_fd
6,Main,inflation,-0.0355095522471381,-0.0357535566992372,-0.0521892213962485,-0.0185753708432574,replication,bayesian_fd
6,Main,productivity,0.0570142052729133,0.0561538858011837,-0.030564734496178,0.139333950757852,replication,bayesian_fd
6,Main,TFP,-0.00674268843131314,-0.00758475301738323,-0.0881567133618253,0.0750209608361288,replication,bayesian_fd
7,Main,output,-0.450880348298719,-0.449456693589599,-0.593690720563666,-0.301791440303095,replication,bayesian_fd
7,Main,investment,-1.1320772828264,-1.13829362440427,-1.56835610472132,-0.657333511192398,replication,bayesian_fd
7,Main,consumption,-0.190999344795698,-0.189334322102333,-0.274350315596756,-0.105638520165806,replication,bayesian_fd
7,Main,hours_worked,-0.340989224465047,-0.336885567921006,-0.444397735009527,-0.234310757013012,replication,bayesian_fd
7,Main,unemployment,0.290469565783213,0.288979041175976,0.23596237220327,0.343165491815267,replication,bayesian_fd
7,Main,labor_share,-0.140328176196919,-0.140838588201793,-0.198230680332877,-0.0836903933279577,replication,bayesian_fd
7,Main,interest,-0.0996530004031077,-0.0981562065865828,-0.123600623609236,-0.0744688051700843,replication,bayesian_fd
7,Main,inflation,-0.0364006171754468,-0.0366108957087029,-0.0533277903701003,-0.0186740293216923,replication,bayesian_fd
7,Main,productivity,0.0900019149919039,0.08642642711023,-0.00146862543693278,0.176954980387847,replication,bayesian_fd
7,Main,TFP,-0.0282733001340606,-0.0299558092357485,-0.114828179263695,0.0580787510491514,replication,bayesian_fd
8,Main,output,-0.39481184999314,-0.392445223468244,-0.545023738207959,-0.233225619470593,replication,bayesian_fd
8,Main,investment,-0.877837415797228,-0.889530854558814,-1.34158216419073,-0.387998487251903,replication,bayesian_fd
8,Main,consumption,-0.174120259971294,-0.173440835667897,-0.266349823892664,-0.0793335714092754,replication,bayesian_fd
8,Main,hours_worked,-0.291456575846108,-0.288318673365691,-0.4045861661445,-0.178449826397411,replication,bayesian_fd
8,Main,unemployment,0.259550381116721,0.257687626748592,0.19971565902706,0.317692476770096,replication,bayesian_fd
8,Main,labor_share,-0.168661949870064,-0.168616504790217,-0.223936825155979,-0.111747680437317,replication,bayesian_fd
8,Main,interest,-0.0947590510771025,-0.0933510922943102,-0.118804759525033,-0.0690537295449966,replication,bayesian_fd
8,Main,inflation,-0.0358681434205912,-0.0360954612760233,-0.0540221214554413,-0.0184880286205731,replication,bayesian_fd
8,Main,productivity,0.111231926551627,0.109960266075158,0.0151027330470331,0.201499101567878,replication,bayesian_fd
8,Main,TFP,-0.0478578763120662,-0.0508541346302017,-0.141725347781057,0.0449290147816195,replication,bayesian_fd
9,Main,output,-0.34011012494768,-0.33910419430944,-0.500969686531466,-0.165894584920503,replication,bayesian_fd
9,Main,investment,-0.642382188646591,-0.646454629450603,-1.11808348199895,-0.149690353730391,replication,bayesian_fd
9,Main,consumption,-0.154920715626393,-0.155407415936672,-0.255490795493731,-0.0503760612355186,replication,bayesian_fd
9,Main,hours_worked,-0.24081648003792,-0.237625768553801,-0.360928770061175,-0.120741119143343,replication,bayesian_fd
9,Main,unemployment,0.226041723954059,0.224356896001297,0.161055464299975,0.289239035982311,replication,bayesian_fd
9,Main,labor_share,-0.186269226811323,-0.184369539132832,-0.245172058939087,-0.12926160476079,replication,bayesian_fd
9,Main,interest,-0.088409302968654,-0.0864269866656654,-0.112934825893836,-0.0621422026740256,replication,bayesian_fd
9,Main,inflation,-0.0343255823396525,-0.0340242067312486,-0.0531249586553179,-0.016266261322273,replication,bayesian_fd
9,Main,productivity,0.122342926127007,0.119683458876855,0.0225927963775591,0.219893918142174,replication,bayesian_fd
9,Main,TFP,-0.0651773173228712,-0.0684914092349727,-0.168134260350538,0.0330486905172366,replication,bayesian_fd
10,Main,output,-0.288227683917866,-0.287506960726999,-0.457044183019981,-0.111199734322887,replication,bayesian_fd
10,Main,investment,-0.429682065491523,-0.427769809061193,-0.923511089365171,0.0607941628182553,replication,bayesian_fd
10,Main,consumption,-0.134617793419722,-0.136195950575368,-0.244474243376044,-0.0191225103943808,replication,bayesian_fd
10,Main,hours_worked,-0.190923805114094,-0.189178587957532,-0.316488841064228,-0.0677080998461592,replication,bayesian_fd
10,Main,unemployment,0.191446384695814,0.189379575266866,0.125224118446038,0.256552670905826,replication,bayesian_fd
10,Main,labor_share,-0.194726298344451,-0.191338892396731,-0.258841312278336,-0.137718255806813,replication,bayesian_fd
10,Main,interest,-0.0810393682830567,-0.0785867615212554,-0.106402571043972,-0.0538951830478248,replication,bayesian_fd
10,Main,inflation,-0.0320925598633093,-0.0318172270065108,-0.0510179211483716,-0.014055545305272,replication,bayesian_fd
10,Main,productivity,0.124950371392257,0.120804200506361,0.0205263862431881,0.228025128511011,replication,bayesian_fd
10,Main,TFP,-0.0800814163204075,-0.0849976883372971,-0.185481273379104,0.023675611593328,replication,bayesian_fd
11,Main,output,-0.240241312770709,-0.243152475870468,-0.412866746619371,-0.0594818992825002,replication,bayesian_fd
11,Main,investment,-0.242252923577819,-0.244885219890269,-0.754455877076735,0.245977281544144,replication,bayesian_fd
11,Main,consumption,-0.114206132962103,-0.116799040392853,-0.234505183976534,0.00972008250210136,replication,bayesian_fd
11,Main,hours_worked,-0.143258101174804,-0.140095919947687,-0.271010919194985,-0.0156268168487406,replication,bayesian_fd
11,Main,unemployment,0.157005366327643,0.155586775112726,0.0895409830680049,0.223939733272255,replication,bayesian_fd
11,Main,labor_share,-0.195552974264043,-0.19081874848342,-0.260820778705044,-0.137166782599444,replication,bayesian_fd
11,Main,interest,-0.0730405046927287,-0.0701769855426548,-0.0991526449380421,-0.0455921344366196,replication,bayesian_fd
11,Main,inflation,-0.0294199548993585,-0.028784867254871,-0.0480788753548493,-0.0108989874855225,replication,bayesian_fd
11,Main,productivity,0.12060747625314,0.116662202792429,0.0111201839645326,0.229288109695453,replication,bayesian_fd
11,Main,TFP,-0.0925449397691735,-0.0989200792752269,-0.202738527201929,0.0156027762983026,replication,bayesian_fd
12,Main,output,-0.1969009168518,-0.200872661159852,-0.376100340110955,-0.0126832497929249,replication,bayesian_fd
12,Main,investment,-0.0813726228159112,-0.0805430324745929,-0.58681877755417,0.401639177350821,replication,bayesian_fd
12,Main,consumption,-0.0944790334036465,-0.0973420932046904,-0.221542436453968,0.0384621913291436,replication,bayesian_fd
12,Main,hours_worked,-0.0989542070090583,-0.0986668366556068,-0.229022554183463,0.0268753082908636,replication,bayesian_fd
12,Main,unemployment,0.123716118993231,0.122563790743655,0.0578607584056391,0.191167604301771,replication,bayesian_fd
12,Main,labor_share,-0.190190557485685,-0.185136547206128,-0.258269678126249,-0.129456957066627,replication,bayesian_fd
12,Main,interest,-0.0647539694969174,-0.0612794608132657,-0.0917548592971768,-0.0369024179897582,replication,bayesian_fd
12,Main,inflation,-0.026505198302607,-0.0256872866792221,-0.0454301884858993,-0.00853288918545946,replication,bayesian_fd
12,Main,productivity,0.110773999037683,0.107489231662813,-0.00366446071020633,0.226352735040885,replication,bayesian_fd
12,Main,TFP,-0.102633438021039,-0.108566668543547,-0.214881938670371,0.00758016681640489,replication,bayesian_fd
13,Main,output,-0.158675044033795,-0.160155960844084,-0.34180251085364,0.029605129250127,replication,bayesian_fd
13,Main,investment,0.0527147306451161,0.056034094970647,-0.46351831758432,0.54341099148231,replication,bayesian_fd
13,Main,consumption,-0.0760487246570567,-0.0776467753584463,-0.208329622743465,0.063409241092946,replication,bayesian_fd
13,Main,hours_worked,-0.0588357826183522,-0.0575534559400976,-0.187056572425787,0.0706998522479944,replication,bayesian_fd
13,Main,unemployment,0.0923525237235323,0.0920789349096475,0.0245265221951959,0.159631969693132,replication,bayesian_fd
13,Main,labor_share,-0.17998132952914,-0.176297321073209,-0.245563871381599,-0.116002861815137,replication,bayesian_fd
13,Main,interest,-0.0564688784775417,-0.0534095308141791,-0.0838197199390536,-0.0278491826029611,replication,bayesian_fd
13,Main,inflation,-0.0235031189128096,-0.0222553818968796,-0.042327845139966,-0.00543602621237133,replication,bayesian_fd
13,Main,productivity,0.096792969258499,0.0939325799838808,-0.0257324947964897,0.218756329713956,replication,bayesian_fd
13,Main,TFP,-0.110477299678416,-0.115858255935874,-0.225778262084425,0.00423280480905524,replication,bayesian_fd
14,Main,output,-0.125793648446447,-0.124856085793916,-0.307733726235377,0.0645874456859907,replication,bayesian_fd
14,Main,investment,0.160607122346908,0.154381940452429,-0.354452166009096,0.638787600166621,replication,bayesian_fd
14,Main,consumption,-0.0593662838429902,-0.0619171637368639,-0.196745005205457,0.0862418935117083,replication,bayesian_fd
14,Main,hours_worked,-0.023450585850025,-0.022268152288625,-0.153712609805543,0.110429977079143,replication,bayesian_fd
14,Main,unemployment,0.063486406891024,0.0635913939189798,-0.0053127698406874,0.13306844800952,replication,bayesian_fd
14,Main,labor_share,-0.166152595687589,-0.162941691447643,-0.236133442212734,-0.0998770275107417,replication,bayesian_fd
14,Main,interest,-0.048422606679876,-0.0449998595857851,-0.0758996122507664,-0.0195632419096268,replication,bayesian_fd
14,Main,inflation,-0.020533727571297,-0.0195042294405232,-0.0392261101786207,-0.00240075947479928,replication,bayesian_fd
14,Main,productivity,0.0798748617302333,0.0751950308071277,-0.0478474210652705,0.207422949237467,replication,bayesian_fd
14,Main,TFP,-0.1162513836889,-0.12311695765822,-0.233412976470373,-0.000701550919427231,replication,bayesian_fd
15,Main,output,-0.0982881691443818,-0.0967086094242351,-0.284822896516754,0.0964780658977234,replication,bayesian_fd
15,Main,investment,0.24356733187141,0.248626634049667,-0.27747587429722,0.713964194803928,replication,bayesian_fd
15,Main,consumption,-0.0447412525585031,-0.0454632052388183,-0.185559307541496,0.104000892644305,replication,bayesian_fd
15,Main,hours_worked,0.0068935237054253,0.00873523330329875,-0.128905744027277,0.138895108561728,replication,bayesian_fd
15,Main,unemployment,0.0375100682989666,0.0371127141997637,-0.0312319226373713,0.107114488593327,replication,bayesian_fd
15,Main,labor_share,-0.149805433388313,-0.148587962444368,-0.218864883482131,-0.0798358668335778,replication,bayesian_fd
15,Main,interest,-0.0408029942685505,-0.03730636517051,-0.0687469158633109,-0.0126487830466404,replication,bayesian_fd
15,Main,inflation,-0.0176881028426668,-0.0163888602539405,-0.0361418791957928,0.000476468505404632,replication,bayesian_fd
15,Main,productivity,0.0610883464751551,0.0561553722799364,-0.0690592586835403,0.196193154714086,replication,bayesian_fd
15,Main,TFP,-0.120158901943805,-0.125698850411372,-0.241735960546317,-0.000634466900878675,replication,bayesian_fd
16,Main,output,-0.0760287876402254,-0.0763472092257201,-0.266978991015062,0.116705889901439,replication,bayesian_fd
16,Main,investment,0.303361424884451,0.311723526158037,-0.201057719082103,0.766583685367236,replication,bayesian_fd
16,Main,consumption,-0.0323608198868277,-0.0324571532283774,-0.177808108206128,0.119191567076223,replication,bayesian_fd
16,Main,hours_worked,0.0320928218431878,0.0320464367381542,-0.0994667075131217,0.161181849852366,replication,bayesian_fd
16,Main,unemployment,0.0146592265191512,0.0134213342009174,-0.0555507547134808,0.0819360628383829,replication,bayesian_fd
16,Main,labor_share,-0.131908181552006,-0.131983292092945,-0.202363238688172,-0.0620421989003467,replication,bayesian_fd
16,Main,interest,-0.0337517984533732,-0.0299171645013405,-0.0616092761950591,-0.00524762512087457,replication,bayesian_fd
16,Main,inflation,-0.0150330526920148,-0.0138755976740073,-0.0328305110652713,0.00289855600147641,replication,bayesian_fd
16,Main,productivity,0.0413566789744424,0.0371430281125796,-0.0912817596897301,0.180186448754583,replication,bayesian_fd
16,Main,TFP,-0.122418603986493,-0.126025392521694,-0.246391196341812,-0.000484986829505221,replication,bayesian_fd
17,Main,output,-0.0587586747375506,-0.0619506376063314,-0.252858848933303,0.136660025676289,replication,bayesian_fd
17,Main,investment,0.342114063263409,0.338270306292572,-0.156799484789615,0.802713345857369,replication,bayesian_fd
17,Main,consumption,-0.0223083532547554,-0.0244405215652074,-0.172940611743792,0.132408031786428,replication,bayesian_fd
17,Main,hours_worked,0.0522130323842336,0.0497293628749736,-0.0802827969169871,0.181168012171863,replication,bayesian_fd
17,Main,unemployment,-0.00496419151804278,-0.00598979504078135,-0.07433227996703,0.0612277764904193,replication,bayesian_fd
17,Main,labor_share,-0.113294299813371,-0.111906479065975,-0.182915119999986,-0.0426084210185658,replication,bayesian_fd
17,Main,interest,-0.0273689591342992,-0.0237350115050531,-0.0556179528812501,0.00115421176702883,replication,bayesian_fd
17,Main,inflation,-0.0126149657854653,-0.0117640539313179,-0.030188257867807,0.00498530057788003,replication,bayesian_fd
17,Main,productivity,0.0214587916214694,0.0168885688135525,-0.115446800599373,0.164898787781882,replication,bayesian_fd
17,Main,TFP,-0.123254626758018,-0.127478795583898,-0.249493779409555,-0.00176787491755999,replication,bayesian_fd
18,Main,output,-0.0461250512615751,-0.0530680533650448,-0.239040688140938,0.149338217042947,replication,bayesian_fd
18,Main,investment,0.362181175482421,0.364284713071797,-0.129840674334613,0.830662795737453,replication,bayesian_fd
18,Main,consumption,-0.014581041906503,-0.0165976350127733,-0.167668985936944,0.141467136641305,replication,bayesian_fd
18,Main,hours_worked,0.0674564023174273,0.0641411114659051,-0.0677111449884024,0.198293532707975,replication,bayesian_fd
18,Main,unemployment,-0.0213699263809798,-0.0225644882684482,-0.0885340923361417,0.0450836868620717,replication,bayesian_fd
18,Main,labor_share,-0.0946640631540712,-0.0930180459929246,-0.162586810521006,-0.0245192906463615,replication,bayesian_fd
18,Main,interest,-0.0217173423950843,-0.0179932778212521,-0.0506273704510583,0.00640132863886923,replication,bayesian_fd
18,Main,inflation,-0.010463104681946,-0.00986229321228562,-0.0281828370225598,0.00673243899128939,replication,bayesian_fd
18,Main,productivity,0.00203418324354192,-0.00336297795721357,-0.139904689051834,0.148162698482595,replication,bayesian_fd
18,Main,TFP,-0.12288854718498,-0.124638419989325,-0.25158392457506,0.00302789914152257,replication,bayesian_fd
19,Main,output,-0.0377069392861995,-0.0466519887435311,-0.23163747256711,0.153933714973889,replication,bayesian_fd
19,Main,investment,0.366040063767057,0.356716832853997,-0.112618626168696,0.827838284698043,replication,bayesian_fd
19,Main,consumption,-0.00910643639473556,-0.0117914946806611,-0.163301751589844,0.145868788245682,replication,bayesian_fd
19,Main,hours_worked,0.0781310755750202,0.0733235420066615,-0.0548340048416546,0.20870535865924,replication,bayesian_fd
19,Main,unemployment,-0.034658354513782,-0.0348615394446446,-0.0996557280252046,0.0298312209553179,replication,bayesian_fd
19,Main,labor_share,-0.0765894675405657,-0.0735104282422925,-0.146756552638926,-0.00729780610622022,replication,bayesian_fd
19,Main,interest,-0.0168276998693579,-0.0132217179608938,-0.0459967405683258,0.012029323884377,replication,bayesian_fd
19,Main,inflation,-0.00859248993388267,-0.00857163109424342,-0.0256464500347043,0.00828946193245008,replication,bayesian_fd
19,Main,productivity,-0.016409235477984,-0.0199497101177753,-0.1572828609812,0.13288627299764,replication,bayesian_fd
19,Main,TFP,-0.121533286650761,-0.123677456121638,-0.25129061209092,0.00534837140928395,replication,bayesian_fd
20,Main,output,-0.0330395478485076,-0.0398450095878017,-0.224118535928481,0.155540588886381,replication,bayesian_fd
20,Main,investment,0.356196605711622,0.343701729004305,-0.103227771023457,0.805899757073925,replication,bayesian_fd
20,Main,consumption,-0.00575770529567206,-0.00967999099693947,-0.15903209224022,0.149608030342261,replication,bayesian_fd
20,Main,hours_worked,0.0846231558977297,0.0790927580499869,-0.0468853662475712,0.213006402201608,replication,bayesian_fd
20,Main,unemployment,-0.0450008868501353,-0.0446705145416733,-0.109744493040301,0.018154320881593,replication,bayesian_fd
20,Main,labor_share,-0.0595216993437481,-0.0555966135788879,-0.129968303383955,0.0088463530565152,replication,bayesian_fd
20,Main,interest,-0.0127036408750643,-0.00969896361843305,-0.0415685936553737,0.0158994517595961,replication,bayesian_fd
20,Main,inflation,-0.0070064626004541,-0.00717898727252628,-0.0237621348154769,0.00975961487135887,replication,bayesian_fd
20,Main,productivity,-0.0334851076904431,-0.0362627103197479,-0.172314850882134,0.119257888517368,replication,bayesian_fd
20,Main,TFP,-0.119388585806801,-0.121074613830476,-0.248627917484645,0.00583356376599278,replication,bayesian_fd
21,Main,output,-0.0316353080932469,-0.0363734893907517,-0.221551524374117,0.154572595712859,replication,bayesian_fd
21,Main,investment,0.335108853112712,0.312822863414414,-0.110342535045853,0.765223503763294,replication,bayesian_fd
21,Main,consumption,-0.00436747668074917,-0.0100140881944121,-0.157737240728413,0.152544894672873,replication,bayesian_fd
21,Main,hours_worked,0.0873717148816733,0.0831028351864419,-0.0434877346302132,0.214993855933346,replication,bayesian_fd
21,Main,unemployment,-0.0526220468080504,-0.0528118921072283,-0.114099238084393,0.00913349272563259,replication,bayesian_fd
21,Main,labor_share,-0.0438005387486695,-0.0404193794147459,-0.112939063945349,0.0250640791009224,replication,bayesian_fd
21,Main,interest,-0.00932646193167616,-0.00654793221952406,-0.036907614348092,0.0188054892154328,replication,bayesian_fd
21,Main,inflation,-0.00569897501877068,-0.00575049412787256,-0.0220602125916313,0.0106812586742567,replication,bayesian_fd
21,Main,productivity,-0.0489170905369779,-0.0527203340107029,-0.19139052293844,0.103019933371634,replication,bayesian_fd
21,Main,TFP,-0.116637813236988,-0.118892430173503,-0.245715604678515,0.00582497945879107,replication,bayesian_fd
22,Main,output,-0.0330016397689043,-0.0348672226446237,-0.222990066008487,0.152234196934949,replication,bayesian_fd
22,Main,investment,0.305126045416456,0.276481446378711,-0.118467515021595,0.716972803180665,replication,bayesian_fd
22,Main,consumption,-0.00474018011930397,-0.0110615133997735,-0.16119119077516,0.151602249854384,replication,bayesian_fd
22,Main,hours_worked,0.086846881261573,0.0827076467258761,-0.0432584767055421,0.211226515502173,replication,bayesian_fd
22,Main,unemployment,-0.057783393612357,-0.0575022718612287,-0.116055791139052,0.00216246100679194,replication,bayesian_fd
22,Main,labor_share,-0.0296651109455128,-0.026601467920659,-0.0986700575714701,0.0384382958861875,replication,bayesian_fd
22,Main,interest,-0.00665971765007366,-0.00405587400883364,-0.03406827152894,0.0210115441499877,replication,bayesian_fd
22,Main,inflation,-0.0046566380841605,-0.00496807406997449,-0.0206927794504091,0.0117555301758467,replication,bayesian_fd
22,Main,productivity,-0.0625264061664576,-0.0671639250157095,-0.207415852400139,0.0911962597021887,replication,bayesian_fd
22,Main,TFP,-0.113445902276471,-0.115294966703477,-0.241164189165413,0.00971942553419409,replication,bayesian_fd
23,Main,output,-0.0366555898975803,-0.0384276704032422,-0.225902331225032,0.145275715295459,replication,bayesian_fd
23,Main,investment,0.268441839215923,0.245381153034871,-0.143658412281005,0.670369463282906,replication,bayesian_fd
23,Main,consumption,-0.00666285112538332,-0.0107707435919959,-0.163705491540382,0.152544336386385,replication,bayesian_fd
23,Main,hours_worked,0.0835310435625492,0.0799262880678304,-0.0445804187212892,0.205351469966099,replication,bayesian_fd
23,Main,unemployment,-0.0607693818068842,-0.0608025706767793,-0.118433671718724,-0.00362841864527082,replication,bayesian_fd
23,Main,labor_share,-0.0172654580144925,-0.0144500787971751,-0.0858184902075534,0.0497034973018746,replication,bayesian_fd
23,Main,interest,-0.00465344973302393,-0.00232581567646571,-0.0307671553315089,0.0224910473555056,replication,bayesian_fd
23,Main,inflation,-0.00386054139551772,-0.00404869199265048,-0.0198459938824374,0.0121453205443323,replication,bayesian_fd
23,Main,productivity,-0.0742189929124832,-0.0761091531990906,-0.222344870416463,0.0779012727669692,replication,bayesian_fd
23,Main,TFP,-0.109958232971825,-0.109404610103254,-0.237563661063093,0.0106162924265271,replication,bayesian_fd
24,Main,output,-0.0421355331510682,-0.0445450823296396,-0.22814997633294,0.136446756409973,replication,bayesian_fd
24,Main,investment,0.227060404792458,0.204629080338544,-0.170925210358319,0.625615328621735,replication,bayesian_fd
24,Main,consumption,-0.00991440163399094,-0.0138710740539147,-0.168411452500824,0.149544914343012,replication,bayesian_fd
24,Main,hours_worked,0.0779031109637886,0.0740691430124008,-0.049848682075602,0.201437008326963,replication,bayesian_fd
24,Main,unemployment,-0.0618751823029673,-0.0615697073932533,-0.119054635191039,-0.00726028202571264,replication,bayesian_fd
24,Main,labor_share,-0.00667447173009103,-0.0049355317776441,-0.0738328042433726,0.0596043068533944,replication,bayesian_fd
24,Main,interest,-0.00324801814095173,-0.00180968520381704,-0.0286809406459549,0.0232712711340984,replication,bayesian_fd
24,Main,inflation,-0.00328785685245621,-0.003580520998593,-0.0192795549123819,0.0121242461602122,replication,bayesian_fd
24,Main,productivity,-0.0839726815614701,-0.0869506450505749,-0.237247813427138,0.0649255295891004,replication,bayesian_fd
24,Main,TFP,-0.106300294445129,-0.106465820977359,-0.231651498520611,0.0126598942118302,replication,bayesian_fd
25,Main,output,-0.049010161233973,-0.0521859715974575,-0.235262721090426,0.130456659611622,replication,bayesian_fd
25,Main,investment,0.182773949715157,0.162007952473172,-0.205000224804616,0.55765029071389,replication,bayesian_fd
25,Main,consumption,-0.0142733960374438,-0.0179056270963544,-0.171433608903267,0.145563121315821,replication,bayesian_fd
25,Main,hours_worked,0.0704257063362631,0.0649788798192007,-0.0538208955705419,0.195460224897501,replication,bayesian_fd
25,Main,unemployment,-0.061396434960633,-0.0600156246812725,-0.114734868109241,-0.00924524675029584,replication,bayesian_fd
25,Main,labor_share,0.00210020215178248,0.00347441031673943,-0.0649630299096805,0.0675844150213149,replication,bayesian_fd
