h,impulse,response,median,lower,upper,model,irf,version,mean
20,Main,inflation,-0.0171213920066079,-0.0382346041228304,0.00450979385270029,classical_fd,,Original BCA,
21,Main,inflation,-0.0155579013155647,-0.0366848299832113,0.00543338127083091,classical_fd,,Original BCA,
22,Main,inflation,-0.0139650226444241,-0.035079089721128,0.00594822051340556,classical_fd,,Original BCA,
23,Main,inflation,-0.0125740811703323,-0.0340936503398018,0.00671050105389957,classical_fd,,Original BCA,
24,Main,inflation,-0.0116793666870299,-0.0325219376823753,0.00742928434976855,classical_fd,,Original BCA,
25,Main,inflation,-0.0110353916294033,-0.0311705172839902,0.00793873267973285,classical_fd,,Original BCA,
26,Main,inflation,-0.0103925028343008,-0.0295987153994349,0.00793084117723604,classical_fd,,Original BCA,
27,Main,inflation,-0.0097215652883643,-0.0282971557090148,0.00834015520466515,classical_fd,,Original BCA,
28,Main,inflation,-0.0088639663035547,-0.0275601430334155,0.00894085676654731,classical_fd,,Original BCA,
29,Main,inflation,-0.00841373738758035,-0.0268571686404237,0.00877669921000477,classical_fd,,Original BCA,
30,Main,inflation,-0.00786177510459958,-0.0260258374952332,0.00879592532216641,classical_fd,,Original BCA,
31,Main,inflation,-0.00753206750232016,-0.0251906284406244,0.00872076848480889,classical_fd,,Original BCA,
32,Main,inflation,-0.00699432253853991,-0.0243350561744117,0.00882568305085774,classical_fd,,Original BCA,
33,Main,inflation,-0.00676106261441184,-0.0235441856124512,0.00834307384267657,classical_fd,,Original BCA,
34,Main,inflation,-0.00674457300710452,-0.0229932765481501,0.00803249315208641,classical_fd,,Original BCA,
35,Main,inflation,-0.00661449340965121,-0.0222599200310437,0.00712502249255129,classical_fd,,Original BCA,
36,Main,inflation,-0.00643632486772695,-0.0219079571929581,0.00697349466955085,classical_fd,,Original BCA,
37,Main,inflation,-0.00637510481922804,-0.0211885057244141,0.00670511411878031,classical_fd,,Original BCA,
38,Main,inflation,-0.00606270449062878,-0.0206158538899639,0.00637867183954376,classical_fd,,Original BCA,
39,Main,inflation,-0.00608725636612087,-0.0200059228026142,0.00607937183782238,classical_fd,,Original BCA,
40,Main,inflation,-0.0060010902166157,-0.0194518792732544,0.00606346558775155,classical_fd,,Original BCA,
1,Main,productivity,-0.377868617618124,-0.450706583717874,-0.274802337324226,classical_fd,,Original BCA,
2,Main,productivity,-0.297202398698648,-0.36483281229989,-0.21428965297017,classical_fd,,Original BCA,
3,Main,productivity,-0.232350615609111,-0.308627119228705,-0.151880794264107,classical_fd,,Original BCA,
4,Main,productivity,-0.178013294591961,-0.267061825909112,-0.0944426789210654,classical_fd,,Original BCA,
5,Main,productivity,-0.132779829286585,-0.236439534110846,-0.0373199832324385,classical_fd,,Original BCA,
6,Main,productivity,-0.0975144600382719,-0.208916247162128,0.0121037851968797,classical_fd,,Original BCA,
7,Main,productivity,-0.0659525989495852,-0.187728487521871,0.0529138833429233,classical_fd,,Original BCA,
8,Main,productivity,-0.0428566114062519,-0.171893023875485,0.0814521386732315,classical_fd,,Original BCA,
9,Main,productivity,-0.0265599741955908,-0.165359379163978,0.102703972160008,classical_fd,,Original BCA,
10,Main,productivity,-0.0182142125358968,-0.161960220740508,0.120546764865975,classical_fd,,Original BCA,
11,Main,productivity,-0.0179924747333075,-0.168737763427137,0.130884016077671,classical_fd,,Original BCA,
12,Main,productivity,-0.0252142980613187,-0.169622672320392,0.133524551069401,classical_fd,,Original BCA,
13,Main,productivity,-0.0317087108700594,-0.181127766384104,0.131778788792833,classical_fd,,Original BCA,
14,Main,productivity,-0.0405214860779104,-0.195453146230248,0.126116322507866,classical_fd,,Original BCA,
15,Main,productivity,-0.0519430313338672,-0.209358038660299,0.110097994266915,classical_fd,,Original BCA,
16,Main,productivity,-0.0675477472756301,-0.227797378889226,0.098560187462333,classical_fd,,Original BCA,
17,Main,productivity,-0.0857910660786352,-0.247466220407742,0.082482120431368,classical_fd,,Original BCA,
18,Main,productivity,-0.1033860426878,-0.270980819014893,0.0668582088072879,classical_fd,,Original BCA,
19,Main,productivity,-0.120070499990999,-0.292844352212734,0.0507977893075498,classical_fd,,Original BCA,
20,Main,productivity,-0.137782896722081,-0.314203779823733,0.0383167027563088,classical_fd,,Original BCA,
21,Main,productivity,-0.153912767363091,-0.337637870454735,0.0269129618418974,classical_fd,,Original BCA,
22,Main,productivity,-0.169504759555386,-0.35830170792665,0.0129541322112107,classical_fd,,Original BCA,
23,Main,productivity,-0.184026339268246,-0.374429505673767,-0.000498280129012866,classical_fd,,Original BCA,
24,Main,productivity,-0.199100470481197,-0.391662897099064,-0.0159061474940103,classical_fd,,Original BCA,
25,Main,productivity,-0.211571523873343,-0.408792609236232,-0.0301231337928585,classical_fd,,Original BCA,
26,Main,productivity,-0.223690792921971,-0.424247127115205,-0.0443547032998225,classical_fd,,Original BCA,
27,Main,productivity,-0.23298208650093,-0.435385334496549,-0.0511843653719106,classical_fd,,Original BCA,
28,Main,productivity,-0.241536622653014,-0.447213987570045,-0.0583367833257329,classical_fd,,Original BCA,
29,Main,productivity,-0.248999912503941,-0.455623995300144,-0.0653743637403437,classical_fd,,Original BCA,
30,Main,productivity,-0.256259342944461,-0.464878317575971,-0.0726634721090022,classical_fd,,Original BCA,
31,Main,productivity,-0.260610208841407,-0.46948227842882,-0.0762359474021483,classical_fd,,Original BCA,
32,Main,productivity,-0.263649404813887,-0.477626534302745,-0.0791475077201815,classical_fd,,Original BCA,
33,Main,productivity,-0.265671466295222,-0.48189948955012,-0.0798418533679883,classical_fd,,Original BCA,
34,Main,productivity,-0.267391564355214,-0.4884677581393,-0.0843193364529262,classical_fd,,Original BCA,
35,Main,productivity,-0.267678573028015,-0.490051654252847,-0.0843938304322561,classical_fd,,Original BCA,
36,Main,productivity,-0.269230655549513,-0.492610369771577,-0.0840357896758181,classical_fd,,Original BCA,
37,Main,productivity,-0.268440441699624,-0.494784315512442,-0.0799849326983036,classical_fd,,Original BCA,
38,Main,productivity,-0.269356205983531,-0.495689878981708,-0.0770629794242332,classical_fd,,Original BCA,
39,Main,productivity,-0.266352974647705,-0.496134381679883,-0.0788210607629767,classical_fd,,Original BCA,
40,Main,productivity,-0.264424619135066,-0.493847559469281,-0.0769216639990932,classical_fd,,Original BCA,
1,Main,TFP,-0.035674690693524,-0.135098901679694,0.067791370881753,classical_fd,,Original BCA,
2,Main,TFP,-0.0273734909881547,-0.117138219057754,0.0724556851788437,classical_fd,,Original BCA,
3,Main,TFP,-0.0388201918316601,-0.129141248574615,0.0538454935684418,classical_fd,,Original BCA,
4,Main,TFP,-0.0538685138386314,-0.145848058639816,0.0395450130499679,classical_fd,,Original BCA,
5,Main,TFP,-0.0730776154882217,-0.169643438264644,0.0248383173232096,classical_fd,,Original BCA,
6,Main,TFP,-0.0905022395363081,-0.191677536954231,0.010256981196915,classical_fd,,Original BCA,
7,Main,TFP,-0.11013278991314,-0.217642157145093,-0.00523922870756742,classical_fd,,Original BCA,
8,Main,TFP,-0.129997262198643,-0.242394238823999,-0.0177279278771031,classical_fd,,Original BCA,
9,Main,TFP,-0.148501410352433,-0.261907740575539,-0.0277118152173234,classical_fd,,Original BCA,
10,Main,TFP,-0.16599867572301,-0.278662109449501,-0.0403249455288375,classical_fd,,Original BCA,
11,Main,TFP,-0.1779443435484,-0.295750452770355,-0.0482874994247139,classical_fd,,Original BCA,
12,Main,TFP,-0.189186486467214,-0.314655846561235,-0.0606178905453419,classical_fd,,Original BCA,
13,Main,TFP,-0.197505156996464,-0.329534914220867,-0.0701501351315298,classical_fd,,Original BCA,
14,Main,TFP,-0.207559058540313,-0.342396078708625,-0.0762788991259837,classical_fd,,Original BCA,
15,Main,TFP,-0.217536022578032,-0.354918514552452,-0.0830030274270031,classical_fd,,Original BCA,
16,Main,TFP,-0.224985144945499,-0.361467371034802,-0.0848654709093941,classical_fd,,Original BCA,
17,Main,TFP,-0.227263280658777,-0.366908506971298,-0.0875857548839969,classical_fd,,Original BCA,
18,Main,TFP,-0.231158843409309,-0.371337700508754,-0.0893146896255875,classical_fd,,Original BCA,
19,Main,TFP,-0.230773910882403,-0.377427528795627,-0.0885152088468866,classical_fd,,Original BCA,
20,Main,TFP,-0.228822018983779,-0.381571978560354,-0.0881372588423145,classical_fd,,Original BCA,
21,Main,TFP,-0.230282611179816,-0.382002645313701,-0.0916323880762253,classical_fd,,Original BCA,
22,Main,TFP,-0.228849187004442,-0.38623965460435,-0.0935250941979548,classical_fd,,Original BCA,
23,Main,TFP,-0.227922183691384,-0.38872526852645,-0.0926945047530875,classical_fd,,Original BCA,
24,Main,TFP,-0.225628683273951,-0.387722894795632,-0.0932596987380931,classical_fd,,Original BCA,
25,Main,TFP,-0.224489494937303,-0.384487085178746,-0.092120714434202,classical_fd,,Original BCA,
26,Main,TFP,-0.220148115984197,-0.381615577742601,-0.0891505905532682,classical_fd,,Original BCA,
27,Main,TFP,-0.216744357017816,-0.379434116455958,-0.0873656111693476,classical_fd,,Original BCA,
28,Main,TFP,-0.212687793829962,-0.374635866663014,-0.083484905953426,classical_fd,,Original BCA,
29,Main,TFP,-0.206761664717701,-0.371133505107272,-0.0814017280680764,classical_fd,,Original BCA,
30,Main,TFP,-0.204520372976263,-0.374321520437875,-0.0777841355557648,classical_fd,,Original BCA,
31,Main,TFP,-0.201724132910143,-0.372892947418116,-0.0753382276858321,classical_fd,,Original BCA,
32,Main,TFP,-0.199187615003283,-0.369949183335148,-0.0733978886991167,classical_fd,,Original BCA,
33,Main,TFP,-0.195683468290708,-0.367825089707382,-0.0709330494181859,classical_fd,,Original BCA,
34,Main,TFP,-0.192199170535029,-0.365137926906166,-0.0678764234611768,classical_fd,,Original BCA,
35,Main,TFP,-0.189202950811785,-0.361709215916802,-0.0659177237135709,classical_fd,,Original BCA,
36,Main,TFP,-0.186813879441691,-0.360984767743686,-0.0635896782584216,classical_fd,,Original BCA,
37,Main,TFP,-0.18455704845393,-0.356348032513717,-0.0623017444553831,classical_fd,,Original BCA,
38,Main,TFP,-0.181988803530128,-0.354288504841219,-0.063278026998799,classical_fd,,Original BCA,
39,Main,TFP,-0.179157798962428,-0.350187695502192,-0.062409444026017,classical_fd,,Original BCA,
40,Main,TFP,-0.177223747710814,-0.344331615333217,-0.0627219676586289,classical_fd,,Original BCA,
1,Main,output,-0.422949213943552,-0.497545402640849,-0.307696125923344,classical_fd,-0.479022703839807,Original BCA,
2,Main,output,-0.587261671069452,-0.691071930663852,-0.446331440868995,classical_fd,-0.655471772134727,Original BCA,
3,Main,output,-0.62035491240022,-0.770580884183789,-0.395860991007718,classical_fd,-0.673116157677471,Original BCA,
4,Main,output,-0.556156208410576,-0.775327593199033,-0.248751814603885,classical_fd,-0.595568715629414,Original BCA,
5,Main,output,-0.432887180666576,-0.736094892953165,-0.0539959676758193,classical_fd,-0.474257570947953,Original BCA,
6,Main,output,-0.290441478357032,-0.642383777391767,0.125008250175488,classical_fd,-0.342128769533606,Original BCA,
7,Main,output,-0.159384042448042,-0.548252633592441,0.282081717214866,classical_fd,-0.220258033887869,Original BCA,
8,Main,output,-0.046671506108902,-0.463846588864611,0.391933868569767,classical_fd,-0.119815172697827,Original BCA,
9,Main,output,0.0415826830242225,-0.376747307475568,0.464659831784947,classical_fd,-0.0449201635743348,Original BCA,
10,Main,output,0.0921771423788758,-0.314047673721325,0.515264643565469,classical_fd,0.00498547335491287,Original BCA,
11,Main,output,0.132048651858319,-0.267465066536925,0.537206763712964,classical_fd,0.0331156992632864,Original BCA,
12,Main,output,0.150289652509834,-0.239240089339341,0.53475941884586,classical_fd,0.0438893650578741,Original BCA,
13,Main,output,0.148048279996572,-0.227828767694726,0.526021688272088,classical_fd,0.0419131829559545,Original BCA,
14,Main,output,0.139354150950945,-0.227912169356795,0.500312325800318,classical_fd,0.031381373898431,Original BCA,
15,Main,output,0.118483721851339,-0.222373496383869,0.47391521905761,classical_fd,0.0157687760580408,Original BCA,
16,Main,output,0.103785827448771,-0.221860075943621,0.452513808194832,classical_fd,-0.00225904371649851,Original BCA,
17,Main,output,0.0813506006641897,-0.223330886511822,0.423239889886046,classical_fd,-0.0208043393117077,Original BCA,
18,Main,output,0.0653937300094693,-0.233942831860806,0.400833199518036,classical_fd,-0.0386231019319379,Original BCA,
19,Main,output,0.0530988969200355,-0.24657465154678,0.372962226164503,classical_fd,-0.054984182190062,Original BCA,
20,Main,output,0.0380474988286637,-0.266395763351468,0.351537648046968,classical_fd,-0.069529759209124,Original BCA,
21,Main,output,0.0263580061275375,-0.273890272317938,0.340456503879329,classical_fd,-0.0821536986993266,Original BCA,
22,Main,output,0.0180708086965527,-0.289881958605594,0.322476095243048,classical_fd,-0.0929046863444178,Original BCA,
23,Main,output,0.00829572020714079,-0.301137468975895,0.304470230239258,classical_fd,-0.101915074284495,Original BCA,
24,Main,output,-0.00168794015417135,-0.314489728069926,0.293220134772275,classical_fd,-0.109352682723336,Original BCA,
25,Main,output,-0.0075405015890246,-0.319783587267461,0.291033041179229,classical_fd,-0.115391141274141,Original BCA,
26,Main,output,-0.0183723481692885,-0.319883905044516,0.282425616445558,classical_fd,-0.120193941664782,Original BCA,
27,Main,output,-0.0263382301015069,-0.331811554629759,0.277591671417869,classical_fd,-0.123907778790644,Original BCA,
28,Main,output,-0.0366678559556219,-0.336458049285849,0.282190734016821,classical_fd,-0.126661548028477,Original BCA,
29,Main,output,-0.0396641711644394,-0.343304056981594,0.278317419307666,classical_fd,-0.128568285589707,Original BCA,
30,Main,output,-0.0410125757352128,-0.349335984200068,0.280833878912154,classical_fd,-0.129728204946326,Original BCA,
31,Main,output,-0.0409890700074972,-0.356802920696641,0.289766699321302,classical_fd,-0.13023170820219,Original BCA,
32,Main,output,-0.0396488350725251,-0.360475321288101,0.290176822772195,classical_fd,-0.13016180153063,Original BCA,
33,Main,output,-0.0421133048193247,-0.363291693762663,0.289228489098721,classical_fd,-0.129595723080548,Original BCA,
34,Main,output,-0.0457970428909508,-0.369152830746373,0.292998413962144,classical_fd,-0.128605824355117,Original BCA,
35,Main,output,-0.0455252588676439,-0.374681024324129,0.297866335443033,classical_fd,-0.127259865390316,Original BCA,
36,Main,output,-0.0416745244667871,-0.376788089995397,0.304017324470532,classical_fd,-0.125620923832858,Original BCA,
37,Main,output,-0.0420932741918451,-0.381136598744449,0.308853229451598,classical_fd,-0.123747107962808,Original BCA,
38,Main,output,-0.0403730319267225,-0.383988576598286,0.311523866167352,classical_fd,-0.121691227268084,Original BCA,
39,Main,output,-0.0377707373234321,-0.384764421978189,0.319759813021823,classical_fd,-0.119500528187341,Original BCA,
40,Main,output,-0.0381149977561471,-0.386934260291417,0.323453836299033,classical_fd,-0.11721655792021,Original BCA,
1,Main,investment,-1.39109725738555,-1.68631852559888,-0.988640838898978,classical_fd,-1.5805509112566,Original BCA,
2,Main,investment,-2.08936824384711,-2.43664043471919,-1.66082998516562,classical_fd,-2.32223566202578,Original BCA,
3,Main,investment,-2.18295940163633,-2.6885038364402,-1.46994693426751,classical_fd,-2.35409906996496,Original BCA,
4,Main,investment,-1.86380704601702,-2.58842938618233,-0.83486833140356,classical_fd,-1.97748667566868,Original BCA,
5,Main,investment,-1.32953899119975,-2.3381023357766,-0.13015290688896,classical_fd,-1.42902127513678,Original BCA,
6,Main,investment,-0.732977654113705,-1.90250663923749,0.565801544799637,classical_fd,-0.855419903091662,Original BCA,
7,Main,investment,-0.191922453725549,-1.44615249974283,1.13963353490563,classical_fd,-0.343405007777147,Original BCA,
8,Main,investment,0.245499260888867,-1.03178169476019,1.5459774499252,classical_fd,0.0637213857611423,Original BCA,
9,Main,investment,0.576331441436868,-0.737985357305935,1.80338320553269,classical_fd,0.353801422991421,Original BCA,
10,Main,investment,0.807267259020014,-0.455531175155784,1.91273620270351,classical_fd,0.533863487057589,Original BCA,
11,Main,investment,0.874243820994003,-0.258832247369522,1.91595942874193,classical_fd,0.62127592674613,Original BCA,
12,Main,investment,0.869263244558989,-0.158096427002465,1.83874900941518,classical_fd,0.637356600393073,Original BCA,
13,Main,investment,0.844849851252438,-0.0908549883102547,1.75634869947659,classical_fd,0.603201045813998,Original BCA,
14,Main,investment,0.773078104909077,-0.0369165930909279,1.6094140189387,classical_fd,0.537318147074575,Original BCA,
15,Main,investment,0.688688146858924,-0.0511202647955062,1.44508954988972,classical_fd,0.454565153146747,Original BCA,
16,Main,investment,0.590993032126842,-0.116552375642398,1.31275639729147,classical_fd,0.365972628434555,Original BCA,
17,Main,investment,0.498883708526472,-0.168269040820842,1.17624439303985,classical_fd,0.279093103489237,Original BCA,
18,Main,investment,0.415134628897421,-0.218536035485455,1.06401030011523,classical_fd,0.198610399928659,Original BCA,
19,Main,investment,0.322262939191657,-0.280384096762238,0.958254639750987,classical_fd,0.127022062335953,Original BCA,
20,Main,investment,0.248923798202403,-0.322348242576573,0.859394798201381,classical_fd,0.0652813026349331,Original BCA,
21,Main,investment,0.191025498841527,-0.384702190479727,0.788453135361314,classical_fd,0.0133378554709386,Original BCA,
22,Main,investment,0.138592937372324,-0.417653948307541,0.730094117672145,classical_fd,-0.0294435332388424,Original BCA,
23,Main,investment,0.0906230110867607,-0.451340868411094,0.670014577902381,classical_fd,-0.0639839392486172,Original BCA,
24,Main,investment,0.0529942653686042,-0.483476028878586,0.623619844962124,classical_fd,-0.0912936547792661,Original BCA,
25,Main,investment,0.0386777715031546,-0.524102580689944,0.594889456711038,classical_fd,-0.112355906956309,Original BCA,
26,Main,investment,-0.00526570658874172,-0.53748562371355,0.591950423543302,classical_fd,-0.128068348870473,Original BCA,
27,Main,investment,-0.028957575863516,-0.550550442164578,0.583313580595208,classical_fd,-0.139222520559616,Original BCA,
28,Main,investment,-0.0463318623120318,-0.567118106319173,0.568246060644463,classical_fd,-0.146505559470294,Original BCA,
29,Main,investment,-0.0584046449976965,-0.590568955594878,0.542053117664832,classical_fd,-0.150512765979357,Original BCA,
30,Main,investment,-0.0657268023215417,-0.608878599902252,0.540628545456247,classical_fd,-0.151763521000784,Original BCA,
31,Main,investment,-0.0730406679654308,-0.621882350691181,0.534498122873308,classical_fd,-0.150716194512255,Original BCA,
32,Main,investment,-0.0759298166981269,-0.651172405546551,0.535433091922926,classical_fd,-0.147779989495461,Original BCA,
33,Main,investment,-0.0719209238501162,-0.643892925455623,0.554022885060799,classical_fd,-0.143323198457397,Original BCA,
34,Main,investment,-0.0616222112404535,-0.651523101046054,0.563283423411694,classical_fd,-0.13767824547058,Original BCA,
35,Main,investment,-0.0550755883218962,-0.640474455556828,0.581353138631943,classical_fd,-0.131144307036438,Original BCA,
36,Main,investment,-0.0566536572236566,-0.646318548237617,0.584617118534834,classical_fd,-0.123988404019179,Original BCA,
37,Main,investment,-0.0434333381403857,-0.636933260172666,0.582062340778485,classical_fd,-0.116445764279624,Original BCA,
38,Main,investment,-0.0326807400218526,-0.61628935738123,0.607774609883533,classical_fd,-0.108720070363296,Original BCA,
39,Main,investment,-0.0227317103873356,-0.624507567318502,0.6111133098258,classical_fd,-0.100983996999209,Original BCA,
40,Main,investment,-0.00566152394884831,-0.613983667710073,0.63150764197276,classical_fd,-0.0933802511249358,Original BCA,
1,Main,consumption,-0.197456399783096,-0.245451261680501,-0.137142742391852,classical_fd,-0.223830155864779,Original BCA,
2,Main,consumption,-0.284619884249782,-0.352156857332625,-0.184609241550923,classical_fd,-0.309839719938502,Original BCA,
3,Main,consumption,-0.309699598870122,-0.405393674318596,-0.172079520205441,classical_fd,-0.333767692491119,Original BCA,
4,Main,consumption,-0.300050994168356,-0.429687426495204,-0.121933338744319,classical_fd,-0.324653183096697,Original BCA,
5,Main,consumption,-0.269850794707783,-0.427287522822369,-0.0608908636225434,classical_fd,-0.293875064939619,Original BCA,
6,Main,consumption,-0.222987667524999,-0.413095469748965,0.0167543293393238,classical_fd,-0.251625119960634,Original BCA,
7,Main,consumption,-0.168125882635314,-0.391420210212037,0.0817831822276465,classical_fd,-0.206091056046585,Original BCA,
8,Main,consumption,-0.118651345272523,-0.360485867322212,0.140594374423471,classical_fd,-0.163070165191526,Original BCA,
9,Main,consumption,-0.0776041146956218,-0.330452346651788,0.187076820111037,classical_fd,-0.126127146405455,Original BCA,
10,Main,consumption,-0.038991780929133,-0.308010295319425,0.226275978019002,classical_fd,-0.0969690842350432,Original BCA,
11,Main,consumption,-0.0115964814425705,-0.286662917556527,0.257660672930327,classical_fd,-0.0759200976420943,Original BCA,
12,Main,consumption,0.0109092258578223,-0.271540360698979,0.277924120409084,classical_fd,-0.0623950532176815,Original BCA,
13,Main,consumption,0.0243009747712808,-0.253869367453545,0.290223082812901,classical_fd,-0.0552960830879679,Original BCA,
14,Main,consumption,0.0291406187510648,-0.246545977087121,0.293568668667501,classical_fd,-0.0533190315752509,Original BCA,
15,Main,consumption,0.0302160109598413,-0.24752302195779,0.297663980577788,classical_fd,-0.055162628897764,Original BCA,
16,Main,consumption,0.0253512312443551,-0.245677828184266,0.296493423215414,classical_fd,-0.0596559852689522,Original BCA,
17,Main,consumption,0.0212954421046886,-0.248630484502217,0.291866201451974,classical_fd,-0.0658209279645981,Original BCA,
18,Main,consumption,0.0157081457503539,-0.248680411093761,0.280855277178736,classical_fd,-0.0728887665388432,Original BCA,
19,Main,consumption,0.0115330237234756,-0.258480784457028,0.271666110890404,classical_fd,-0.0802879677122065,Original BCA,
20,Main,consumption,0.00574436369187771,-0.269734364344889,0.263777699698491,classical_fd,-0.0876163074724753,Original BCA,
21,Main,consumption,-0.00443427739484151,-0.276851768413286,0.259113902731534,classical_fd,-0.0946071560701622,Original BCA,
22,Main,consumption,-0.00942460969697054,-0.285827880054626,0.250438807208616,classical_fd,-0.101096271479918,Original BCA,
23,Main,consumption,-0.0149898836705176,-0.29895244037078,0.245036352971336,classical_fd,-0.106992677879741,Original BCA,
24,Main,consumption,-0.0236794758824641,-0.308633467022682,0.238388378760671,classical_fd,-0.112255188108195,Original BCA,
25,Main,consumption,-0.02755949031495,-0.317995698847068,0.23816250993941,classical_fd,-0.116874756383034,Original BCA,
26,Main,consumption,-0.0340654967513471,-0.32213269437377,0.231145496415872,classical_fd,-0.120862050375428,Original BCA,
27,Main,consumption,-0.0360213559455397,-0.323316458398752,0.227564290020288,classical_fd,-0.124239252935412,Original BCA,
28,Main,consumption,-0.0427272582393464,-0.327029674428377,0.224771900556587,classical_fd,-0.12703501836852,Original BCA,
29,Main,consumption,-0.0485771579691783,-0.331769389868561,0.22045319201299,classical_fd,-0.129281597918914,Original BCA,
30,Main,consumption,-0.0512248046945256,-0.336448501767,0.21733534329534,classical_fd,-0.131013327767084,Original BCA,
31,Main,consumption,-0.0517368144185302,-0.342041836915701,0.21798201980213,classical_fd,-0.132265877881793,Original BCA,
32,Main,consumption,-0.0539607114623255,-0.347267478866637,0.218570562338504,classical_fd,-0.133075853281863,Original BCA,
33,Main,consumption,-0.0544019447642908,-0.349934446321965,0.219215898368158,classical_fd,-0.133480500132149,Original BCA,
34,Main,consumption,-0.0551879880261835,-0.354363651053105,0.221471074264292,classical_fd,-0.13351739038379,Original BCA,
35,Main,consumption,-0.054344418030106,-0.361513704949889,0.223870462215914,classical_fd,-0.133224041413788,Original BCA,
36,Main,consumption,-0.053190323641939,-0.366204833401938,0.224532368131927,classical_fd,-0.132637477058451,Original BCA,
37,Main,consumption,-0.0567405444725493,-0.367248266022645,0.22606762714733,classical_fd,-0.131793761175044,Original BCA,
38,Main,consumption,-0.0550714083240651,-0.377759907356992,0.229401937629381,classical_fd,-0.13072754210047,Original BCA,
39,Main,consumption,-0.0579200453500811,-0.378817725250351,0.237769368507679,classical_fd,-0.129471642824971,Original BCA,
40,Main,consumption,-0.0564001642925281,-0.381888994579282,0.24651997378328,classical_fd,-0.128056722643612,Original BCA,
1,Main,hours_worked,-0.319128449896824,-0.383572824782115,-0.230373850027144,classical_fd,-0.355818092099126,Original BCA,
2,Main,hours_worked,-0.478078864083494,-0.545271713702912,-0.389039108667554,classical_fd,-0.530628473716584,Original BCA,
3,Main,hours_worked,-0.534039648377737,-0.618414651217445,-0.409269404056818,classical_fd,-0.582146826725175,Original BCA,
4,Main,hours_worked,-0.506975074523205,-0.621638365015653,-0.32545242349881,classical_fd,-0.536696387123754,Original BCA,
5,Main,hours_worked,-0.421415614155275,-0.595555295933568,-0.164064453231784,classical_fd,-0.437985999095142,Original BCA,
6,Main,hours_worked,-0.297758493475637,-0.539672808284446,0.00335151322404137,classical_fd,-0.318386967004125,Original BCA,
7,Main,hours_worked,-0.173876927263637,-0.454340004737,0.156396358306343,classical_fd,-0.200224588524775,Original BCA,
8,Main,hours_worked,-0.0596721749617871,-0.367594101041019,0.270048968266603,classical_fd,-0.0964150122828535,Original BCA,
9,Main,hours_worked,0.0329684975267256,-0.286895934055354,0.351989668508267,classical_fd,-0.0131288129230319,Original BCA,
10,Main,hours_worked,0.105529367738932,-0.213696291570134,0.406464992266556,classical_fd,0.0482966471963332,Original BCA,
11,Main,hours_worked,0.151048417462413,-0.153692809222763,0.434174845986768,classical_fd,0.0894704515355053,Original BCA,
12,Main,hours_worked,0.177472354136297,-0.101351553589807,0.444001871647661,classical_fd,0.113575629599045,Original BCA,
13,Main,hours_worked,0.185038950633045,-0.066999228955333,0.444176447867448,classical_fd,0.124350532394189,Original BCA,
14,Main,hours_worked,0.185142652169944,-0.0390929714958686,0.425145065661106,classical_fd,0.12544522845373,Original BCA,
15,Main,hours_worked,0.174768735803744,-0.0302559994068145,0.398855406245133,classical_fd,0.120052676450538,Original BCA,
16,Main,hours_worked,0.169806974730838,-0.0301413284895658,0.374382748830903,classical_fd,0.110751652656081,Original BCA,
17,Main,hours_worked,0.161171698055694,-0.0296270688504398,0.349153620772071,classical_fd,0.0994864330134032,Original BCA,
18,Main,hours_worked,0.147162386670335,-0.030188762512999,0.327397727185153,classical_fd,0.0876289358124596,Original BCA,
19,Main,hours_worked,0.133083425376033,-0.0391065486418626,0.303314616264355,classical_fd,0.0760795103948401,Original BCA,
20,Main,hours_worked,0.118383128992573,-0.0424487186176836,0.282083918854465,classical_fd,0.0653777587725751,Original BCA,
21,Main,hours_worked,0.10564908240243,-0.0544058935680164,0.263662142122433,classical_fd,0.0558053758679694,Original BCA,
22,Main,hours_worked,0.0953692172183425,-0.0617977563076296,0.24989621013857,classical_fd,0.0474720685623212,Original BCA,
23,Main,hours_worked,0.086158258557115,-0.0690715565424968,0.237363873516386,classical_fd,0.0403815512262391,Original BCA,
24,Main,hours_worked,0.0731551793559337,-0.0764125986730538,0.228552546387636,classical_fd,0.034478515075329,Original BCA,
25,Main,hours_worked,0.0647719655388359,-0.0833900108765937,0.220852365358989,classical_fd,0.0296794804981879,Original BCA,
26,Main,hours_worked,0.0557679450739893,-0.0880322887076423,0.216193308888379,classical_fd,0.0258912283051531,Original BCA,
27,Main,hours_worked,0.0464853458951673,-0.0925828140324806,0.20947274554308,classical_fd,0.0230204501470078,Original BCA,
28,Main,hours_worked,0.0411002331124642,-0.0958349442399129,0.207296337450703,classical_fd,0.0209777556648561,Original BCA,
29,Main,hours_worked,0.0371695522409041,-0.100550511213302,0.19873710768253,classical_fd,0.0196784752894675,Original BCA,
30,Main,hours_worked,0.0373159275939628,-0.105242751251789,0.193833406949745,classical_fd,0.0190419851897646,Original BCA,
31,Main,hours_worked,0.036527231424548,-0.112230466355963,0.187523160858697,classical_fd,0.018990653199718,Original BCA,
32,Main,hours_worked,0.0350320571630703,-0.110489620699138,0.187055158339553,classical_fd,0.019449009237695,Original BCA,
33,Main,hours_worked,0.0331235093894181,-0.112891930210695,0.188457736957322,classical_fd,0.0203433889124282,Original BCA,
34,Main,hours_worked,0.03605186451281,-0.118010474102491,0.191736914561272,classical_fd,0.0216020712836932,Original BCA,
