h,impulse,response,irf,model,version
14,Main,consumption,-0.0533190315752509,classical_fd,Original BCA
15,Main,consumption,-0.055162628897764,classical_fd,Original BCA
16,Main,consumption,-0.0596559852689522,classical_fd,Original BCA
17,Main,consumption,-0.0658209279645981,classical_fd,Original BCA
18,Main,consumption,-0.0728887665388432,classical_fd,Original BCA
19,Main,consumption,-0.0802879677122065,classical_fd,Original BCA
20,Main,consumption,-0.0876163074724753,classical_fd,Original BCA
21,Main,consumption,-0.0946071560701622,classical_fd,Original BCA
22,Main,consumption,-0.101096271479918,classical_fd,Original BCA
23,Main,consumption,-0.106992677879741,classical_fd,Original BCA
24,Main,consumption,-0.112255188108195,classical_fd,Original BCA
25,Main,consumption,-0.116874756383034,classical_fd,Original BCA
26,Main,consumption,-0.120862050375428,classical_fd,Original BCA
27,Main,consumption,-0.124239252935412,classical_fd,Original BCA
28,Main,consumption,-0.12703501836852,classical_fd,Original BCA
29,Main,consumption,-0.129281597918914,classical_fd,Original BCA
30,Main,consumption,-0.131013327767084,classical_fd,Original BCA
31,Main,consumption,-0.132265877881793,classical_fd,Original BCA
32,Main,consumption,-0.133075853281863,classical_fd,Original BCA
33,Main,consumption,-0.133480500132149,classical_fd,Original BCA
34,Main,consumption,-0.13351739038379,classical_fd,Original BCA
35,Main,consumption,-0.133224041413788,classical_fd,Original BCA
36,Main,consumption,-0.132637477058451,classical_fd,Original BCA
37,Main,consumption,-0.131793761175044,classical_fd,Original BCA
38,Main,consumption,-0.13072754210047,classical_fd,Original BCA
39,Main,consumption,-0.129471642824971,classical_fd,Original BCA
40,Main,consumption,-0.128056722643612,classical_fd,Original BCA
1,Main,hours_worked,-0.355818092099126,classical_fd,Original BCA
2,Main,hours_worked,-0.530628473716584,classical_fd,Original BCA
3,Main,hours_worked,-0.582146826725175,classical_fd,Original BCA
4,Main,hours_worked,-0.536696387123754,classical_fd,Original BCA
5,Main,hours_worked,-0.437985999095142,classical_fd,Original BCA
6,Main,hours_worked,-0.318386967004125,classical_fd,Original BCA
7,Main,hours_worked,-0.200224588524775,classical_fd,Original BCA
8,Main,hours_worked,-0.0964150122828535,classical_fd,Original BCA
9,Main,hours_worked,-0.0131288129230319,classical_fd,Original BCA
10,Main,hours_worked,0.0482966471963332,classical_fd,Original BCA
11,Main,hours_worked,0.0894704515355053,classical_fd,Original BCA
12,Main,hours_worked,0.113575629599045,classical_fd,Original BCA
13,Main,hours_worked,0.124350532394189,classical_fd,Original BCA
14,Main,hours_worked,0.12544522845373,classical_fd,Original BCA
15,Main,hours_worked,0.120052676450538,classical_fd,Original BCA
16,Main,hours_worked,0.110751652656081,classical_fd,Original BCA
17,Main,hours_worked,0.0994864330134032,classical_fd,Original BCA
18,Main,hours_worked,0.0876289358124596,classical_fd,Original BCA
19,Main,hours_worked,0.0760795103948401,classical_fd,Original BCA
20,Main,hours_worked,0.0653777587725751,classical_fd,Original BCA
21,Main,hours_worked,0.0558053758679694,classical_fd,Original BCA
22,Main,hours_worked,0.0474720685623212,classical_fd,Original BCA
23,Main,hours_worked,0.0403815512262391,classical_fd,Original BCA
24,Main,hours_worked,0.034478515075329,classical_fd,Original BCA
25,Main,hours_worked,0.0296794804981879,classical_fd,Original BCA
26,Main,hours_worked,0.0258912283051531,classical_fd,Original BCA
27,Main,hours_worked,0.0230204501470078,classical_fd,Original BCA
28,Main,hours_worked,0.0209777556648561,classical_fd,Original BCA
29,Main,hours_worked,0.0196784752894675,classical_fd,Original BCA
30,Main,hours_worked,0.0190419851897646,classical_fd,Original BCA
31,Main,hours_worked,0.018990653199718,classical_fd,Original BCA
32,Main,hours_worked,0.019449009237695,classical_fd,Original BCA
33,Main,hours_worked,0.0203433889124282,classical_fd,Original BCA
34,Main,hours_worked,0.0216020712836932,classical_fd,Original BCA
35,Main,hours_worked,0.0231558063328268,classical_fd,Original BCA
36,Main,hours_worked,0.0249385770101834,classical_fd,Original BCA
37,Main,hours_worked,0.0268884390298769,classical_fd,Original BCA
38,Main,hours_worked,0.0289483076817335,classical_fd,Original BCA
39,Main,hours_worked,0.0310665989853516,classical_fd,Original BCA
40,Main,hours_worked,0.0331976718542042,classical_fd,Original BCA
1,Main,unemployment,0.198435725641575,classical_fd,Original BCA
2,Main,unemployment,0.33011722613991,classical_fd,Original BCA
3,Main,unemployment,0.384483060477829,classical_fd,Original BCA
4,Main,unemployment,0.37964381125357,classical_fd,Original BCA
5,Main,unemployment,0.337608771901055,classical_fd,Original BCA
6,Main,unemployment,0.276481690506327,classical_fd,Original BCA
7,Main,unemployment,0.210018875490217,classical_fd,Original BCA
8,Main,unemployment,0.147181145645026,classical_fd,Original BCA
9,Main,unemployment,0.0931777754364696,classical_fd,Original BCA
10,Main,unemployment,0.0502575926711827,classical_fd,Original BCA
11,Main,unemployment,0.0186547441488917,classical_fd,Original BCA
12,Main,unemployment,-0.00265745176073754,classical_fd,Original BCA
13,Main,unemployment,-0.0153495856870796,classical_fd,Original BCA
14,Main,unemployment,-0.0213042890849799,classical_fd,Original BCA
15,Main,unemployment,-0.0223320117342397,classical_fd,Original BCA
16,Main,unemployment,-0.0200131729180142,classical_fd,Original BCA
17,Main,unemployment,-0.0156302070857734,classical_fd,Original BCA
18,Main,unemployment,-0.0101611421903584,classical_fd,Original BCA
19,Main,unemployment,-0.00430900489694734,classical_fd,Original BCA
20,Main,unemployment,0.00145135095496872,classical_fd,Original BCA
21,Main,unemployment,0.00682204855548476,classical_fd,Original BCA
22,Main,unemployment,0.0116344513238797,classical_fd,Original BCA
23,Main,unemployment,0.0158089791493631,classical_fd,Original BCA
24,Main,unemployment,0.0193238226744436,classical_fd,Original BCA
25,Main,unemployment,0.0221922209237075,classical_fd,Original BCA
26,Main,unemployment,0.0244470394699135,classical_fd,Original BCA
27,Main,unemployment,0.026131036503251,classical_fd,Original BCA
28,Main,unemployment,0.0272912120160773,classical_fd,Original BCA
29,Main,unemployment,0.0279758507564343,classical_fd,Original BCA
30,Main,unemployment,0.0282331707378766,classical_fd,Original BCA
31,Main,unemployment,0.0281108001176478,classical_fd,Original BCA
32,Main,unemployment,0.0276555799496311,classical_fd,Original BCA
33,Main,unemployment,0.0269134082465378,classical_fd,Original BCA
34,Main,unemployment,0.0259289974907509,classical_fd,Original BCA
35,Main,unemployment,0.0247455190268932,classical_fd,Original BCA
36,Main,unemployment,0.023404164253542,classical_fd,Original BCA
37,Main,unemployment,0.0219436762567126,classical_fd,Original BCA
38,Main,unemployment,0.0203999077154393,classical_fd,Original BCA
39,Main,unemployment,0.0188054508478363,classical_fd,Original BCA
40,Main,unemployment,0.0171893697940757,classical_fd,Original BCA
1,Main,labor_share,0.167501135559278,classical_fd,Original BCA
2,Main,labor_share,0.128041574612028,classical_fd,Original BCA
3,Main,labor_share,0.0529323730512192,classical_fd,Original BCA
4,Main,labor_share,-0.0370601289771658,classical_fd,Original BCA
5,Main,labor_share,-0.116586071874464,classical_fd,Original BCA
6,Main,labor_share,-0.174651968434235,classical_fd,Original BCA
7,Main,labor_share,-0.207905876456585,classical_fd,Original BCA
8,Main,labor_share,-0.218786179056773,classical_fd,Original BCA
9,Main,labor_share,-0.211747326345277,classical_fd,Original BCA
10,Main,labor_share,-0.192264692916732,classical_fd,Original BCA
11,Main,labor_share,-0.165375493293733,classical_fd,Original BCA
12,Main,labor_share,-0.135329712190982,classical_fd,Original BCA
13,Main,labor_share,-0.105294794194339,classical_fd,Original BCA
14,Main,labor_share,-0.0774199551769997,classical_fd,Original BCA
15,Main,labor_share,-0.0529577567621812,classical_fd,Original BCA
16,Main,labor_share,-0.0324657106492367,classical_fd,Original BCA
17,Main,labor_share,-0.0159995067849177,classical_fd,Original BCA
18,Main,labor_share,-0.00329065969127506,classical_fd,Original BCA
19,Main,labor_share,0.00611245389685858,classical_fd,Original BCA
20,Main,labor_share,0.0127389204262266,classical_fd,Original BCA
21,Main,labor_share,0.0171237920749991,classical_fd,Original BCA
22,Main,labor_share,0.0197641013566295,classical_fd,Original BCA
23,Main,labor_share,0.0210960420317839,classical_fd,Original BCA
24,Main,labor_share,0.0214867788808237,classical_fd,Original BCA
25,Main,labor_share,0.0212355934474127,classical_fd,Original BCA
26,Main,labor_share,0.0205801956028546,classical_fd,Original BCA
27,Main,labor_share,0.0197052927511315,classical_fd,Original BCA
28,Main,labor_share,0.0187515278233444,classical_fd,Original BCA
29,Main,labor_share,0.0178237222241311,classical_fd,Original BCA
30,Main,labor_share,0.0169979373138241,classical_fd,Original BCA
31,Main,labor_share,0.0163272479355973,classical_fd,Original BCA
32,Main,labor_share,0.0158463359582762,classical_fd,Original BCA
33,Main,labor_share,0.015575110266228,classical_fd,Original BCA
34,Main,labor_share,0.0155215804747404,classical_fd,Original BCA
35,Main,labor_share,0.0156841885637305,classical_fd,Original BCA
36,Main,labor_share,0.0160537592206002,classical_fd,Original BCA
37,Main,labor_share,0.0166151821548489,classical_fd,Original BCA
38,Main,labor_share,0.0173488972455558,classical_fd,Original BCA
39,Main,labor_share,0.0182322205134719,classical_fd,Original BCA
40,Main,labor_share,0.0192405265438826,classical_fd,Original BCA
1,Main,interest,-0.0560213454412518,classical_fd,Original BCA
2,Main,interest,-0.105538916772441,classical_fd,Original BCA
3,Main,interest,-0.122934652941078,classical_fd,Original BCA
4,Main,interest,-0.12123391155429,classical_fd,Original BCA
5,Main,interest,-0.109189605207086,classical_fd,Original BCA
6,Main,interest,-0.0913790671024468,classical_fd,Original BCA
7,Main,interest,-0.0715208718978193,classical_fd,Original BCA
8,Main,interest,-0.0520193645539557,classical_fd,Original BCA
9,Main,interest,-0.0343501927578016,classical_fd,Original BCA
10,Main,interest,-0.0192526099851969,classical_fd,Original BCA
11,Main,interest,-0.00695951224250057,classical_fd,Original BCA
12,Main,interest,0.00262882393552965,classical_fd,Original BCA
13,Main,interest,0.00979970232018637,classical_fd,Original BCA
14,Main,interest,0.0149261788926115,classical_fd,Original BCA
15,Main,interest,0.0183966180067278,classical_fd,Original BCA
16,Main,interest,0.0205727535483428,classical_fd,Original BCA
17,Main,interest,0.0217678040213306,classical_fd,Original BCA
18,Main,interest,0.0222390985656099,classical_fd,Original BCA
19,Main,interest,0.0221895825366234,classical_fd,Original BCA
20,Main,interest,0.0217742882425047,classical_fd,Original BCA
21,Main,interest,0.0211088044242576,classical_fd,Original BCA
22,Main,interest,0.0202779052313647,classical_fd,Original BCA
23,Main,interest,0.0193432594966752,classical_fd,Original BCA
24,Main,interest,0.0183497496297962,classical_fd,Original BCA
25,Main,interest,0.0173303079244137,classical_fd,Original BCA
26,Main,interest,0.0163094100763781,classical_fd,Original BCA
27,Main,interest,0.015305471782049,classical_fd,Original BCA
28,Main,interest,0.0143324225550518,classical_fd,Original BCA
29,Main,interest,0.0134007091710987,classical_fd,Original BCA
30,Main,interest,0.0125179357727579,classical_fd,Original BCA
31,Main,interest,0.0116892946101556,classical_fd,Original BCA
32,Main,interest,0.0109178915044608,classical_fd,Original BCA
33,Main,interest,0.0102050286630573,classical_fd,Original BCA
34,Main,interest,0.00955047645238017,classical_fd,Original BCA
35,Main,interest,0.00895274478292831,classical_fd,Original BCA
36,Main,interest,0.00840935234862882,classical_fd,Original BCA
37,Main,interest,0.00791708604619248,classical_fd,Original BCA
38,Main,interest,0.00747224144464075,classical_fd,Original BCA
39,Main,interest,0.00707083641224164,classical_fd,Original BCA
40,Main,interest,0.00670879256298737,classical_fd,Original BCA
1,Main,inflation,-0.00344608758953386,classical_fd,Original BCA
2,Main,inflation,-0.0167708265245569,classical_fd,Original BCA
3,Main,inflation,-0.030361694213321,classical_fd,Original BCA
4,Main,inflation,-0.0333925656077721,classical_fd,Original BCA
5,Main,inflation,-0.0324758967237647,classical_fd,Original BCA
6,Main,inflation,-0.0269476617892933,classical_fd,Original BCA
7,Main,inflation,-0.0191501893874885,classical_fd,Original BCA
8,Main,inflation,-0.0103370645571767,classical_fd,Original BCA
9,Main,inflation,-0.0017952172331381,classical_fd,Original BCA
10,Main,inflation,0.00573803469065889,classical_fd,Original BCA
11,Main,inflation,0.0118211659330585,classical_fd,Original BCA
12,Main,inflation,0.0163304282515018,classical_fd,Original BCA
13,Main,inflation,0.0193290945935907,classical_fd,Original BCA
14,Main,inflation,0.0210073685920155,classical_fd,Original BCA
15,Main,inflation,0.0216087003828018,classical_fd,Original BCA
16,Main,inflation,0.0213875014361716,classical_fd,Original BCA
17,Main,inflation,0.020577706698279,classical_fd,Original BCA
18,Main,inflation,0.0193779693047391,classical_fd,Original BCA
19,Main,inflation,0.0179458085997707,classical_fd,Original BCA
20,Main,inflation,0.0163990600199649,classical_fd,Original BCA
21,Main,inflation,0.0148208852567283,classical_fd,Original BCA
22,Main,inflation,0.0132665359501966,classical_fd,Original BCA
23,Main,inflation,0.0117702185553986,classical_fd,Original BCA
24,Main,inflation,0.010351260054849,classical_fd,Original BCA
25,Main,inflation,0.00901912114341338,classical_fd,Original BCA
26,Main,inflation,0.00777717502191331,classical_fd,Original BCA
27,Main,inflation,0.00662534289917863,classical_fd,Original BCA
28,Main,inflation,0.00556178824170026,classical_fd,Original BCA
29,Main,inflation,0.00458389883075868,classical_fd,Original BCA
30,Main,inflation,0.00368877649129025,classical_fd,Original BCA
31,Main,inflation,0.00287341861320161,classical_fd,Original BCA
32,Main,inflation,0.0021347324807734,classical_fd,Original BCA
33,Main,inflation,0.00146948027585861,classical_fd,Original BCA
34,Main,inflation,0.000874215725446241,classical_fd,Original BCA
35,Main,inflation,0.000345244556625983,classical_fd,Original BCA
36,Main,inflation,-0.000121379369030328,classical_fd,Original BCA
37,Main,inflation,-0.000529823208481904,classical_fd,Original BCA
38,Main,inflation,-0.000884417423889923,classical_fd,Original BCA
39,Main,inflation,-0.00118958164409105,classical_fd,Original BCA
40,Main,inflation,-0.00144974435364585,classical_fd,Original BCA
1,Main,productivity,-0.221126349217624,classical_fd,Original BCA
2,Main,productivity,-0.155546280315744,classical_fd,Original BCA
3,Main,productivity,-0.0321020076885084,classical_fd,Original BCA
4,Main,productivity,0.0782455796102074,classical_fd,Original BCA
5,Main,productivity,0.157372042112882,classical_fd,Original BCA
6,Main,productivity,0.202323681616512,classical_fd,Original BCA
7,Main,productivity,0.216113712065172,classical_fd,Original BCA
8,Main,productivity,0.205422881833274,classical_fd,Original BCA
9,Main,productivity,0.177644248937633,classical_fd,Original BCA
10,Main,productivity,0.139779206644339,classical_fd,Original BCA
11,Main,productivity,0.0975654922822367,classical_fd,Original BCA
12,Main,productivity,0.0552929645302764,classical_fd,Original BCA
13,Main,productivity,0.0158154333330169,classical_fd,Original BCA
14,Main,productivity,-0.019225891016917,classical_fd,Original BCA
15,Main,productivity,-0.0491344865581338,classical_fd,Original BCA
16,Main,productivity,-0.0738771350686478,classical_fd,Original BCA
17,Main,productivity,-0.0938404079973099,classical_fd,Original BCA
18,Main,productivity,-0.109634786159752,classical_fd,Original BCA
19,Main,productivity,-0.12195266244476,classical_fd,Original BCA
20,Main,productivity,-0.131473950385941,classical_fd,Original BCA
21,Main,productivity,-0.138811124579816,classical_fd,Original BCA
22,Main,productivity,-0.144483461257519,classical_fd,Original BCA
23,Main,productivity,-0.148911291134821,classical_fd,Original BCA
24,Main,productivity,-0.152422418135182,classical_fd,Original BCA
25,Main,productivity,-0.155264802304416,classical_fd,Original BCA
26,Main,productivity,-0.157621368617706,classical_fd,Original BCA
27,Main,productivity,-0.159624363187111,classical_fd,Original BCA
28,Main,productivity,-0.161367866119452,classical_fd,Original BCA
29,Main,productivity,-0.162917920944468,classical_fd,Original BCA
30,Main,productivity,-0.164320279874347,classical_fd,Original BCA
31,Main,productivity,-0.165606064092794,classical_fd,Original BCA
32,Main,productivity,-0.166795762768837,classical_fd,Original BCA
33,Main,productivity,-0.167902006012915,classical_fd,Original BCA
34,Main,productivity,-0.168931493895544,classical_fd,Original BCA
35,Main,productivity,-0.16988638232503,classical_fd,Original BCA
36,Main,productivity,-0.17076534083132,classical_fd,Original BCA
37,Main,productivity,-0.17156442116673,classical_fd,Original BCA
38,Main,productivity,-0.172277815565166,classical_fd,Original BCA
39,Main,productivity,-0.172898540918394,classical_fd,Original BCA
40,Main,productivity,-0.173419058376937,classical_fd,Original BCA
1,Main,TFP,0.108697656012308,classical_fd,Original BCA
2,Main,TFP,0.20227039573955,classical_fd,Original BCA
3,Main,TFP,0.229531055370936,classical_fd,Original BCA
4,Main,TFP,0.208497157629908,classical_fd,Original BCA
5,Main,TFP,0.158813527549178,classical_fd,Original BCA
6,Main,TFP,0.102391884583379,classical_fd,Original BCA
7,Main,TFP,0.0501521022041184,classical_fd,Original BCA
8,Main,TFP,0.0083311282044696,classical_fd,Original BCA
9,Main,TFP,-0.021295752491403,classical_fd,Original BCA
10,Main,TFP,-0.0394292551890626,classical_fd,Original BCA
11,Main,TFP,-0.0482007353145288,classical_fd,Original BCA
12,Main,TFP,-0.0502258578329001,classical_fd,Original BCA
13,Main,TFP,-0.0480629073073214,classical_fd,Original BCA
14,Main,TFP,-0.0438777662329339,classical_fd,Original BCA
15,Main,TFP,-0.0393149283432668,classical_fd,Original BCA
16,Main,TFP,-0.0354840560579776,classical_fd,Original BCA
17,Main,TFP,-0.0330243895134984,classical_fd,Original BCA
18,Main,TFP,-0.0322017785350139,classical_fd,Original BCA
19,Main,TFP,-0.0330142635853597,classical_fd,Original BCA
20,Main,TFP,-0.0352883692418388,classical_fd,Original BCA
21,Main,TFP,-0.0387582746866128,classical_fd,Original BCA
22,Main,TFP,-0.0431249050683451,classical_fd,Original BCA
23,Main,TFP,-0.0480960316906392,classical_fd,Original BCA
24,Main,TFP,-0.0534102704007441,classical_fd,Original BCA
25,Main,TFP,-0.0588487158378215,classical_fd,Original BCA
26,Main,TFP,-0.0642378841470489,classical_fd,Original BCA
27,Main,TFP,-0.0694471725553438,classical_fd,Original BCA
28,Main,TFP,-0.0743833568966417,classical_fd,Original BCA
29,Main,TFP,-0.0789839446325488,classical_fd,Original BCA
30,Main,TFP,-0.0832105666079422,classical_fd,Original BCA
31,Main,TFP,-0.0870430817561451,classical_fd,Original BCA
32,Main,TFP,-0.0904746939757858,classical_fd,Original BCA
33,Main,TFP,-0.0935081305624055,classical_fd,Original BCA
34,Main,TFP,-0.0961527842706064,classical_fd,Original BCA
35,Main,TFP,-0.0984226509252962,classical_fd,Original BCA
36,Main,TFP,-0.100334876813708,classical_fd,Original BCA
37,Main,TFP,-0.101908744228383,classical_fd,Original BCA
38,Main,TFP,-0.103164953611959,classical_fd,Original BCA
39,Main,TFP,-0.104125095754238,classical_fd,Original BCA
40,Main,TFP,-0.104811240539068,classical_fd,Original BCA
