fevd,h,impulse,response
33.6986231299735,30,Main,unemployment
33.5140515914793,31,Main,unemployment
33.3428071594508,32,Main,unemployment
33.1825648320638,33,Main,unemployment
33.0313461226165,34,Main,unemployment
32.887637289148,35,Main,unemployment
32.7504147799539,36,Main,unemployment
32.6191011390288,37,Main,unemployment
32.4934781211458,38,Main,unemployment
32.3735816334562,39,Main,unemployment
32.259597856286,40,Main,unemployment
6.47584299764811,1,Main,labor_share
6.74048149155109,2,Main,labor_share
5.66143948135091,3,Main,labor_share
5.10037547969306,4,Main,labor_share
5.47966025983879,5,Main,labor_share
6.95468888040774,6,Main,labor_share
9.23904108930203,7,Main,labor_share
11.8657130693828,8,Main,labor_share
14.3656488822745,9,Main,labor_share
16.3925636191553,10,Main,labor_share
17.774275964498,11,Main,labor_share
18.4993721992635,12,Main,labor_share
18.666776910701,13,Main,labor_share
18.4270684395339,14,Main,labor_share
17.9355953553416,15,Main,labor_share
17.3244266536071,16,Main,labor_share
16.6911480567021,17,Main,labor_share
16.0988135489594,18,Main,labor_share
15.5815436010357,19,Main,labor_share
15.1519365392982,20,Main,labor_share
14.8081806083345,21,Main,labor_share
14.5399638521624,22,Main,labor_share
14.3329601007427,23,Main,labor_share
14.1719829348562,24,Main,labor_share
14.0430107425054,25,Main,labor_share
13.9343076283849,26,Main,labor_share
13.8368568262948,27,Main,labor_share
13.7443083162369,28,Main,labor_share
13.6526237781443,29,Main,labor_share
13.559576587605,30,Main,labor_share
13.464230553429,31,Main,labor_share
13.3664810800198,32,Main,labor_share
13.2667022003665,33,Main,labor_share
13.1655087119223,34,Main,labor_share
13.0636186961987,35,Main,labor_share
12.9617891931848,36,Main,labor_share
12.8607952193805,37,Main,labor_share
12.7614266043711,38,Main,labor_share
12.6644848955343,39,Main,labor_share
12.5707710051161,40,Main,labor_share
1.98774522433215,1,Main,interest
9.68871594083643,2,Main,interest
15.0826169489511,3,Main,interest
18.9949678992748,4,Main,interest
21.8467175906101,5,Main,interest
23.7496650347132,6,Main,interest
24.8358105346104,7,Main,interest
25.2475471831959,8,Main,interest
25.1431579032495,9,Main,interest
24.6974542770918,10,Main,interest
24.0808757228152,11,Main,interest
23.4371379517617,12,Main,interest
22.8680056962502,13,Main,interest
22.4294304620595,14,Main,interest
22.137520962184,15,Main,interest
21.9798726307706,16,Main,interest
21.9278030161985,17,Main,interest
21.9466595172732,18,Main,interest
22.0030853285383,19,Main,interest
22.0692777999689,20,Main,interest
22.1248137580285,21,Main,interest
22.1567578807294,22,Main,interest
22.1587164326926,23,Main,interest
22.1293726915767,24,Main,interest
22.0708992810232,25,Main,interest
21.9875089491125,26,Main,interest
21.8842888966718,27,Main,interest
21.7663703783193,28,Main,interest
21.6384182559415,29,Main,interest
21.5043845770338,30,Main,interest
21.367452881833,31,Main,interest
21.2301002610651,32,Main,interest
21.0942157461431,33,Main,interest
20.9612304210975,34,Main,interest
20.8322320140549,35,Main,interest
20.7080516020018,36,Main,interest
20.5893209405699,37,Main,interest
20.4765055337909,38,Main,interest
20.3699214307916,39,Main,interest
20.2697438469371,40,Main,interest
0.693812294149151,1,Main,inflation
1.99576251947429,2,Main,inflation
3.32514635807793,3,Main,inflation
3.92299956042407,4,Main,inflation
4.09732575661392,5,Main,inflation
4.01723685179408,6,Main,inflation
3.82844134673346,7,Main,inflation
3.63745933319662,8,Main,inflation
3.50383623469728,9,Main,inflation
3.4557997290267,10,Main,inflation
3.4997242919129,11,Main,inflation
3.62790277176688,12,Main,inflation
3.82439862473683,13,Main,inflation
4.06942803127692,14,Main,inflation
4.34256285151894,15,Main,inflation
4.62491696116975,16,Main,inflation
4.90049780565202,17,Main,inflation
5.1568876146263,18,Main,inflation
5.38541432773631,19,Main,inflation
5.5809542293766,20,Main,inflation
5.74148955518627,21,Main,inflation
5.86752458631472,22,Main,inflation
5.96144534610669,23,Main,inflation
6.02689030653406,24,Main,inflation
6.06818214178547,25,Main,inflation
6.08985345835386,26,Main,inflation
6.09628320224943,27,Main,inflation
6.09144611365082,28,Main,inflation
6.07876620644749,29,Main,inflation
6.06105748411797,30,Main,inflation
6.04053111043681,31,Main,inflation
6.01884763785464,32,Main,inflation
5.99719487015458,33,Main,inflation
5.97637553459581,34,Main,inflation
5.95689322590076,35,Main,inflation
5.93902929808975,36,Main,inflation
5.92290700370199,37,Main,inflation
5.90854194693702,38,Main,inflation
5.89587977096967,39,Main,inflation
5.88482303074274,40,Main,inflation
8.79407708092027,1,Main,productivity
7.84325224875608,2,Main,productivity
5.48897615344604,3,Main,productivity
4.72968366129805,4,Main,productivity
5.2661941187717,5,Main,productivity
6.34180594447295,6,Main,productivity
7.39912682258862,7,Main,productivity
8.16999890132484,8,Main,productivity
8.58008934976717,9,Main,productivity
8.65766205358285,10,Main,productivity
8.47788024994821,11,Main,productivity
8.12969483855707,12,Main,productivity
7.69692722324029,13,Main,productivity
7.24838013200322,14,Main,productivity
6.83398640808293,15,Main,productivity
6.48494041159493,16,Main,productivity
6.21621100066834,17,Main,productivity
6.0301966728873,18,Main,productivity
5.92063177550783,19,Main,productivity
5.87616554480403,20,Main,productivity
5.88329260721998,21,Main,productivity
5.92851037760492,22,Main,productivity
5.99971863845912,23,Main,productivity
6.08696537668177,24,Main,productivity
6.18268760067998,25,Main,productivity
6.28160524586466,26,Main,productivity
6.38041094701137,27,Main,productivity
6.47736928431809,28,Main,productivity
6.57190554163504,29,Main,productivity
6.66423284713868,30,Main,productivity
6.75504160271303,31,Main,productivity
6.84525757493712,32,Main,productivity
6.93586437530214,33,Main,productivity
7.02778083744384,34,Main,productivity
7.12178229263001,35,Main,productivity
7.21845540972296,36,Main,productivity
7.3181779253805,37,Main,productivity
7.4211164680724,38,Main,productivity
7.52723734639161,39,Main,productivity
7.6363264561638,40,Main,productivity
0.010510757232809,1,Main,TFP
1.38628399166596,2,Main,TFP
4.2527287345966,3,Main,TFP
6.36915696364104,4,Main,TFP
7.34636406619902,5,Main,TFP
7.55176562570798,6,Main,TFP
7.32247170997604,7,Main,TFP
6.90715265072955,8,Main,TFP
6.44499344076967,9,Main,TFP
5.99947297550726,10,Main,TFP
5.59232320543024,11,Main,TFP
5.22696715936868,12,Main,TFP
4.90064103874195,13,Main,TFP
4.6094746979458,14,Main,TFP
4.35000384980503,15,Main,TFP
4.11933345458377,16,Main,TFP
3.91497496064192,17,Main,TFP
3.73471694709365,18,Main,TFP
3.57658846958259,19,Main,TFP
3.43887934940421,20,Main,TFP
3.32017145632363,21,Main,TFP
3.21935104734979,22,Main,TFP
3.135589979128,23,Main,TFP
3.06829636319847,24,Main,TFP
3.01704254813649,25,Main,TFP
2.98148150152389,26,Main,TFP
2.96126302829523,27,Main,TFP
2.95595978588069,28,Main,TFP
2.96501047241235,29,Main,TFP
2.98768446367095,30,Main,TFP
3.02306905689216,31,Main,TFP
3.07007774775697,32,Main,TFP
3.12747590081391,33,Main,TFP
3.19391891225884,34,Main,TFP
3.26799750911512,35,Main,TFP
3.34828507065013,36,Main,TFP
3.4333826153459,37,Main,TFP
3.52195816137915,38,Main,TFP
3.61277834203023,39,Main,TFP
3.70473127779679,40,Main,TFP
30.0919327425069,1,Main,vfci
25.338997286807,2,Main,vfci
21.982284243437,3,Main,vfci
20.8816384275958,4,Main,vfci
21.6589487697381,5,Main,vfci
23.184365955701,6,Main,vfci
24.674458460472,7,Main,vfci
25.7609431337589,8,Main,vfci
26.3451077338113,9,Main,vfci
26.4797823769387,10,Main,vfci
26.2863545964705,11,Main,vfci
25.8994213579636,12,Main,vfci
25.4343077728409,13,Main,vfci
24.9733207067816,14,Main,vfci
24.565259211197,15,Main,vfci
24.2317833252119,16,Main,vfci
23.97578703894,17,Main,vfci
23.7890646064154,18,Main,vfci
23.6582425809975,19,Main,vfci
23.5688636834349,20,Main,vfci
23.5078807042328,21,Main,vfci
23.464912998669,22,Main,vfci
23.4326075581261,23,Main,vfci
23.4064073891694,24,Main,vfci
23.3839845782369,25,Main,vfci
23.3645458824753,26,Main,vfci
23.3481643392367,27,Main,vfci
23.3352340659002,28,Main,vfci
23.3260929538693,29,Main,vfci
23.3208153630721,30,Main,vfci
23.3191479795924,31,Main,vfci
23.3205473046405,32,Main,vfci
23.324274654805,33,Main,vfci
23.329510386645,34,Main,vfci
23.3354593426309,35,Main,vfci
23.341430888789,36,Main,vfci
23.3468870479341,37,Main,vfci
23.3514598689688,38,Main,vfci
23.3549439409449,39,Main,vfci
23.3572721009238,40,Main,vfci
