variable,weight
output,-0.361249362539557
investment,-1.19382688400615
consumption,-0.175120471735461
hours_worked,-0.182133783066282
unemployment,0.139297119433033
labor_share,0.255464892940811
interest,0.048001556123958
inflation,0.0264803289737829
productivity,-0.186250077665177
TFP,-0.101628422954319
vfci,0.111143793462813
