variable,weight
output,-0.644422391852535
investment,-0.041677143665699
consumption,-0.282683964025645
hours_worked,-0.452743147863056
unemployment,0.486139304612027
labor_share,-0.0298034830043257
interest,-0.145945410392165
inflation,-0.0449311532671758
productivity,-0.00214732203859855
TFP,0.111208393937857
vfci,0.158700204190922
