variable,weight
output,-0.405789022450374
investment,-1.18900320265532
consumption,-0.215789302528677
hours_worked,-0.311874528655292
unemployment,0.16492801925569
labor_share,0.196406409776951
interest,-0.0265302982307524
inflation,0.0180810176937867
productivity,-0.194047484527272
TFP,-0.00738090008354005
vfci,0.107562402420362
