variable,weight
output,-0.660331218400667
investment,-0.0359841831387227
consumption,-0.285923888879967
hours_worked,-0.284835055929372
unemployment,0.480288865154985
labor_share,0.0731128077139849
interest,0.110706355965678
inflation,-0.0436015010061299
productivity,0.0685600276180228
TFP,-0.0464223919079856
vfci,0.377821334242101
