f,fevdfd,impulse,response
0,0.037598086259956,Main,output
0.00628947478196155,0.0403826396291415,Main,output
0.0125789495639231,0.0451262774957198,Main,output
0.0188684243458846,0.0464433856545921,Main,output
0.0251578991278462,0.0426812975041247,Main,output
0.0314473739098077,0.0351348702530602,Main,output
0.0377368486917693,0.0259701525537801,Main,output
0.0440263234737308,0.0170875058362191,Main,output
0.0503157982556924,0.00974730322010988,Main,output
0.0566052730376539,0.00461051991031372,Main,output
0.0628947478196155,0.00194277649427537,Main,output
0.069184222601577,0.00181580888838771,Main,output
0.0754736973835386,0.00423537052135599,Main,output
0.0817631721655001,0.00919243319859976,Main,output
0.0880526469474617,0.0166626931542545,Main,output
0.0943421217294232,0.0265827143976719,Main,output
0.100631596511385,0.0388247979190464,Main,output
0.106921071293346,0.0531840132857277,Main,output
0.113210546075308,0.0693822650538315,Main,output
0.119500020857269,0.0870872393365806,Main,output
0.125789495639231,0.105939836244149,Main,output
0.132078970421192,0.125582705709166,Main,output
0.138368445203154,0.14568409027987,Main,output
0.144657919985116,0.165953948951841,Main,output
0.150947394767077,0.18615196464584,Main,output
0.157236869549039,0.206088777358577,Main,output
0.163526344331,0.225622513924818,Main,output
0.169815819112962,0.244652661327571,Main,output
0.176105293894923,0.263112910747973,Main,output
0.182394768676885,0.280964070946126,Main,output
0.188684243458846,0.298187678173187,Main,output
0.194973718240808,0.314780579947023,Main,output
0.20126319302277,0.330750544249827,Main,output
0.207552667804731,0.346112819336005,Main,output
0.213842142586693,0.360887511777995,Main,output
0.220131617368654,0.375097635171213,Main,output
0.226421092150616,0.388767689758422,Main,output
0.232710566932577,0.401922651551321,Main,output
0.239000041714539,0.414587270912754,Main,output
0.2452895164965,0.426785601099754,Main,output
0.251578991278462,0.438540695199212,Main,output
0.257868466060423,0.449874424686009,Main,output
0.264157940842385,0.460807384601392,Main,output
0.270447415624347,0.471358859468371,Main,output
0.276736890406308,0.481546830995044,Main,output
0.28302636518827,0.491388013815121,Main,output
0.289315839970231,0.500897909369184,Main,output
0.295605314752193,0.510090870863126,Main,output
0.301894789534154,0.518980174307402,Main,output
0.308184264316116,0.527578092140122,Main,output
0.314473739098077,0.535895967018718,Main,output
0.320763213880039,0.543944284141564,Main,output
0.327052688662,0.551732741015764,Main,output
0.333342163443962,0.559270313981982,Main,output
0.339631638225924,0.566565321086308,Main,output
0.345921113007885,0.57362548108546,Main,output
0.352210587789847,0.580457968508685,Main,output
0.358500062571808,0.587069464794551,Main,output
0.36478953735377,0.593466205585537,Main,output
0.371079012135731,0.599654024306839,Main,output
0.377368486917693,0.605638392184072,Main,output
0.383657961699654,0.611424454872245,Main,output
0.389947436481616,0.617017065878439,Main,output
0.396236911263577,0.622420816965343,Main,output
0.402526386045539,0.627640065723757,Main,output
0.408815860827501,0.632678960500358,Main,output
0.415105335609462,0.637541462863352,Main,output
0.421394810391424,0.642231367783579,Main,output
0.427684285173385,0.64675232170253,Main,output
0.433973759955347,0.651107838652049,Main,output
0.440263234737308,0.655301314583191,Main,output
0.44655270951927,0.659336040054212,Main,output
0.452842184301231,0.663215211419814,Main,output
0.459131659083193,0.666941940655964,Main,output
0.465421133865155,0.670519263946687,Main,output
0.471710608647116,0.673950149151336,Main,output
0.478000083429078,0.677237502263164,Main,output
0.484289558211039,0.680384172962338,Main,output
0.490579032993001,0.683392959359181,Main,output
0.496868507774962,0.686266612016224,Main,output
0.503157982556924,0.689007837330696,Main,output
0.509447457338885,0.691619300352491,Main,output
0.515736932120847,0.694103627106253,Main,output
0.522026406902809,0.696463406480215,Main,output
0.52831588168477,0.698701191738738,Main,output
0.534605356466732,0.700819501710087,Main,output
0.540894831248693,0.702820821695983,Main,output
0.547184306030655,0.704707604144731,Main,output
0.553473780812616,0.706482269125373,Main,output
0.559763255594578,0.708147204636217,Main,output
0.566052730376539,0.709704766777399,Main,output
0.572342205158501,0.711157279813641,Main,output
0.578631679940462,0.712507036150239,Main,output
0.584921154722424,0.713756296242414,Main,output
0.591210629504385,0.714907288455564,Main,output
0.597500104286347,0.715962208891547,Main,output
0.603789579068309,0.716923221194001,Main,output
0.61007905385027,0.717792456343776,Main,output
0.616368528632232,0.718572012453828,Main,output
0.622658003414193,0.719263954571361,Main,output
0.628947478196155,0.719870314493675,Main,output
0.635236952978116,0.720393090602927,Main,output
0.641526427760078,0.720834247723964,Main,output
0.647815902542039,0.721195717008443,Main,output
0.654105377324001,0.721479395847657,Main,output
0.660394852105963,0.721687147815739,Main,output
0.666684326887924,0.721820802644354,Main,output
0.672973801669886,0.72188215622943,Main,output
0.679263276451847,0.721872970670054,Main,output
0.685552751233809,0.721794974339282,Main,output
0.69184222601577,0.721649861986307,Main,output
0.698131700797732,0.721439294869158,Main,output
0.704421175579693,0.721164900916925,Main,output
0.710710650361655,0.720828274920309,Main,output
0.717000125143616,0.720430978749195,Main,output
0.723289599925578,0.719974541595844,Main,output
0.72957907470754,0.719460460242229,Main,output
0.735868549489501,0.718890199350006,Main,output
0.742158024271463,0.718265191771595,Main,output
0.748447499053424,0.717586838880821,Main,output
0.754736973835386,0.716856510921612,Main,output
0.761026448617347,0.716075547373235,Main,output
0.767315923399309,0.715245257330618,Main,output
0.77360539818127,0.714366919898326,Main,output
0.779894872963232,0.713441784596821,Main,output
0.786184347745193,0.712471071779677,Main,output
0.792473822527155,0.71145597306049,Main,output
0.798763297309117,0.710397651748271,Main,output
0.805052772091078,0.709297243290181,Main,output
0.81134224687304,0.708155855720518,Main,output
0.817631721655001,0.706974570114948,Main,output
0.823921196436963,0.705754441048994,Main,output
0.830210671218924,0.704496497059913,Main,output
0.836500146000886,0.7032017411111,Main,output
0.842789620782847,0.701871151058239,Main,output
0.849079095564809,0.700505680116485,Main,output
0.85536857034677,0.699106257327995,Main,output
0.861658045128732,0.697673788029182,Main,output
0.867947519910694,0.696209154317138,Main,output
0.874236994692655,0.694713215514684,Main,output
0.880526469474617,0.693186808633574,Main,output
0.886815944256578,0.691630748835416,Main,output
0.89310541903854,0.690045829889915,Main,output
0.899394893820501,0.688432824630069,Main,output
0.905684368602463,0.686792485404005,Main,output
0.911973843384424,0.685125544523154,Main,output
0.918263318166386,0.683432714706512,Main,output
0.924552792948347,0.681714689520749,Main,output
0.930842267730309,0.679972143815967,Main,output
0.937131742512271,0.678205734156917,Main,output
0.943421217294232,0.676416099249535,Main,output
0.949710692076194,0.674603860362642,Main,output
0.956000166858155,0.672769621744701,Main,output
0.962289641640117,0.67091397103554,Main,output
0.968579116422078,0.669037479672939,Main,output
0.97486859120404,0.667140703294036,Main,output
0.981158065986001,0.665224182131479,Main,output
0.987447540767963,0.663288441404303,Main,output
0.993737015549925,0.661333991703479,Main,output
1.00002649033189,0.659361329372136,Main,output
1.00631596511385,0.657370936880439,Main,output
1.01260543989581,0.655363283195105,Main,output
1.01889491467777,0.653338824143594,Main,output
1.02518438945973,0.651298002772948,Main,output
1.03147386424169,0.649241249703329,Main,output
1.03776333902366,0.64716898347625,Main,output
1.04405281380562,0.645081610897544,Main,output
1.05034228858758,0.642979527375088,Main,output
1.05663176336954,0.640863117251321,Main,output
1.0629212381515,0.638732754130587,Main,output
1.06921071293346,0.636588801201346,Main,output
1.07550018771542,0.634431611553274,Main,output
1.08178966249739,0.632261528489321,Main,output
1.08807913727935,0.630078885832735,Main,output
1.09436861206131,0.627884008229116,Main,output
1.10065808684327,0.625677211443533,Main,output
1.10694756162523,0.623458802652741,Main,output
1.11323703640719,0.621229080732546,Main,output
1.11952651118916,0.618988336540356,Main,output
1.12581598597112,0.61673685319295,Main,output
1.13210546075308,0.614474906339518,Main,output
1.13839493553504,0.612202764429998,Main,output
1.144684410317,0.609920688978746,Main,output
1.15097388509896,0.607628934823588,Main,output
1.15726335988092,0.605327750380267,Main,output
1.16355283466289,0.603017377892336,Main,output
1.16984230944485,0.600698053676522,Main,output
1.17613178422681,0.598370008363579,Main,output
1.18242125900877,0.596033467134681,Main,output
1.18871073379073,0.593688649953356,Main,output
1.19500020857269,0.59133577179301,Main,output
1.20128968335466,0.588975042860042,Main,output
1.20757915813662,0.586606668812587,Main,output
1.21386863291858,0.584230850974903,Main,output
1.22015810770054,0.581847786547414,Main,output
1.2264475824825,0.579457668812438,Main,output
1.23273705726446,0.577060687335604,Main,output
1.23902653204643,0.574657028162975,Main,output
1.24531600682839,0.572246874013903,Main,output
1.25160548161035,0.569830404469598,Main,output
1.25789495639231,0.567407796157457,Main,output
1.26418443117427,0.564979222931133,Main,output
1.27047390595623,0.562544856046365,Main,output
1.27676338073819,0.560104864332578,Main,output
1.28305285552016,0.557659414360248,Main,output
1.28934233030212,0.555208670604052,Main,output
1.29563180508408,0.552752795601789,Main,output
1.30192127986604,0.550291950109096,Main,output
1.308210754648,0.547826293249942,Main,output
1.31450022942996,0.545355982662917,Main,output
1.32078970421193,0.542881174643314,Main,output
1.32707917899389,0.540402024281,Main,output
1.33336865377585,0.537918685594084,Main,output
1.33965812855781,0.535431311658382,Main,output
1.34594760333977,0.532940054732679,Main,output
1.35223707812173,0.530445066379791,Main,output
1.35852655290369,0.527946497583425,Main,output
1.36481602768566,0.525444498860846,Main,output
1.37110550246762,0.522939220371344,Main,output
1.37739497724958,0.520430812020513,Main,output
1.38368445203154,0.517919423560339,Main,output
1.3899739268135,0.515405204685105,Main,output
1.39626340159546,0.512888305123112,Main,output
1.40255287637743,0.510368874724236,Main,output
1.40884235115939,0.507847063543303,Main,output
1.41513182594135,0.505323021919325,Main,output
1.42142130072331,0.502796900550565,Main,output
1.42771077550527,0.500268850565483,Main,output
1.43400025028723,0.497739023589541,Main,output
1.44028972506919,0.4952075718079,Main,output
1.44657919985116,0.492674648024022,Main,output
1.45286867463312,0.490140405714183,Main,output
1.45915814941508,0.487604999077931,Main,output
1.46544762419704,0.485068583084497,Main,output
1.471737098979,0.482531313515188,Main,output
1.47802657376096,0.479993347001783,Main,output
1.48431604854293,0.477454841060961,Main,output
1.49060552332489,0.474915954124793,Main,output
