variable,weight
output,-0.396012675378772
investment,-1.16784269074057
consumption,-0.210773852842882
hours_worked,-0.381140926321522
unemployment,0.174068861714567
labor_share,0.0972161680981045
interest,-0.0771561875138053
inflation,0.00841950615473061
productivity,-0.152990139654324
TFP,0.124347937493231
vfci,0.0439234545675879
