f,fevdfd,impulse,response
0,0.00560555538814629,Main,output
0.00628947478196155,0.0287133013632286,Main,output
0.0125789495639231,0.0836495953762946,Main,output
0.0188684243458846,0.146393913515518,Main,output
0.0251578991278462,0.203069153402959,Main,output
0.0314473739098077,0.248652828747354,Main,output
0.0377368486917693,0.281993929948393,Main,output
0.0440263234737308,0.303759808151693,Main,output
0.0503157982556924,0.315673069567781,Main,output
0.0566052730376539,0.319921489293646,Main,output
0.0628947478196155,0.318682721357455,Main,output
0.069184222601577,0.31386678747363,Main,output
0.0754736973835386,0.307048829374354,Main,output
0.0817631721655001,0.299497179066946,Main,output
0.0880526469474617,0.292219398219706,Main,output
0.0943421217294232,0.285991424626824,Main,output
0.100631596511385,0.281367458821256,Main,output
0.106921071293346,0.278683295056119,Main,output
0.113210546075308,0.278067035838057,Main,output
0.119500020857269,0.279464698650476,Main,output
0.125789495639231,0.282680038693205,Main,output
0.132078970421192,0.287422141053174,Main,output
0.138368445203154,0.293352572451649,Main,output
0.144657919985116,0.300125441279314,Main,output
0.150947394767077,0.307416823508994,Main,output
0.157236869549039,0.314943033511051,Main,output
0.163526344331,0.322469265336971,Main,output
0.169815819112962,0.329811051681142,Main,output
0.176105293894923,0.336831055982448,Main,output
0.182394768676885,0.343433308487563,Main,output
0.188684243458846,0.349556430346757,Main,output
0.194973718240808,0.355166849409106,Main,output
0.20126319302277,0.360252580621814,Main,output
0.207552667804731,0.364817839256221,Main,output
0.213842142586693,0.368878560181027,Main,output
0.220131617368654,0.372458784006444,Main,output
0.226421092150616,0.375587814868024,Main,output
0.232710566932577,0.37829803391444,Main,output
0.239000041714539,0.380623252203079,Main,output
0.2452895164965,0.382597496791738,Main,output
0.251578991278462,0.384254138251849,Main,output
0.257868466060423,0.385625283130435,Main,output
0.264157940842385,0.386741369236975,Main,output
0.270447415624347,0.387630914220028,Main,output
0.276736890406308,0.388320378495212,Main,output
0.28302636518827,0.388834112261198,Main,output
0.289315839970231,0.389194363303925,Main,output
0.295605314752193,0.389421327798676,Main,output
0.301894789534154,0.389533230631148,Main,output
0.308184264316116,0.389546425103844,Main,output
0.314473739098077,0.389475504471759,Main,output
0.320763213880039,0.38933341972598,Main,output
0.327052688662,0.389131599548873,Main,output
0.333342163443962,0.388880069506253,Main,output
0.339631638225924,0.388587568404042,Main,output
0.345921113007885,0.388261660384768,Main,output
0.352210587789847,0.387908841823624,Main,output
0.358500062571808,0.387534642443657,Main,output
0.36478953735377,0.387143720335241,Main,output
0.371079012135731,0.386739950759107,Main,output
0.377368486917693,0.386326508752595,Main,output
0.383657961699654,0.385905945658679,Main,output
0.389947436481616,0.385480259766974,Main,output
0.396236911263577,0.385050961302888,Main,output
0.402526386045539,0.384619132031336,Main,output
0.408815860827501,0.384185479759148,Main,output
0.415105335609462,0.383750388028975,Main,output
0.421394810391424,0.383313961299407,Main,output
0.427684285173385,0.382876065903187,Main,output
0.433973759955347,0.382436367069041,Main,output
0.440263234737308,0.381994362283959,Main,output
0.44655270951927,0.381549411262327,Main,output
0.452842184301231,0.381100762776869,Main,output
0.459131659083193,0.380647578594214,Main,output
0.465421133865155,0.380188954745419,Main,output
0.471710608647116,0.379723940349169,Main,output
0.478000083429078,0.37925155419283,Main,output
0.484289558211039,0.378770799264159,Main,output
0.490579032993001,0.378280675414362,Main,output
0.496868507774962,0.377780190321448,Main,output
0.503157982556924,0.377268368911441,Main,output
0.509447457338885,0.376744261384082,Main,output
0.515736932120847,0.376206949979153,Main,output
0.522026406902809,0.375655554609548,Main,output
0.52831588168477,0.375089237477645,Main,output
0.534605356466732,0.374507206782515,Main,output
0.540894831248693,0.373908719616889,Main,output
0.547184306030655,0.373293084144732,Main,output
0.553473780812616,0.372659661142635,Main,output
0.559763255594578,0.372007864981101,Main,output
0.566052730376539,0.371337164115065,Main,output
0.572342205158501,0.370647081146746,Main,output
0.578631679940462,0.369937192518088,Main,output
0.584921154722424,0.369207127884599,Main,output
0.591210629504385,0.368456569217383,Main,output
0.597500104286347,0.36768524967549,Main,output
0.603789579068309,0.366892952286383,Main,output
0.61007905385027,0.366079508468408,Main,output
0.616368528632232,0.365244796425451,Main,output
0.622658003414193,0.364388739440653,Main,output
0.628947478196155,0.363511304093021,Main,output
0.635236952978116,0.362612498417923,Main,output
0.641526427760078,0.361692370029974,Main,output
0.647815902542039,0.360751004224473,Main,output
0.654105377324001,0.359788522071492,Main,output
0.660394852105963,0.358805078514782,Main,output
0.666684326887924,0.357800860486001,Main,output
0.672973801669886,0.356776085043216,Main,output
0.679263276451847,0.355730997541234,Main,output
0.685552751233809,0.354665869840125,Main,output
0.69184222601577,0.353580998557163,Main,output
0.698131700797732,0.352476703366461,Main,output
0.704421175579693,0.351353325349682,Main,output
0.710710650361655,0.35021122540047,Main,output
0.717000125143616,0.349050782684538,Main,output
0.723289599925578,0.347872393156788,Main,output
0.72957907470754,0.346676468136302,Main,output
0.735868549489501,0.34546343293959,Main,output
0.742158024271463,0.344233725572117,Main,output
0.748447499053424,0.342987795477758,Main,output
0.754736973835386,0.341726102345588,Main,output
