date,anfci,cpiaucsl,cpilfesl,gdpc1,nfci,pcecc96,pcepi,pcepilfe,tedrate
1954-10-01,,-0.309719075130095,,2936.852,,1761.703,,,
1955-01-01,,0.134453801767871,,3020.746,,1801.231,,,
1955-04-01,,-0.134453801767865,,3069.91,,1835.737,,,
1955-07-01,,0.0747188737269288,,3111.379,,1858.411,,,
1955-10-01,,0.298318452210367,,3130.068,,1881.748,,,
1956-01-01,,0.0111696483538446,,3117.922,,1884.805,,,
1956-04-01,,0.656810717906418,,3143.694,,1891.074,,,
1956-07-01,,1.03029207356607,,3140.874,,1895.35,,,
1956-10-01,,0.849331658910695,,3192.57,,1921.479,,,
1957-01-01,,0.820580453509628,,3213.011,,1934.843,,,
1957-04-01,,0.84603480082068,0.811384668345009,3205.97,,1938.216,,,
1957-07-01,,0.888484059241387,0.691254955892561,3237.386,,1953.532,,,
1957-10-01,,0.483561643251992,0.802748736155869,3203.894,,1954.346,,,
1958-01-01,,1.17963459017041,0.453407291489465,3120.724,,1927.309,,,
1958-04-01,,0.669362791917951,0.451360785287907,3141.224,,1943.243,,,
1958-07-01,,-0.0587798021868375,0.338032299704261,3213.884,,1975.484,,,
1958-10-01,,0.103705761506912,0.561978831680124,3289.032,,2002.318,,,
1959-01-01,,0.172604295821017,0.44531572092204,3352.129,,2039.017,,,
1959-04-01,,0.17230688665895,0.556362103425102,3427.667,,2070.508,0.40768073298151,0.533540300796281,
1959-07-01,,0.515146410191753,0.440887127904727,3430.057,,2092.138,0.601899102059337,0.664539186775742,
1959-10-01,,0.604479070256705,0.659350293643302,3439.832,,2094.495,0.546413900979657,0.571538991506201,
1960-01-01,,0.0918883111262312,0.439344968994746,3517.181,,2114.532,0.129659661600901,0.316115835096222,
1960-04-01,,0.596915457299823,0.215686358125258,3498.246,,2141.205,0.516963994622093,0.378024643720361,
1960-07-01,,0.0574683517329024,-0.10778502831755,3515.385,,2132.646,0.373134761285818,0.395393868745373,
1960-10-01,,0.640056084374476,0.544267805985798,3470.278,,2135.408,0.442095866621794,0.325183201941339,
1961-01-01,,0.20127480796972,0.214285796282856,3493.703,,2134.615,0.185226636165926,0.168428972164768,
1961-04-01,,-0.033517680890298,0.32380302228945,3553.021,,2166.382,-0.0127632418807471,0.3297971316286,
1961-07-01,,0.391455407284967,0.432258737569163,3621.252,,2176.916,0.363115544705289,0.433920839537701,
1961-10-01,,0.143484016141088,0.321368017689659,3692.289,,2220.704,0.108042846316757,0.240941641906406,
1962-01-01,,0.389371009599483,0.211538540422131,3758.147,,2244.227,0.431007829551622,0.369549570604981,
1962-04-01,,0.374625398768091,0.42811566985937,3792.149,,2271.817,0.353558042394451,0.380438576296021,
1962-07-01,,0.287475209131254,0.318299278825714,3838.776,,2290.126,0.264350607114995,0.330174558586667,
1962-10-01,,0.24057882317207,0.209523886175053,3851.421,,2322.53,0.307528406298646,0.189053265638815,
1963-01-01,,0.318780360989078,0.212250408353946,3893.482,,2338.799,0.287842010889957,0.328467448606316,
1963-04-01,,0.183576514429833,0.420002827949332,3937.183,,2360.869,0.156089064875524,0.375803569935463,
1963-07-01,,0.61058423576554,0.421384271322418,4023.755,,2392.896,0.485437846479814,0.386450574543441,
1963-10-01,,0.269817955413496,0.519562984114906,4050.147,,2412.836,0.365631120311048,0.480972489767112,
1964-01-01,,0.411449886337188,0.51998311236298,4135.553,,2460.191,0.4751775425606,0.42493405653769,
1964-04-01,,0.161524829174433,0.10243199256711,4180.592,,2503.709,0.215245616759092,0.292214776917219,
1964-07-01,,0.225697339076513,0.20764577525771,4245.918,,2549.958,0.325063918975668,0.279487590130979,
1964-10-01,,0.459490228935021,0.515695863951602,4259.046,,2557.236,0.33011400561718,0.255018968087595,
1965-01-01,,0.310484701195289,0.408809950453518,4362.111,,2614.265,0.32902783765953,0.378362851617809,
1965-04-01,,0.637147743214238,0.306278953054573,4417.225,,2643.097,0.503626561294013,0.306369178539781,
1965-07-01,,0.294896603608827,0.100866543786354,4515.427,,2688.512,0.368524809164826,0.311298010633133,
1965-10-01,,0.527372418967925,0.508891443025481,4619.458,,2764.094,0.307071921453413,0.333714193954776,
1966-01-01,,0.931084990272478,0.506314844574314,4731.888,,2804.899,0.772528320264504,0.495584490974075,
1966-04-01,,0.900851022617593,1.00200937655853,4748.046,,2812.086,0.808037193154567,0.810940495990081,
1966-07-01,,0.862153937822082,0.894193737566143,4788.254,,2844.198,0.760459938521921,0.821584007207084,
1966-10-01,,0.812218205587428,0.983280477693454,4827.537,,2856.047,0.772204609391032,0.86028161955164,
1967-01-01,,0.255125423120064,0.585944898540153,4870.299,,2872.504,0.285140872295775,0.54875254384507,
1967-04-01,,0.604834456429352,0.776923291666189,4873.287,,2911.776,0.475363213987839,0.669124484782713,
1967-07-01,,0.999003313383054,1.05814991091455,4919.392,,2926.685,0.926812033871098,0.903771842026665,
1967-10-01,,1.08956501164988,1.0442320278932,4956.477,,2944.594,0.855827669025679,1.0057000276479,
1968-01-01,,0.978455512103997,1.22427481191259,5057.553,,3015.162,1.05677567915129,1.13168525939737,
1968-04-01,,0.968974453247513,1.02092936959456,5142.033,,3061.075,1.01790588067522,1.15664461023527,
1968-07-01,,1.34326728883789,1.37807764761266,5181.859,,3118.445,1.02968137386448,1.11153819034173,
1968-10-01,,1.22955278084061,1.45111241971031,5202.212,,3132.511,1.10092855083694,1.15712066963567,
1969-01-01,,1.21740633988658,1.33989195390255,5283.597,,3167.245,0.964934033317581,1.08674005783431,
1969-04-01,,1.56573046450113,1.58452624597826,5299.625,,3187.677,1.2651610802096,1.18809187193573,
1969-07-01,,1.36305029918906,1.38683321232352,5334.6,,3203.218,1.21778388523864,1.14876304776542,
1969-10-01,,1.52354726427775,1.36786293495719,5308.556,,3228.82,1.15112196165349,1.16582611904848,
1970-01-01,,1.58733491562902,1.51774850822972,5300.652,,3248.853,1.14830827821163,1.08292597090689,
1970-04-01,,1.38925513800222,1.82592137508772,5308.164,,3263.571,1.09967095422604,1.12532651931542,
1970-07-01,,1.03006086767711,1.30531932837065,5357.077,,3292.183,0.966875840773008,1.10794993345752,
1970-10-01,,1.44216760709863,1.60984325458469,5299.672,,3283.245,1.29137386971293,1.39302857554106,
1971-01-01,0.84986,0.837393147255686,0.953137055852397,5443.619,0.88022,3346.268,0.945387792030196,1.26051089868212,
1971-04-01,1.60321,0.914841921964538,1.02163286687651,5473.059,1.37879,3377.022,1.13156072802115,1.13271720810803,
1971-07-01,1.7352,0.98766234959121,0.857812592351523,5518.072,1.68774,3403.947,0.974293352013322,0.939629203730277,
1971-10-01,1.73596,0.734397425575851,0.540811605122486,5531.032,1.60331,3460.427,0.620328502165094,0.567855453572785,
1972-01-01,0.95046,0.808914568397185,0.845948779214314,5632.649,0.77923,3506.098,1.04912741005351,0.957558916752374,
1972-04-01,0.30775,0.643895487893784,0.76143370389177,5760.47,0.19976,3572.842,0.577079317774442,0.672576950283764,
1972-07-01,0.2731,0.797293917382212,0.755679676550573,5814.854,0.15794,3627.904,0.873450023557921,0.749033372979943,
1972-10-01,-0.40782,1.02966508759214,0.527622419055955,5912.22,-0.2377,3713.038,0.814886584204345,0.627382743492378,
1973-01-01,0.50781,1.55975059041412,0.746079838374857,6058.544,0.59115,3780.829,1.19855765683341,0.694478150689443,
1973-04-01,0.76985,2.06984828969973,1.03701507786846,6124.506,1.07611,3779.125,1.90179338997874,1.35277129573506,
1973-07-01,1.67799,1.95423933028398,1.02418477677512,6092.301,1.81136,3792.426,1.80449994289471,1.31743899864019,
1973-10-01,1.53739,2.49756735701283,1.66321746259353,6150.131,1.92886,3781.115,2.02813018356365,1.38554495343566,
1974-01-01,0.01274,2.93264825068195,1.5640488247292,6097.258,0.65481,3747.286,2.92928488717276,1.70222268138897,
1974-04-01,2.23369,2.64339924295912,2.57903531461484,6111.751,2.81734,3760.779,2.79280633156407,2.45322249627584,
1974-07-01,4.46187,2.77378188978261,3.37963199026043,6053.978,4.67376,3776.934,2.66123276920983,2.81652010662858,
1974-10-01,2.53045,3.02587187602258,2.88421985981617,6030.464,2.90067,3721.726,2.51078941824825,2.41410659922707,
1975-01-01,0.79676,2.11477208493377,2.10937830597996,5957.035,1.2539,3752.942,1.86447056245519,1.93584167817756,
1975-04-01,-0.45647,1.19698499127308,1.56828306277871,5999.61,-0.05454,3814.672,1.21892715615809,1.51389342034211,
1975-07-01,-0.74071,1.98579110400089,1.29912930813905,6102.326,-0.32997,3868.889,1.85639207370454,1.48762459269299,
1975-10-01,-0.47142,1.82596779903767,1.70753691703317,6184.53,-0.06292,3910.492,1.66285925081548,1.61485777292528,
1976-01-01,-1.07907,1.1388394783069,1.85518084728197,6323.649,-0.69267,3988.677,1.09460479145665,1.5105101631225,
1976-04-01,-0.68807,0.890477834295968,1.3555395911744,6370.025,-0.6504,4025.375,0.833651225986155,1.19148529562534,
1976-07-01,-0.94857,1.58314652166807,1.62452317675602,6404.895,-0.77179,4067.757,1.50644667871635,1.55411733305959,
1976-10-01,-1.21983,1.44328651246825,1.37223422551012,6451.177,-0.7928,4120.536,1.56704811996935,1.554328059279,
1977-01-01,-1.35369,1.81880530445837,1.63393769151683,6527.703,-0.89124,4169.104,1.79092909740757,1.66882962089314,
1977-04-01,-1.12927,1.72988329904893,1.60601955655231,6654.466,-0.64895,4191.711,1.69603957819811,1.51535790374643,
1977-07-01,-1.11138,1.37512471918572,1.41978754977301,6774.457,-0.49168,4231.345,1.49038991091604,1.64961019711276,
1977-10-01,-0.63359,1.46303632086626,1.34538057661234,6774.592,-0.20881,4294.965,1.41341648907346,1.44274576967045,
1978-01-01,-0.59836,1.70564134940527,1.74932501808456,6796.26,-0.19415,4319.094,1.6267839866506,1.54908158406171,
1978-04-01,-0.15379,2.24950661935117,2.0286887085829,7058.92,0.37988,4411.431,2.03289829084244,1.70944333593,
1978-07-01,-0.11419,2.30011520162098,2.13967480021094,7129.915,0.56116,4429.955,1.74089828650483,1.70215561072684,
1978-10-01,1.43825,2.2972980893741,2.19401172015387,7225.75,1.73114,4465.702,1.87097619586557,1.77903902723171,
1979-01-01,0.20596,2.48732647451398,2.29158872192208,7238.727,0.81467,4488.83,1.86619930118488,1.35686480994008,
1979-04-01,-0.33952,3.12970067219148,2.3335130431535,7246.454,0.4489,4485.916,2.69671393150565,2.17291339816231,
1979-07-01,0.4176,3.17049298497521,2.55603633111307,7300.281,1.43558,4529.568,2.45184215248089,1.83053031906588,
1979-10-01,1.56985,3.1164657375245,2.98396001504895,7318.535,2.29169,4540.839,2.3904193398487,2.06338381644233,
1980-01-01,1.42329,3.86980301941278,3.63084630278787,7341.557,2.39003,4534.348,2.9597954981582,2.41787004880181,
1980-04-01,2.51761,3.31885151012935,3.29560876832958,7190.289,3.03008,4432.231,2.41558910105719,2.2115248664586,
1980-07-01,0.62456,1.85899019378744,1.48517581360258,7181.743,0.94779,4480.849,2.31289541239967,2.20281940100573,
1980-10-01,1.67691,2.76557909955398,3.06435885198788,7315.677,2.36541,4541.39,2.44422596782157,2.40528203577789,
1981-01-01,1.49805,2.72754660579797,2.31649674618364,7459.022,2.34842,4556.603,2.56003799862594,2.19440198394776,
1981-04-01,1.73304,2.06422636160558,2.18776716508611,7403.745,2.41765,4556.934,1.66307060816146,1.8737356510844,
1981-07-01,3.27099,2.7469123312235,3.32342827839149,7492.405,3.33458,4578.013,1.63586441115817,1.82486373622621,
1981-10-01,2.55735,1.612643395931,1.92695542275903,7410.768,2.54316,4546.699,1.51976845913077,1.76148897693965,
1982-01-01,2.10286,0.884449431288058,1.21806017255891,7295.631,1.98844,4580.19,1.26308797743905,1.45464776422003,
1982-04-01,2.73252,1.43469063144294,1.83326390760758,7328.912,2.47033,4594.142,0.957226620861843,1.34205398242814,
1982-07-01,3.6121,1.72111686529711,1.66324000491418,7300.896,3.16956,4624.939,1.56642496746324,1.59111078746517,
1982-10-01,1.91317,0.306802036467171,0.342711043339089,7303.817,1.64388,4705.953,1.09808829610877,1.3837248846498,
1983-01-01,0.36468,0.0683907280667228,0.614548245313108,7400.066,0.16234,4752.481,0.823337511187557,1.30330321233757,
1983-04-01,-0.03195,1.14949042069384,0.982566723876184,7568.456,-0.11553,4849.254,0.909333363863126,0.762125365555777,
1983-07-01,-0.22856,0.970730344366441,1.23900636928558,7719.746,-0.10368,4936.211,1.30614451365134,1.50919297465218,
1983-10-01,-0.13544,0.994043970525093,1.28991796772004,7880.794,0.0612,5014.874,0.657297279863004,0.796254126719074,
1984-01-01,-0.18082,1.40745719563765,1.37078311822706,8034.847,-0.11244,5056.492,1.07622849021086,1.00548129781129,
1984-04-01,0.67052,0.938691472262157,1.224566243993,8173.67,0.72888,5127.332,0.963356492707937,1.16459721719326,
1984-07-01,0.76568,0.865806274311453,1.24106604863389,8252.465,0.76911,5165.357,0.767346325917201,0.934411582910793,
1984-10-01,-0.00787,0.858374369139144,1.00724418710211,8320.199,0.01463,5232.266,0.616609383670392,0.708463297711571,
1985-01-01,-0.36896,0.914137586596158,1.08922141790059,8400.82,-0.32087,5321.159,1.17147996380991,1.35549002143841,
1985-04-01,-0.48642,0.904924207998106,1.04806874335994,8474.787,-0.3824,5370.011,0.808142063085307,0.862786814415813,
1985-07-01,-0.03758,0.620083517821655,0.884216287223124,8604.22,-0.23668,5472.014,0.781799319155734,1.02243437156036,
1985-10-01,-0.0893,1.01430099650548,1.14800588492145,8668.188,-0.27291,5483.866,0.694880301629043,0.714663479043343,
1986-01-01,-0.10022,0.518835205609292,1.07527917762619,8749.127,-0.28751,5531.807,0.705758077616089,1.07324324424585,1.01
1986-04-01,-0.03307,-0.488564558274265,0.828112466312215,8788.524,-0.47304,5592.08,-0.105840856607264,0.682662886685488,0.86
1986-07-01,-0.031,0.609877857869059,0.938717947019174,8872.601,-0.5425,5690.971,0.528087598716659,0.685734633523352,0.77
1986-10-01,-0.07494,0.69674665401243,0.958613005310355,8920.193,-0.52672,5725.812,0.602903533825062,0.810994024808632,0.81
1987-01-01,-0.07691,1.19947268996898,0.805936993970439,8986.367,-0.41691,5731.226,0.94178282599254,0.630052240795933,0.85
1987-04-01,0.8675,1.12690026375014,1.19728111304546,9083.256,0.44035,5809.376,0.961536679400004,0.966829669923641,1.5
1987-07-01,0.49578,1.05572518456189,0.930766642677191,9162.024,0.19473,5875.641,0.942956639536683,0.892403703588608,1.19
1987-10-01,1.58386,0.928578100790877,1.14474543139935,9319.332,1.02269,5888.065,0.859437464321461,1.00996920577028,2.11
1988-01-01,0.62018,0.777320100269024,0.966999708925306,9367.502,0.32685,5992.101,0.787251769763726,0.961528225657603,1.24
1988-04-01,0.56611,1.14115866259278,1.20165380367254,9490.594,0.26091,6036.355,1.0988108564891,1.20348880897712,1.27
1988-07-01,0.62698,1.21151092708837,1.10764279986451,9546.206,0.36902,6090.001,1.2228054213452,1.14637567696999,1.4
1988-10-01,0.29666,1.08651298691038,1.20145618235368,9673.405,0.19312,6159.246,1.00740631575891,1.11045239415692,1.3
1989-01-01,0.56134,1.1299181656023,1.05571341611341,9771.725,0.41371,6187.816,1.14282882983424,1.08604227308584,1.28
1989-04-01,0.62182,1.60296950426312,1.07118834263585,9846.293,0.48344,6216.695,1.33653456795672,0.905046435502605,1.37
1989-07-01,0.31482,0.779110667406519,0.956440331013257,9919.228,0.27406,6276.877,0.587749675408412,0.740846226391108,1.07
1989-10-01,0.26976,1.01171875514613,1.20247158379309,9938.767,0.18426,6304.157,0.784657383998338,0.912452506543433,0.97
1990-01-01,-0.15092,1.70622492868715,1.2635321417032,10047.386,0.06017,6357.213,1.43889839317234,1.14495707860778,0.64
1990-04-01,-0.12715,0.984724258612657,1.29684868552077,10083.855,-0.00159,6376.579,0.904079567342365,1.11037930144835,0.72
1990-07-01,-0.01253,1.7122484927522,1.47604155831207,10090.569,0.06537,6401.841,1.26278683565389,1.00603138520149,0.69
1990-10-01,0.31879,1.68417097976432,1.14144599580575,9998.704,0.4344,6353.139,1.31276271869086,0.836138980723355,1.09
1991-01-01,0.22176,0.744788088341294,1.43818049760203,9951.916,0.18093,6329.249,0.525872954875759,0.88262400150213,0.86
1991-04-01,-0.11631,0.591862167050738,0.899792851140833,10029.51,-0.21927,6381.703,0.544250068349772,0.768967944450316,0.6
1991-07-01,-0.57999,0.759096407979206,1.07953194759323,10080.195,-0.47394,6413.521,0.676980478450715,0.895289753049496,0.47
1991-10-01,-0.73702,0.826008130222813,0.928709730441552,10115.329,-0.62497,6410.312,0.722117695192433,0.784752947288324,0.5
1992-01-01,-0.77795,0.67583469975006,0.874803191304236,10236.435,-0.66879,6530.335,0.626210132728936,0.761405034487757,0.35
1992-04-01,-0.92199,0.765808340327594,0.866535196309599,10347.429,-0.81839,6574.665,0.661870407676719,0.704310745509608,0.36
1992-07-01,-1.01203,0.760698488424798,0.769861236171215,10449.673,-0.9111,6645.14,0.635513504780633,0.589606052512744,0.34
1992-10-01,-0.80373,0.87189812441279,0.897446668096107,10558.648,-0.73836,6724.342,0.695524209922262,0.73061656443788,0.55
1993-01-01,-1.11745,0.725362703377258,0.867539641927001,10576.275,-0.96168,6750.123,0.59455428060871,0.687193258098928,0.31
1993-04-01,-1.12767,0.719445100363383,0.838336583533652,10637.847,-1.0102,6811.522,0.669685060908941,0.756704516341842,0.3
1993-07-01,-1.20782,0.461805042037627,0.591262882553812,10688.606,-1.10437,6887.329,0.433746738629572,0.557020407552338,0.26
1993-10-01,-1.00376,0.825501533718178,0.782951405144462,10833.987,-1.00507,6947.788,0.573891862578581,0.513506931599173,0.36
1994-01-01,-0.88305,0.500911638590154,0.647809115378495,10939.116,-0.95411,7027.255,0.357967434049699,0.452756531854612,0.33
1994-04-01,-0.63116,0.566219442093908,0.68597437589805,11087.361,-0.74091,7081.931,0.556487838573803,0.67013125872121,0.48
1994-07-01,-0.70284,0.922306012008826,0.745611744756051,11152.176,-0.7686,7135.93,0.715682460524018,0.556750731122947,0.49
1994-10-01,-0.31515,0.580581339996235,0.634519895385077,11279.932,-0.52239,7213.079,0.467318566600361,0.506791339626422,0.68
1995-01-01,-0.37888,0.731790089543447,0.839602706249895,11319.951,-0.58181,7231.032,0.488940214413762,0.523186485758329,0.56
1995-04-01,-0.58412,0.813954527988709,0.812083197059817,11353.721,-0.71756,7294.424,0.578267702768828,0.591489818424076,0.52
1995-07-01,-0.63726,0.503006303756835,0.661640137586784,11450.31,-0.72982,7360.529,0.40869679840049,0.475589057314159,0.52
1995-10-01,-0.65304,0.543438824173466,0.697806873627774,11528.067,-0.76645,7411.873,0.437823924584922,0.500605222906814,0.6
1996-01-01,-0.78741,0.885463104260874,0.672855373379359,11614.418,-0.8175,7480.231,0.555532618869145,0.392398859438923,0.48
1996-04-01,-0.67308,0.855954652405188,0.58778468061178,11808.14,-0.72796,7560.702,0.666935524530774,0.47340741487255,0.5
1996-07-01,-0.6128,0.57379819530214,0.644584748338887,11914.063,-0.74907,7606.475,0.424862270039076,0.455601052075756,0.5
1996-10-01,-0.80534,0.865285633720738,0.639858125448865,12037.775,-0.77928,7667.062,0.679771237594443,0.567653816081774,0.56
1997-01-01,-0.78205,0.606976415822901,0.576913777611148,12115.472,-0.72397,7747.88,0.440170490462967,0.392082966082697,0.51
1997-04-01,-0.49564,0.229638467415807,0.632735227467119,12317.221,-0.64258,7782.76,0.25065882240324,0.520397346988358,0.78
1997-07-01,-0.47684,0.498754151103919,0.432363598864515,12471.01,-0.6488,7915.359,0.262801040512903,0.23274136506867,0.69
1997-10-01,-0.37353,0.537730737805192,0.567544742093242,12577.495,-0.51423,8009.964,0.314452305172076,0.316882587855134,0.75
1998-01-01,-0.51451,0.205767110946602,0.602743628998487,12703.742,-0.62171,8090.987,0.00707088563138217,0.293747007026202,0.61
1998-04-01,-0.38932,0.328472284315792,0.560960031420649,12821.339,-0.59446,8233.463,0.18084465008704,0.305301566789807,0.72
1998-07-01,-0.13719,0.511814556968696,0.595790865722718,12982.752,-0.37846,8340.831,0.308657445286145,0.35524016043677,0.8
1998-10-01,0.20455,0.467787112568571,0.554526361686772,13191.67,-0.07112,8461.33,0.262804853635273,0.318366719669486,1.02
1999-01-01,-0.15576,0.364890664115975,0.437090567488592,13315.597,-0.32042,8548.235,0.196301188962993,0.250412353159479,0.6
1999-04-01,-0.20143,0.7462992001365,0.473729940198138,13426.748,-0.40206,8679.143,0.568496834371758,0.346530947880035,0.62
1999-07-01,0.11743,0.740172723716179,0.527317982150666,13604.771,-0.18075,8776.715,0.548662019335011,0.367047720403734,0.79
1999-10-01,0.258,0.734734395483087,0.562115027042991,13827.98,-0.11945,8905.093,0.604890671879064,0.46975454774624,1.1
2000-01-01,0.07707,0.984845479638409,0.652017719151865,13878.147,-0.16542,9039.743,0.809065902015361,0.522658660563572,0.58
2000-04-01,0.35396,0.780602031862084,0.628980026075497,14130.908,0.01785,9124.152,0.475519845258152,0.347373923434423,0.92
2000-07-01,0.11704,0.909907477734213,0.661888792589377,14145.312,-0.1392,9211.569,0.642235118541256,0.482173247330727,0.68
2000-10-01,0.06838,0.710188940786294,0.602906731734443,14229.765,-0.11276,9292.05,0.562956867838726,0.493119274531081,0.67
2001-01-01,-0.06332,0.952216783787059,0.725775169290503,14183.12,-0.23127,9325.751,0.738603229310484,0.648902384667566,0.52
2001-04-01,-0.26807,0.698521109071698,0.613306411338955,14271.694,-0.37929,9344.486,0.466833765527557,0.377356457545103,0.52
2001-07-01,-0.36086,0.28187612739604,0.680282043183145,14214.516,-0.44413,9377.003,0.0504099132481261,0.256890975776915,0.26
2001-10-01,-0.33177,-0.0749015192719478,0.658662642797902,14253.574,-0.36977,9528.302,0.0411050637943763,0.481853125132319,0.24
2002-01-01,-0.48613,0.318927504859641,0.548059955211636,14372.785,-0.47414,9549.516,0.201303241152096,0.306964159768311,0.18
2002-04-01,-0.59224,0.783146305174292,0.510335780546822,14460.848,-0.5879,9597.82,0.739479672875689,0.547847222215482,0.21
2002-07-01,-0.45473,0.536817071290925,0.525026538511225,14519.633,-0.42188,9664.988,0.516099754453447,0.532015502007054,0.17
2002-10-01,-0.42828,0.589613597618634,0.452456362263363,14537.58,-0.42698,9718.745,0.465344470586962,0.355244716296805,0.21
2003-01-01,-0.58046,1.02339553580447,0.329950858799661,14614.141,-0.53963,9766.616,0.761760387827178,0.308052420744764,0.18
2003-04-01,-0.78078,-0.163740300860283,0.172867171559202,14743.567,-0.70654,9878.442,0.100615309753533,0.378332351530139,0.2
2003-07-01,-0.71673,0.743404784218253,0.397032359154983,14988.782,-0.69433,10018.122,0.656666991667876,0.456673929866447,0.2
2003-10-01,-0.70933,0.378823180229773,0.257975449675299,15162.76,-0.71448,10087.092,0.490641756000199,0.447038174391363,0.25
2004-01-01,-0.72003,0.842856484884931,0.479609829899871,15248.68,-0.79728,10181.141,0.768165078462385,0.549110177413693,0.21
2004-04-01,-0.71856,0.78268158515461,0.630317014285628,15366.85,-0.72676,10236.694,0.670635833376484,0.569787871673819,0.22
2004-07-01,-0.72148,0.635706474767568,0.424104373281481,15512.619,-0.69719,10356.936,0.49004039686239,0.356958893484911,0.27
2004-10-01,-0.69385,1.06785478719553,0.607083471444974,15670.88,-0.71214,10474.084,0.851524559651472,0.541087330527104,0.29
2005-01-01,-0.69665,0.503952683039649,0.619962917605045,15844.727,-0.70574,10540.638,0.579704602920406,0.708751582596594,0.3
2005-04-01,-0.55272,0.673518350346573,0.466578998274952,15922.782,-0.62169,10657.449,0.630265801962548,0.494130163919444,0.42
2005-07-01,-0.51899,1.503101836035,0.332227046593867,16047.587,-0.60791,10745.873,1.073203018408,0.388449311232068,0.42
2005-10-01,-0.53764,0.928030395145939,0.660667082282157,16136.734,-0.58066,10765.68,0.792903062500192,0.66621691250539,0.51
2006-01-01,-0.45622,0.519729744923049,0.623935563133218,16353.835,-0.63173,10883.075,0.517955717044329,0.577820581798419,0.37
2006-04-01,-0.41542,0.898357566704321,0.815029923146894,16396.151,-0.60241,10939.498,0.873939933950953,0.793854222263703,0.51
2006-07-01,-0.43661,0.939591616016047,0.679393296859993,16420.738,-0.59479,11009.748,0.717001364825982,0.536812015806278,0.53
2006-10-01,-0.41538,-0.411344599738648,0.51423171686282,16561.866,-0.64408,11114.771,-0.164915459324738,0.430214943355922,0.47
2007-01-01,-0.44392,0.975785438243088,0.584336873428226,16611.69,-0.67355,11183.323,0.909529269162289,0.686391280097562,0.38
2007-04-01,-0.31648,1.12618845061088,0.484352571860543,16713.314,-0.57418,11212.669,0.845742327464388,0.416116925985008,0.63
2007-07-01,0.47711,0.631017362660518,0.514227834470328,16809.587,0.00722,11287.468,0.563720187952214,0.489869087577551,1.13
2007-10-01,0.89152,1.21933785970329,0.701303536918966,16915.191,0.37073,11331.949,1.01086210276704,0.688265806984821,1.62
2008-01-01,1.23128,1.07736240298755,0.659984864840412,16843.003,0.69184,11316.411,0.810898130007131,0.528876682597977,1.21
2008-04-01,1.12688,1.29254580198733,0.433550942966835,16943.291,0.59602,11347.595,0.96918198705,0.418812833256221,1.13
2008-07-01,1.40521,1.52995970053098,0.641738228152823,16854.295,0.92137,11260.136,1.0607932778689,0.509133012797513,1.42
2008-10-01,3.47063,-2.31666666237144,0.244665945466272,16485.35,2.65719,11158.801,-1.60895527950645,-0.0784220167371468,2.45
2009-01-01,2.57545,-0.690245263832471,0.418695571681182,16298.262,1.90764,11130.464,-0.678114283510759,-0.00113700320066268,1.03
2009-04-01,1.50357,0.530191316767647,0.508354579039579,16269.145,1.00401,11075.748,0.396125285967395,0.390368394775432,0.67
2009-07-01,0.54643,0.856713047491272,0.297856159197982,16326.281,0.27669,11150.23,0.687783071809864,0.353870613085205,0.25
2009-10-01,0.05445,0.779884334153463,0.510173897489192,16502.754,-0.06338,11137.946,0.768839135784432,0.621043140076226,0.21
