date,output,investment,consumption,hours_worked,unemployment,labor_share,interest,inflation,productivity,TFP
1968-07-01,1015.73930655004,1339.99854169859,1407.53981426061,1757.68497443395,3.5,468.712098549104,1.4875,0.974816043589674,371.340132042067,47.5190881117106
1968-10-01,1015.86335199758,1340.5124511877,1407.66385970815,1757.72801729769,3.4,469.550338486877,1.48,1.4016518673492,371.100780618694,47.0195628013778
1969-01-01,1017.20632552482,1344.92079882404,1408.40862606763,1758.21557245327,3.4,468.933132989637,1.6425,1.02652740595948,371.892357546231,46.8645297707878
1969-04-01,1017.27892358314,1343.47245501601,1409.07943129371,1758.50606471184,3.4,470.242951037873,2.0825,1.2632637139636,371.068986837779,46.109980759879
1969-07-01,1017.6601523625,1343.46980616465,1409.46066007307,1758.50452039706,3.6,470.918431626601,2.245,1.39782174781402,371.171668801669,45.9120545975727
1969-10-01,1016.87706300444,1339.95750257779,1410.25551272541,1758.46186514211,3.6,472.308147102025,2.235,1.28144202627196,370.669481398394,45.7146899508877
1970-01-01,1016.48128158904,1336.34859334411,1410.83344883779,1757.94459384132,4.2,472.720282176869,2.1425,1.40146500164902,370.978441479383,46.8418969840905
1970-04-01,1016.31173124207,1336.58637553591,1410.66389849083,1756.3723173817,4.8,471.370627925436,1.9725,1.38209510974394,372.429485933489,48.622730314956
1970-07-01,1016.88856717472,1336.75587892979,1411.43434532616,1755.68167810862,5.2,470.913130664475,1.6775,0.817220565572784,373.985769887857,50.0251236654845
1970-10-01,1015.46353002599,1330.30886608316,1411.73514200036,1755.37731702304,5.8,471.370627925436,1.3925,1.31329373209789,373.06450033464,49.9020049360281
1971-01-01,1017.83882906232,1340.91926863567,1411.41278226686,1755.07776602608,5.9,469.454459054629,0.965,1.5074933979423,375.985036798452,51.147915347332
1971-04-01,1018.08919905768,1343.12664825043,1411.85827427535,1754.97274320115,5.9,469.419489473325,1.1425,1.3054020531639,376.266415973695,51.1894144047641
1971-07-01,1018.59937532438,1344.40902912653,1411.97782504535,1755.67225977934,6,468.913304952728,1.37,1.01251188762754,377.209404910694,53.3785461901099
1971-10-01,1018.52772992831,1343.17682911842,1413.07350807975,1756.69551764598,5.9,470.090737910147,1.1875,0.830577309921051,376.336057092624,51.9374737269903
1972-01-01,1020.10704496652,1347.06393888489,1413.48549468748,1757.83707639959,5.8,470.073811029775,0.8875,1.51266488778202,377.890295676152,52.3252193719516
1972-04-01,1022.11409634839,1351.32672500917,1414.90373180683,1758.20444776043,5.7,468.891669882195,1.075,0.620553186853517,379.840627864118,53.0231401403953
1972-07-01,1022.79595014348,1353.11764747367,1415.97851341591,1758.42937480936,5.6,469.030413642964,1.185,0.950706603843299,380.412594211832,53.6270914586862
1972-10-01,1024.19221481851,1354.8808850376,1417.37477809094,1759.07098334487,5.4,469.441010662813,1.2875,1.26705820843183,381.25341069274,54.523307495313
1973-01-01,1026.41993374571,1359.99689137968,1418.22044145628,1759.99842562614,4.9,469.228285684357,1.635,1.14570071920548,383.490435187183,55.5915131217746
1973-04-01,1027.28072140079,1361.56690186571,1418.88222407056,1760.58784760199,4.9,469.47149108834,1.955,1.52768018379755,383.527154232901,54.9996391658267
1973-07-01,1026.50356035778,1357.92216082504,1419.29319581623,1760.69661367126,4.8,470.849497191122,2.64,1.92623016603853,382.587670869412,54.0054005578511
1973-10-01,1027.20465999483,1359.34790131416,1419.40199362296,1761.22671385245,4.8,471.150514786503,2.5,1.97318082741608,381.962258815581,54.285906203284
1974-01-01,1026.13717650148,1353.8516498007,1419.90625171916,1760.80084861456,5.1,471.408438599928,2.33,1.86959903865072,381.720670364599,53.4961487880536
1974-04-01,1026.1616438988,1354.25276547757,1420.51381114755,1760.44423746713,5.2,470.680495279489,2.8125,2.33583722681345,381.421170041622,54.2761508129688
1974-07-01,1024.95564506876,1351.14917650163,1420.2721399447,1760.0378676426,5.6,471.57007183317,3.0225,2.88973733176428,380.390313068272,52.658251117951
1974-10-01,1024.30977178483,1348.17761700127,1419.43414364297,1758.07983634139,6.6,470.401149387565,2.3375,2.89908631235206,381.277709077017,54.0586639737185
1975-01-01,1022.8826616165,1337.72799767367,1419.53378068772,1755.98170333244,8.3,469.393478521671,1.575,2.24770444477689,382.017083979511,56.5089297995644
1975-04-01,1023.35464101945,1336.90406261236,1420.57233384424,1755.81952880382,8.9,468.403639197975,1.355,1.47451585771674,383.591919676325,57.5654116778251
1975-07-01,1024.75735876344,1342.97854281311,1421.02897073781,1756.78783543497,8.5,467.424948465787,1.54,1.74975662302742,384.808163929137,57.1637060574954
1975-10-01,1025.83608745282,1345.29440068274,1421.72674658552,1757.4789793024,8.3,467.51822267126,1.3525,1.66000944971946,384.916839904332,56.07535717269
1976-01-01,1027.8459088308,1352.49500802091,1422.97028068894,1759.10777804274,7.7,466.819297560552,1.2075,1.05104237626218,386.386164352113,56.180705739143
1976-04-01,1028.363485266,1355.69988628123,1423.48785712414,1758.86865993086,7.6,466.655325343812,1.3,1.00228944404822,387.301187031185,57.0117151508456
1976-07-01,1028.653662136,1355.99006315122,1424.5443212687,1759.11601108106,7.7,467.113404606859,1.32,1.284741079507,387.535902105655,56.9337431515056
1976-10-01,1029.1094142343,1357.20053581306,1425.19073119406,1759.33739542279,7.8,467.110651366065,1.2175,1.77668794056026,387.823868825954,57.9219024852219
1977-01-01,1030.05507969635,1360.74374991544,1426.1363966561,1760.08057201176,7.5,466.950833561047,1.165,1.59479293212047,388.465180863201,58.5978758408115
1977-04-01,1031.73836861221,1365.67056640662,1426.6702476294,1761.26062393932,7.1,466.946237318015,1.29,1.40158748124852,388.873390745019,57.9423693168369
1977-07-01,1033.24412967132,1368.93384194788,1427.40231043829,1761.56897173872,6.9,466.52801553022,1.455,1.20967919785714,389.918089741485,59.712711095956
1977-10-01,1032.96046003752,1368.99799875171,1428.08483189566,1762.64055369038,6.7,467.800258810951,1.6275,2.1387129209842,388.63564186789,58.4439553290525
1978-01-01,1033.04858158567,1368.73829386223,1429.12989854543,1762.36353917113,6.3,469.196832219498,1.69,1.44195916505872,388.693081301639,59.3555242961037
1978-04-01,1036.58684524613,1375.02587158071,1430.3559204638,1764.68282747921,6,467.148272430634,1.82,1.89486430995755,390.662848111084,59.3051515921387
1978-07-01,1037.29285235194,1376.07028848494,1430.6713020729,1764.57365466243,6,467.100555501231,2.025,1.6841428930373,390.725164054926,59.3558067773718
1978-10-01,1038.33796295322,1377.78880230436,1431.12759841166,1765.10007727104,5.9,466.927850233052,2.395,2.02449783936016,391.380142310556,59.1582910554763
1979-01-01,1038.26367334416,1377.04110947716,1431.8376265487,1765.31576665613,5.9,468.762663797409,2.5175,1.8068514045815,390.465593508258,58.8874654802369
1979-04-01,1038.10872584035,1376.20819327481,1432.26690660732,1764.68835977704,5.7,468.4570771139,2.545,2.42005498871825,390.282079466335,60.1613973444417
1979-07-01,1038.54815096334,1375.96502189077,1433.28716588989,1765.35949443599,5.9,468.703969605998,2.7375,2.1632932135639,390.1588757506,58.796697665871
1979-10-01,1038.48637680768,1373.47678553514,1434.18601391477,1765.62227139155,6,469.39258147162,3.395,1.83844657333845,390.039566918717,58.6341558279165
1980-01-01,1038.52035731556,1372.45255510996,1434.98190287029,1764.59165776617,6.3,469.168066105782,3.7625,2.07930915920903,390.513936746182,60.7259795397929
1980-04-01,1036.15767358168,1362.73361465839,1433.75130669886,1762.45906011332,7.3,470.078265749775,3.1725,2.35103018992884,389.465301686562,60.0896204706998
1980-07-01,1035.73935574778,1358.42375519952,1434.45240353927,1762.38485868913,7.7,470.620258049289,2.46,2.20906554184161,389.861349851821,59.588523999528
1980-10-01,1037.31786329436,1364.65426430958,1435.09893789097,1763.14927542461,7.4,470.078265749775,3.9625,2.57137169304048,390.871754841942,58.6197185659707
1981-01-01,1039.05326476367,1371.196506083,1435.13458172343,1764.00295337315,7.4,467.973284990172,4.1425,2.60006181880584,392.401086307347,59.8149163575158
1981-04-01,1038.08391194444,1367.29654060522,1435.11310329965,1763.10339873684,7.4,468.974578912312,4.445,1.96223789978093,391.09824642529,58.8093066613046
1981-07-01,1039.00102377789,1371.14426509722,1434.70066088498,1762.21105014496,7.4,468.16962548574,4.395,1.86474777389318,392.030858501492,60.9531354085704
1981-10-01,1037.64555337459,1366.48574212627,1434.6747447298,1761.60393838083,8.2,469.048418198165,3.3975,1.71322108069085,390.962012081184,60.491762413427
1982-01-01,1035.866303621,1359.73414883743,1434.57935141249,1760.50550605842,8.8,470.874248353669,3.5575,1.36624260650187,390.459548959935,60.9937593308149
1982-04-01,1036.10073317777,1359.18117275111,1434.62807989454,1760.8258870796,9.4,470.342520762681,3.6275,1.29065471135249,390.487753726728,60.2627716197952
1982-07-01,1035.46268641355,1357.74947102732,1435.28275658047,1760.53455458157,9.9,470.486366073888,2.7525,1.40876624108002,390.684964665415,59.5970211036734
1982-10-01,1035.25547870142,1352.64332459516,1436.53276955425,1759.71993822368,10.7,469.994483791863,2.3225,1.03135960703965,391.561654093828,59.7916718030701
1983-01-01,1036.3630221935,1354.16840522829,1437.27799380939,1760.02032075986,10.4,469.29116295001,2.1625,0.752751512183609,392.909642161743,59.4123681886498
1983-04-01,1038.40601331311,1361.48645288646,1438.77503270851,1761.49031832092,10.1,467.62784576155,2.2,0.738668666856895,395.076283374408,59.0790531816085
1983-07-01,1040.14102909466,1365.56532596521,1440.32740003745,1763.32270393487,9.4,466.253471659569,2.365,1.05812188918891,395.314575471715,57.8998963981425
1983-10-01,1041.9688702239,1372.65754044299,1441.23696106846,1764.09824525008,8.5,466.320096996317,2.3575,0.754641896900051,395.888750717543,58.0418748710362
1984-01-01,1043.71406359415,1379.40377587071,1441.49513819076,1765.17198476699,7.9,466.797204622838,2.4225,1.00837717755848,396.370422456316,58.8571873994814
1984-04-01,1045.22445971367,1381.60861922551,1442.63029934843,1766.67059895444,7.4,466.382055726388,2.64,0.851643937931221,396.925363888242,59.7229915150995
1984-07-01,1045.94108172052,1382.32524123235,1443.1587745453,1765.96546813639,7.4,466.553859616683,2.8475,0.884871724654291,397.345671161224,60.1333386945329
1984-10-01,1046.51583703077,1381.50624575823,1444.10947014795,1766.31310752463,7.3,466.730896508716,2.3175,0.744829918963304,397.456578640049,60.5299160050529
1985-01-01,1047.29405107497,1379.79765314463,1445.44895788265,1766.89328677549,7.2,466.567701916004,2.12,0.983892585029318,397.775456461273,61.6878507037822
1985-04-01,1047.95951709947,1381.17996811699,1446.30081725095,1766.3460747979,7.3,466.599993164895,1.98,0.64138314732868,398.09145384472,61.3164615674718
1985-07-01,1049.21904642226,1381.36228774159,1447.56034657374,1766.9681366896,7.2,466.073732140762,1.975,0.601996663688309,399.354769135232,62.0503315560585
1985-10-01,1049.70906027597,1382.5717291587,1448.42210806746,1767.07279926025,7,467.325176833842,2.025,0.55744230098222,399.755829353441,61.7102794352255
1986-01-01,1050.44097890536,1383.30364778809,1449.33938356178,1767.21949945694,7,467.052815791904,1.9575,0.496143751202633,400.933118789514,62.6493795947824
1986-04-01,1050.67920790944,1383.1828099791,1449.20655462621,1767.09352704699,7.2,467.343491013646,1.73,0.377750030277023,401.713949131313,63.5030111169816
1986-07-01,1051.38507716172,1383.88867923137,1449.53998396939,1767.02858906029,7,468.017859013351,1.5525,0.409069552590845,402.139745446604,63.5955497016281
1986-10-01,1051.68065857362,1383.46223584593,1450.39370636511,1767.49730942084,6.8,469.170763280491,1.5675,0.543474380080422,401.922582300516,63.3488379335944
1987-01-01,1052.22344105198,1382.91211127107,1451.67586374597,1768.45291728255,6.6,469.49568951556,1.555,0.637637944393724,401.450738898047,62.2669247504232
1987-04-01,1053.08687923205,1383.77554945114,1452.72329461824,1768.85482383404,6.3,468.998897869059,1.6625,0.690311863217527,402.121815945354,63.3471933175136
1987-07-01,1053.70174162776,1384.39041184685,1453.33815701395,1769.14896653916,6,469.217502753725,1.71,0.755004763202193,402.143330961125,63.6742823084011
1987-10-01,1055.15850645423,1388.02117533697,1453.87155424573,1769.86890072027,5.8,469.100613084252,1.73,0.794018239707048,403.138701291193,63.8199096658858
1988-01-01,1055.47444598359,1385.79614331378,1455.11086136978,1769.28676641329,5.7,469.794549774871,1.665,0.780377835410109,403.517825155288,65.2469688236677
1988-04-01,1056.57115004426,1386.52452283282,1456.02357273825,1770.09684479044,5.5,469.836533366157,1.79,0.968357054760367,403.788002524097,65.5343891594293
1988-07-01,1056.89551639893,1385.36187293955,1457.26453579433,1770.03866536381,5.5,469.637177852946,1.995,1.18882391885454,403.999396747202,65.9475001769194
1988-10-01,1057.96920123658,1386.80938998826,1457.97258951166,1770.82365087876,5.3,469.001599610331,2.1175,0.860042365569673,404.108442258122,65.985574147931
1989-01-01,1058.77957844289,1388.36326504332,1458.59964860981,1771.58918122677,5.2,468.717517477422,2.36,1.03727604895365,404.282317164715,65.6876794180865
1989-04-01,1059.31536812594,1387.40648970471,1459.13543829286,1771.78806362007,5.2,467.585837779416,2.4325,1.05996530362942,404.571438525403,65.1961781537144
1989-07-01,1059.77840723526,1387.11480825049,1459.59847740218,1771.62450347918,5.2,467.302279391386,2.27,0.727161518373831,405.037525900661,65.7480839965325
1989-10-01,1059.70096628011,1385.12526315066,1460.615937896,1771.37099960658,5.4,468.198680208699,2.1525,0.709807480207489,405.047974857516,65.5061482816997
1990-01-01,1060.56192511675,1386.3715789189,1461.1132599683,1772.04053237093,5.3,468.230449148927,2.0625,1.07331863919568,405.989113415272,65.6890050106542
1990-04-01,1060.61394201103,1384.08885941348,1461.71023733934,1771.09501634441,5.3,468.490574463848,2.06,1.11438352842628,406.68363228055,65.8285834306934
1990-07-01,1060.32627193863,1381.41063725572,1462.50365887736,1770.09426886863,5.7,468.635298834457,2.04,0.852459759755795,407.005186965306,65.8708586630217
1990-10-01,1059.05915095488,1376.02770902262,1462.30606680528,1769.4948945638,6.1,469.519882088559,1.935,0.742068820655542,405.9615081701,65.7838520476311
1991-01-01,1058.28146744952,1372.2647292023,1461.52838329992,1768.42422135945,6.6,468.881752243666,1.6075,0.974340339946346,406.271628676392,66.2298483311798
1991-04-01,1058.73921517291,1371.85290622893,1461.98613102332,1767.92852778077,6.8,468.645240944272,1.465,0.731123513742002,407.889245766318,66.8928341973702
1991-07-01,1058.8879740723,1372.87123582508,1461.77964976227,1767.95993792434,6.9,468.32569545853,1.41,0.779432256479005,408.740386454277,66.7036431621175
1991-10-01,1058.89553217522,1373.31076004245,1461.78720786519,1767.18414543245,7.1,468.839365795873,1.205,0.591109197451566,409.210873128052,66.4981621120995
1992-01-01,1059.79089209738,1372.46694569342,1463.39179061829,1767.40054113419,7.4,469.239067452397,1.005,0.370693136343409,411.169320055671,69.0327502596188
1992-04-01,1060.53466736981,1375.80826960618,1463.95873118505,1767.54480136036,7.6,468.912403584903,0.9425,0.599860655479304,412.017473892312,68.6730257165647
1992-07-01,1061.14987147446,1376.42347371083,1464.75076999538,1767.3663706482,7.6,468.671447223989,0.815,0.488132669086902,412.9084096026,68.8173148853409
1992-10-01,1061.84206864179,1377.96673984495,1465.61948971516,1767.42341857369,7.4,467.852198106929,0.76,0.685097117984829,413.502254637336,68.6456948105757
1993-01-01,1061.71478922184,1379.10263511559,1465.66842179455,1767.66886215576,7.1,467.280292912982,0.76,0.559492716452692,412.634374999491,66.8829887825135
1993-04-01,1061.99117100006,1380.21235504972,1466.12070511329,1768.30461468134,7.1,468.046048647937,0.75,0.593882734254875,412.053199197575,66.4044808560799
1993-07-01,1062.12541722776,1379.93080026256,1466.60582889396,1768.2875312515,6.8,467.358139942927,0.765,0.591929700045871,412.492226268624,65.4730014055611
1993-10-01,1063.15915611051,1383.43380040434,1467.11278868322,1768.90586762015,6.6,467.148272430634,0.7475,0.543660583980711,412.881039910338,66.4067298940086
1994-01-01,1063.85681098023,1386.54121043197,1467.6342320536,1768.90292597578,6.6,465.934536483463,0.8025,0.477710368660779,413.159217624877,65.4663503366214
1994-04-01,1064.9084858097,1389.94593500246,1468.1554016601,1769.81906968131,6.2,466.22014233779,0.985,0.481559093324982,413.252306579694,65.3212319363071
1994-07-01,1065.16909388442,1388.64401128686,1468.59315769965,1770.3623448387,6,466.134916902104,1.1225,0.572088303900341,412.686015389878,65.1620068453913
1994-10-01,1066.00319782259,1391.81285162473,1469.07265133715,1770.74769023619,5.6,465.34965779866,1.2925,0.540090822074798,413.729229575737,65.9595202114614
1995-01-01,1066.08763351575,1391.5119303863,1469.33454936616,1770.2530286526,5.5,465.456084486326,1.4525,0.541704142569448,413.802646330822,66.1743688620592
1995-04-01,1066.10169920253,1389.96954441897,1470.05533177524,1769.07313982785,5.7,465.388880809995,1.505,0.478897201937601,414.269018315238,67.2069606535172
1995-07-01,1066.62773934245,1390.1026567449,1470.40516041582,1769.77889160938,5.7,465.614580855443,1.45,0.491518943402771,414.261077963159,67.3793297816619
1995-10-01,1066.99781273203,1391.25704788058,1470.59871125294,1769.40723720924,5.6,465.630416684505,1.43,0.480216202015356,414.804329455604,67.6072741258702
1996-01-01,1067.49605831973,1391.75529346829,1471.44969089244,1769.27254653902,5.5,465.774686633903,1.34,0.479397233880854,415.418456257812,69.2640328167932
1996-04-01,1068.86668185426,1395.06021328712,1472.2907456695,1769.87666486088,5.5,465.338448397697,1.31,0.413920679356885,416.385507748617,68.5394339499157
1996-07-01,1069.43284336929,1397.1473166685,1472.85690718453,1770.47724750419,5.3,465.38607967647,1.3275,0.327270084221435,416.750208283983,68.4910853407562
1996-10-01,1070.14676095768,1396.72270203439,1473.57082477292,1770.59042328578,5.3,465.359931979186,1.32,0.531908374921492,416.840015205151,68.9265595060241
1997-01-01,1070.52648976215,1398.61761134092,1473.95055357739,1771.21664701001,5.2,466.128429383624,1.32,0.595758809462168,416.633958939325,68.3496443538348
1997-04-01,1071.89187352992,1401.1045021907,1474.42704260344,1771.24718143712,5,465.241247586268,1.38,0.198282103071249,418.104200104941,69.1818423076328
1997-07-01,1072.80138111525,1402.75475390381,1475.51496236811,1771.4984811855,4.9,465.067171735104,1.3825,0.435705391141351,418.913945777514,70.3029245371994
1997-10-01,1073.33921664509,1403.66091397529,1476.23089233506,1771.54880011586,4.7,466.137697138331,1.3775,0.331994642350559,419.393345405668,70.1354165777277
1998-01-01,1074.08216534086,1405.86374261317,1476.97384103082,1771.48495257185,4.6,467.170287951666,1.38,0.141946700632773,420.300462837121,70.8651379401878
1998-04-01,1074.72936093812,1406.14796140537,1477.97627678852,1771.37203163964,4.4,467.829421035142,1.375,0.236130997784713,420.814932466259,72.0910939598146
1998-07-01,1075.6689378739,1407.81217919323,1478.73839138846,1771.3236321168,4.5,467.797524416369,1.3825,0.422212389227893,422.166713663069,73.1428345775158
1998-10-01,1076.96422149165,1410.89641928606,1479.49939056516,1772.22226923197,4.4,467.645191736186,1.215,0.281434077221579,422.931242263259,72.7610901087931
1999-01-01,1077.64531596719,1412.28423048391,1480.35889722006,1771.90276300921,4.3,467.973284990172,1.1825,0.324512276845771,424.299442597832,74.4219505575804
1999-04-01,1078.20348794996,1412.84240246668,1481.45040380036,1771.85395320139,4.3,467.720018816129,1.1875,0.377036547504795,424.663637256436,74.1310778305417
1999-07-01,1079.20370294286,1414.19411167032,1482.45061879326,1771.86633625325,4.2,467.354477911781,1.2725,0.353150934390495,425.575454373095,74.4005348274104
1999-10-01,1080.52938902093,1415.87006080351,1483.95345283617,1772.16442352356,4.1,467.393837720433,1.3275,0.55324207080394,427.035457640225,75.688450408549
