h,impulse,response,median,pctl_16,pctl_84,model,irf
14,unemployment,inflation,-0.0210350400327634,-0.0393667268519668,-0.00441344728725193,bayesian_fd,
15,unemployment,inflation,-0.0181933345100308,-0.0363309289331886,-0.00157454198866166,bayesian_fd,
16,unemployment,inflation,-0.0152973937007487,-0.0337985746554711,0.00103810006465379,bayesian_fd,
17,unemployment,inflation,-0.0128461018642704,-0.0306870012756599,0.00333440988957234,bayesian_fd,
18,unemployment,inflation,-0.0106494167946728,-0.0284399852345889,0.00492242148480291,bayesian_fd,
19,unemployment,inflation,-0.00869250582999633,-0.025996007091088,0.00670209862116724,bayesian_fd,
20,unemployment,inflation,-0.00725091140533185,-0.0243032524014889,0.00768412305270466,bayesian_fd,
21,unemployment,inflation,-0.00592396731434072,-0.0226920213810985,0.00920129685555403,bayesian_fd,
22,unemployment,inflation,-0.00503637704176587,-0.0217860259714796,0.00981376580784556,bayesian_fd,
23,unemployment,inflation,-0.00425351451809001,-0.0205490814909546,0.00985077286757977,bayesian_fd,
24,unemployment,inflation,-0.00355783774425574,-0.0198118144657486,0.00988400052975693,bayesian_fd,
25,unemployment,inflation,-0.00320403332022748,-0.0192510472840918,0.0100193618460216,bayesian_fd,
26,unemployment,inflation,-0.0031437227338045,-0.0182587403629256,0.00986892960671328,bayesian_fd,
27,unemployment,inflation,-0.00288192503428246,-0.0172456550837259,0.00990767405667314,bayesian_fd,
28,unemployment,inflation,-0.00297236876275491,-0.0169800666330381,0.00946942190526722,bayesian_fd,
29,unemployment,inflation,-0.00335763501748898,-0.0172826061283561,0.00895203131574705,bayesian_fd,
30,unemployment,inflation,-0.00347930589407444,-0.017433388826204,0.00844603396378189,bayesian_fd,
31,unemployment,inflation,-0.00367211260569136,-0.0172237160730651,0.00790510583129794,bayesian_fd,
32,unemployment,inflation,-0.00390397859975931,-0.0169991700558269,0.00728462218007697,bayesian_fd,
33,unemployment,inflation,-0.00445491467635628,-0.0166172912665942,0.00685508420607027,bayesian_fd,
34,unemployment,inflation,-0.00489160578878688,-0.0162483997934084,0.00597848718325001,bayesian_fd,
35,unemployment,inflation,-0.00492963959700762,-0.0162307819889224,0.00570760181597661,bayesian_fd,
36,unemployment,inflation,-0.00519156479836095,-0.0161265315281563,0.00520231113021282,bayesian_fd,
37,unemployment,inflation,-0.00552396220300804,-0.0160245501576753,0.00487397128775957,bayesian_fd,
38,unemployment,inflation,-0.00543645742704096,-0.0158194749863591,0.00441565238046008,bayesian_fd,
39,unemployment,inflation,-0.00551167413114742,-0.0158559573055181,0.00407514249776134,bayesian_fd,
40,unemployment,inflation,-0.00557009912095209,-0.0158832724300515,0.00368336952520276,bayesian_fd,
1,unemployment,productivity,-0.377959628561091,-0.438304303508571,-0.310255802355967,bayesian_fd,
2,unemployment,productivity,-0.236599916255926,-0.302684234181312,-0.161732406922396,bayesian_fd,
3,unemployment,productivity,-0.134404392648177,-0.206261719921884,-0.057119759212257,bayesian_fd,
4,unemployment,productivity,-0.0566159887812536,-0.129732586745242,0.0249518449009243,bayesian_fd,
5,unemployment,productivity,0.00653746375925315,-0.0732044439587884,0.0914725165176418,bayesian_fd,
6,unemployment,productivity,0.0545259078169102,-0.027511871442042,0.145521660302026,bayesian_fd,
7,unemployment,productivity,0.089058680300346,0.00286527594315662,0.189045515405745,bayesian_fd,
8,unemployment,productivity,0.110655374070758,0.0184328046291488,0.212198519497896,bayesian_fd,
9,unemployment,productivity,0.124580642382739,0.0248989782126296,0.228838575452687,bayesian_fd,
10,unemployment,productivity,0.125500459749684,0.0282758375762238,0.234443080901313,bayesian_fd,
11,unemployment,productivity,0.122283492548654,0.0208429024895894,0.237164886602748,bayesian_fd,
12,unemployment,productivity,0.114327099956088,0.0066016869552223,0.235177691230904,bayesian_fd,
13,unemployment,productivity,0.0986464706256032,-0.0132008081404197,0.226972989761281,bayesian_fd,
14,unemployment,productivity,0.0848304640169588,-0.0338657765806075,0.214476297466909,bayesian_fd,
15,unemployment,productivity,0.0661903323765289,-0.0534305859443514,0.197170738273889,bayesian_fd,
16,unemployment,productivity,0.0492168751787771,-0.0744766773243344,0.180111267173837,bayesian_fd,
17,unemployment,productivity,0.028762759103292,-0.0980603532478171,0.160643282666189,bayesian_fd,
18,unemployment,productivity,0.0110591253629101,-0.121456244918591,0.14160195703737,bayesian_fd,
19,unemployment,productivity,-0.00919808980227561,-0.142993330146188,0.12618087951583,bayesian_fd,
20,unemployment,productivity,-0.0265421347070176,-0.163153400841704,0.113098968287078,bayesian_fd,
21,unemployment,productivity,-0.0408741561479753,-0.178724060562266,0.0982277397511529,bayesian_fd,
22,unemployment,productivity,-0.052137196826311,-0.194217356517048,0.0852310420750755,bayesian_fd,
23,unemployment,productivity,-0.0636035393527746,-0.206814015726168,0.0717825913348778,bayesian_fd,
24,unemployment,productivity,-0.072241665696972,-0.216346750277564,0.0636090780658445,bayesian_fd,
25,unemployment,productivity,-0.079621902606355,-0.225491864966795,0.0559010125400278,bayesian_fd,
26,unemployment,productivity,-0.0857246847730461,-0.232483906985244,0.0504875548204478,bayesian_fd,
27,unemployment,productivity,-0.089633879040548,-0.237755251367815,0.0492495225475948,bayesian_fd,
28,unemployment,productivity,-0.0924968350700814,-0.239070121346951,0.0492169358817083,bayesian_fd,
29,unemployment,productivity,-0.0915336045605403,-0.241349049297697,0.0469187328543973,bayesian_fd,
30,unemployment,productivity,-0.0916422017682627,-0.23944354939395,0.0428754843318956,bayesian_fd,
31,unemployment,productivity,-0.0909387769094369,-0.239565487728085,0.0449733275665129,bayesian_fd,
32,unemployment,productivity,-0.087368871194417,-0.2408270945532,0.0488408814094104,bayesian_fd,
33,unemployment,productivity,-0.0826466273951358,-0.237670922620254,0.0541222202961451,bayesian_fd,
34,unemployment,productivity,-0.0778526459517565,-0.231937359022246,0.0581594694469436,bayesian_fd,
35,unemployment,productivity,-0.0744656709718609,-0.230127804457356,0.061611041391258,bayesian_fd,
36,unemployment,productivity,-0.0706515351284654,-0.226705953548201,0.0644826031127061,bayesian_fd,
37,unemployment,productivity,-0.0671058576992329,-0.225266903517095,0.0716067431142196,bayesian_fd,
38,unemployment,productivity,-0.0636962001767084,-0.221836768085771,0.0764141858285539,bayesian_fd,
39,unemployment,productivity,-0.061550991611313,-0.217849417639248,0.0805267011174193,bayesian_fd,
40,unemployment,productivity,-0.0575133543452534,-0.21319268532957,0.0842578208084895,bayesian_fd,
1,unemployment,TFP,0.0663576925982846,-0.00595238955889949,0.140939832281508,bayesian_fd,
2,unemployment,TFP,0.0807121524491902,0.0120723243097392,0.148378572960082,bayesian_fd,
3,unemployment,TFP,0.0590740553464356,-0.0103112421802663,0.130926496890694,bayesian_fd,
4,unemployment,TFP,0.0393867977356912,-0.0361819869057005,0.114873409489958,bayesian_fd,
5,unemployment,TFP,0.0140568645485416,-0.0645327827800252,0.0973034078002099,bayesian_fd,
6,unemployment,TFP,-0.0103472265722119,-0.091050581742117,0.0805537676369072,bayesian_fd,
7,unemployment,TFP,-0.032233181529778,-0.120551019227331,0.0634915237305716,bayesian_fd,
8,unemployment,TFP,-0.0512881138195903,-0.142856589726121,0.0460792338727593,bayesian_fd,
9,unemployment,TFP,-0.0678228004431781,-0.165144297155659,0.0331009471408498,bayesian_fd,
10,unemployment,TFP,-0.0805900473779256,-0.182229704113821,0.021147868105242,bayesian_fd,
11,unemployment,TFP,-0.0934242145368828,-0.198276002950106,0.0144983898051641,bayesian_fd,
12,unemployment,TFP,-0.101509656534142,-0.210126225248065,0.00907990564123577,bayesian_fd,
13,unemployment,TFP,-0.108301035100814,-0.218840443441972,0.00448863939085749,bayesian_fd,
14,unemployment,TFP,-0.114685771137901,-0.224466261374656,0.000279186009846981,bayesian_fd,
15,unemployment,TFP,-0.115515693042413,-0.229855646186004,-0.00208057403622586,bayesian_fd,
16,unemployment,TFP,-0.118095262053572,-0.234425534338345,-0.000993948097290646,bayesian_fd,
17,unemployment,TFP,-0.117972622734413,-0.238125299553724,0.00251312792127074,bayesian_fd,
18,unemployment,TFP,-0.11727371802352,-0.240760077401442,0.00502830251262415,bayesian_fd,
19,unemployment,TFP,-0.11486328569218,-0.239154420979244,0.00661199764428073,bayesian_fd,
20,unemployment,TFP,-0.113017965291259,-0.2403823932653,0.00855034900114785,bayesian_fd,
21,unemployment,TFP,-0.10909860474494,-0.235824427448711,0.0108923901859175,bayesian_fd,
22,unemployment,TFP,-0.105682086972088,-0.233889147257623,0.0139382325058455,bayesian_fd,
23,unemployment,TFP,-0.102454336311096,-0.226900094145774,0.0152914760442459,bayesian_fd,
24,unemployment,TFP,-0.0977923738755398,-0.224539009147447,0.0172439121509959,bayesian_fd,
25,unemployment,TFP,-0.0920075149763039,-0.221706006994472,0.0201082210064843,bayesian_fd,
26,unemployment,TFP,-0.0860719998176882,-0.218242768205956,0.0212309212040473,bayesian_fd,
27,unemployment,TFP,-0.0819352635163596,-0.213016716301432,0.0213282350377992,bayesian_fd,
28,unemployment,TFP,-0.0801206222250064,-0.209524927394756,0.020379300905406,bayesian_fd,
29,unemployment,TFP,-0.0776130642223895,-0.204535487701612,0.0221565645161473,bayesian_fd,
30,unemployment,TFP,-0.0755306530441224,-0.198617066571504,0.0243136613826775,bayesian_fd,
31,unemployment,TFP,-0.0703768184236984,-0.195493720145656,0.0266622675703379,bayesian_fd,
32,unemployment,TFP,-0.0672680442490433,-0.190814502083242,0.0296765960730126,bayesian_fd,
33,unemployment,TFP,-0.0626674612363334,-0.188550897451327,0.0294411510499862,bayesian_fd,
34,unemployment,TFP,-0.0600971951122502,-0.184076520204126,0.0305809714185783,bayesian_fd,
35,unemployment,TFP,-0.0578808674217716,-0.180353523311985,0.0325712656237797,bayesian_fd,
36,unemployment,TFP,-0.0557356092727352,-0.175912601043077,0.0343203200927752,bayesian_fd,
37,unemployment,TFP,-0.0555835680038916,-0.172552389353017,0.0338763716142697,bayesian_fd,
38,unemployment,TFP,-0.0548923674301088,-0.169258933155056,0.0350021124543802,bayesian_fd,
39,unemployment,TFP,-0.0530546897955922,-0.166976009631618,0.0360600665332061,bayesian_fd,
40,unemployment,TFP,-0.0520596255104113,-0.166008253378853,0.0367390401497,bayesian_fd,
1,Main,output,-0.628284502012183,-0.675958354209471,-0.58477327563055,bayesian_td4,
2,Main,output,-0.649172578725365,-0.707397078883094,-0.599476534236044,bayesian_td4,
3,Main,output,-0.640362445569875,-0.711592178603851,-0.581262933817008,bayesian_td4,
4,Main,output,-0.611954715411961,-0.699123588929493,-0.545620990278679,bayesian_td4,
5,Main,output,-0.575523881505708,-0.676141724275704,-0.497251467968232,bayesian_td4,
6,Main,output,-0.532810527106371,-0.644519046797186,-0.445293159322924,bayesian_td4,
7,Main,output,-0.485982136338782,-0.60899242866102,-0.390219580556438,bayesian_td4,
8,Main,output,-0.439787518055196,-0.570744100519073,-0.334467276567824,bayesian_td4,
9,Main,output,-0.391243342695771,-0.530296519146395,-0.278096908562832,bayesian_td4,
10,Main,output,-0.343235701607197,-0.492465908328623,-0.225491595083752,bayesian_td4,
11,Main,output,-0.303106042950781,-0.455349612428232,-0.174039607791201,bayesian_td4,
12,Main,output,-0.263378602588434,-0.420563595611171,-0.129830502431205,bayesian_td4,
13,Main,output,-0.227518429741764,-0.388244184801777,-0.0863105571435689,bayesian_td4,
14,Main,output,-0.194404834670702,-0.359888292451157,-0.0494451283367064,bayesian_td4,
15,Main,output,-0.168582781400516,-0.33715098043222,-0.0192205410221044,bayesian_td4,
16,Main,output,-0.148078258723578,-0.320421655630201,0.00606773379750168,bayesian_td4,
17,Main,output,-0.129992881603832,-0.309295004490027,0.0279858983778626,bayesian_td4,
18,Main,output,-0.117930931771282,-0.293013893152943,0.0463623448907989,bayesian_td4,
19,Main,output,-0.105135276107518,-0.281464378301104,0.0545165410107206,bayesian_td4,
20,Main,output,-0.0968486255872072,-0.274979111647829,0.0620159209689261,bayesian_td4,
21,Main,output,-0.09251791493458,-0.272359317055248,0.0652748000363884,bayesian_td4,
22,Main,output,-0.0913374844358347,-0.272493265198924,0.0672176837698307,bayesian_td4,
23,Main,output,-0.0956858567684011,-0.27038549076253,0.0675055393396527,bayesian_td4,
24,Main,output,-0.0978160768215983,-0.269099854233406,0.062532516588794,bayesian_td4,
25,Main,output,-0.103040910430082,-0.270695659437844,0.0566079397337314,bayesian_td4,
26,Main,output,-0.108364924684821,-0.275677336929611,0.0516608003126955,bayesian_td4,
27,Main,output,-0.112345830101688,-0.27959143826748,0.0448008665833779,bayesian_td4,
28,Main,output,-0.11946793450926,-0.286063357181332,0.0382510127324475,bayesian_td4,
29,Main,output,-0.126794548307361,-0.292267942337502,0.0313204094624639,bayesian_td4,
30,Main,output,-0.132634507353944,-0.29804980734184,0.025932370860969,bayesian_td4,
31,Main,output,-0.141656380599848,-0.30258526314834,0.0195911961984473,bayesian_td4,
32,Main,output,-0.146006328966398,-0.310184474972738,0.0114205358849552,bayesian_td4,
33,Main,output,-0.150225254111871,-0.316036925857211,0.00581596409085577,bayesian_td4,
34,Main,output,-0.15351560586571,-0.32069051203643,0.00214218584167882,bayesian_td4,
35,Main,output,-0.157325216981188,-0.322130226618994,-0.00403135746206487,bayesian_td4,
36,Main,output,-0.159678861540645,-0.323962620137258,-0.00895013728003295,bayesian_td4,
37,Main,output,-0.160439832875809,-0.326687284994928,-0.0123870772956692,bayesian_td4,
38,Main,output,-0.163246027666649,-0.329162673716266,-0.0143345084121865,bayesian_td4,
39,Main,output,-0.165878997697131,-0.332649488738466,-0.0163513839104377,bayesian_td4,
40,Main,output,-0.169088764922192,-0.334052222982639,-0.0198555534738492,bayesian_td4,
1,Main,investment,-2.31417485095275,-2.4673856104927,-2.15285807987146,bayesian_td4,
2,Main,investment,-2.37452366268731,-2.56491221921036,-2.1941613900351,bayesian_td4,
3,Main,investment,-2.21719626903158,-2.44541550305094,-2.00485450408348,bayesian_td4,
4,Main,investment,-2.00591327454269,-2.27521867668471,-1.76022670515764,bayesian_td4,
5,Main,investment,-1.77964643307447,-2.08984821833616,-1.49517806140691,bayesian_td4,
6,Main,investment,-1.54375861430852,-1.87557321634457,-1.22600594159307,bayesian_td4,
7,Main,investment,-1.30493473153746,-1.64929455468637,-0.963613020849015,bayesian_td4,
8,Main,investment,-1.06830987090339,-1.43567345183306,-0.710403448049452,bayesian_td4,
9,Main,investment,-0.853779217214693,-1.2335081044534,-0.487900047186548,bayesian_td4,
10,Main,investment,-0.645540717684089,-1.03913655211227,-0.280068236784055,bayesian_td4,
11,Main,investment,-0.465905430110229,-0.868696839912332,-0.0838103647056671,bayesian_td4,
12,Main,investment,-0.310879000817097,-0.717689696842688,0.103985274020837,bayesian_td4,
13,Main,investment,-0.173352802774078,-0.587797357089555,0.236697207937271,bayesian_td4,
14,Main,investment,-0.0591295084510213,-0.501972274250785,0.36045650537774,bayesian_td4,
15,Main,investment,0.0350142775873798,-0.396634302270964,0.451149763245641,bayesian_td4,
16,Main,investment,0.0996530375817789,-0.329235648747253,0.51091831925975,bayesian_td4,
17,Main,investment,0.149852147610596,-0.275827295654675,0.561019816022436,bayesian_td4,
18,Main,investment,0.171523694656426,-0.240694298897427,0.599721620378739,bayesian_td4,
19,Main,investment,0.178416413611625,-0.219547840593167,0.608076453434413,bayesian_td4,
20,Main,investment,0.181665725963037,-0.203422644180493,0.605393578292796,bayesian_td4,
21,Main,investment,0.173305708756429,-0.204188009610029,0.595159128424947,bayesian_td4,
22,Main,investment,0.16697960348921,-0.21776072875076,0.568346584592401,bayesian_td4,
23,Main,investment,0.144277632886536,-0.231953020581305,0.522306946063981,bayesian_td4,
24,Main,investment,0.108379904705511,-0.25566745001988,0.474007042289033,bayesian_td4,
25,Main,investment,0.0701802955161037,-0.275987965767252,0.435862255388316,bayesian_td4,
26,Main,investment,0.0298438830713024,-0.288268043755002,0.400681059517156,bayesian_td4,
27,Main,investment,-0.00189672015071133,-0.307209003474693,0.362631560116069,bayesian_td4,
28,Main,investment,-0.031847818880163,-0.324232152905513,0.315238996722456,bayesian_td4,
29,Main,investment,-0.0658436837831442,-0.354881147649993,0.269335785532049,bayesian_td4,
30,Main,investment,-0.091080758302999,-0.379764778965585,0.22503090497808,bayesian_td4,
31,Main,investment,-0.116297456487334,-0.408754193164161,0.197169943597498,bayesian_td4,
32,Main,investment,-0.134194420076683,-0.424840864791247,0.163333295105024,bayesian_td4,
33,Main,investment,-0.160846406090771,-0.448263417913216,0.13243023963689,bayesian_td4,
34,Main,investment,-0.180848359892441,-0.46631879720546,0.102061306806396,bayesian_td4,
35,Main,investment,-0.197197879167602,-0.484277237806586,0.0796001602412755,bayesian_td4,
36,Main,investment,-0.210325603975848,-0.489261636918771,0.0603095742565371,bayesian_td4,
37,Main,investment,-0.219834876322923,-0.496419543534533,0.0478597408739829,bayesian_td4,
38,Main,investment,-0.226407826742459,-0.507806601581734,0.0332890561199189,bayesian_td4,
39,Main,investment,-0.232275232356649,-0.508676665149155,0.0243209865706772,bayesian_td4,
40,Main,investment,-0.236482989165657,-0.507495168303489,0.0208165678971694,bayesian_td4,
1,Main,consumption,-0.123364953310228,-0.159287635526163,-0.0902856917121931,bayesian_td4,
2,Main,consumption,-0.181117428368692,-0.217978270435035,-0.143859133054,bayesian_td4,
3,Main,consumption,-0.211244422585741,-0.251104460592812,-0.167685438683285,bayesian_td4,
4,Main,consumption,-0.226371226056154,-0.274959373485008,-0.178264307923541,bayesian_td4,
5,Main,consumption,-0.230474031588419,-0.289545825877708,-0.176576905322369,bayesian_td4,
6,Main,consumption,-0.229130071832544,-0.294852531968977,-0.167771937316253,bayesian_td4,
7,Main,consumption,-0.22140832233913,-0.294404894986433,-0.155160424982759,bayesian_td4,
8,Main,consumption,-0.208489964568217,-0.28854431974495,-0.135213389261306,bayesian_td4,
9,Main,consumption,-0.194395283587628,-0.283435731675535,-0.113697912419218,bayesian_td4,
10,Main,consumption,-0.179849012300705,-0.27752876832084,-0.0937560583431766,bayesian_td4,
11,Main,consumption,-0.162479354343387,-0.268203862269377,-0.0684576904709206,bayesian_td4,
12,Main,consumption,-0.14671140147487,-0.257932022796311,-0.0435030592820737,bayesian_td4,
13,Main,consumption,-0.129798222921721,-0.248123981616823,-0.0211835209902553,bayesian_td4,
14,Main,consumption,-0.114510142496963,-0.238166796845185,-0.00160862512901452,bayesian_td4,
15,Main,consumption,-0.101129147063325,-0.231819124283887,0.0161527717366753,bayesian_td4,
16,Main,consumption,-0.0886368786310456,-0.225910913731516,0.0306550896830614,bayesian_td4,
17,Main,consumption,-0.0812112261530618,-0.223445041361075,0.0451461677441161,bayesian_td4,
18,Main,consumption,-0.0749832814499058,-0.21732593589365,0.0541225228324438,bayesian_td4,
19,Main,consumption,-0.0701823287287233,-0.21482878670341,0.0634645169752198,bayesian_td4,
20,Main,consumption,-0.066325596930181,-0.214744221750166,0.0690178273128987,bayesian_td4,
21,Main,consumption,-0.0641201228348442,-0.214753780278233,0.0742214064502598,bayesian_td4,
22,Main,consumption,-0.0637053593589798,-0.214650012126111,0.0782687780346435,bayesian_td4,
23,Main,consumption,-0.0665089646408468,-0.21695004588066,0.0791595060579028,bayesian_td4,
24,Main,consumption,-0.0699861722460664,-0.216329504056108,0.0802288253426248,bayesian_td4,
25,Main,consumption,-0.0729787018838062,-0.221575358854655,0.0771606031280363,bayesian_td4,
26,Main,consumption,-0.0753274226464602,-0.229402248116297,0.0751239892469865,bayesian_td4,
27,Main,consumption,-0.0801187481233211,-0.23414654959836,0.0728041765329032,bayesian_td4,
28,Main,consumption,-0.085036703802604,-0.240379307783721,0.0679824683793683,bayesian_td4,
29,Main,consumption,-0.0904568103640589,-0.245437953703326,0.0620713611658386,bayesian_td4,
30,Main,consumption,-0.0940732814605539,-0.252502984661343,0.057758051841634,bayesian_td4,
31,Main,consumption,-0.099231386887913,-0.261098503881647,0.0541563223655654,bayesian_td4,
32,Main,consumption,-0.103662168382611,-0.266360100011843,0.0482820447252614,bayesian_td4,
33,Main,consumption,-0.109340565937792,-0.271079351487701,0.0404032950378043,bayesian_td4,
34,Main,consumption,-0.114242919014742,-0.275351675678285,0.0379428159355187,bayesian_td4,
35,Main,consumption,-0.116884585220829,-0.280144444865534,0.0334629732219185,bayesian_td4,
36,Main,consumption,-0.123026103629842,-0.287349502648387,0.0276554631131691,bayesian_td4,
37,Main,consumption,-0.127024799959587,-0.294917116038929,0.0232475950682287,bayesian_td4,
38,Main,consumption,-0.12940027843665,-0.298378529051665,0.0198048213379296,bayesian_td4,
39,Main,consumption,-0.133392501811732,-0.301690020406265,0.0185518072618818,bayesian_td4,
40,Main,consumption,-0.137433008113799,-0.30553316986555,0.0153392255272988,bayesian_td4,
1,Main,hours_worked,-0.403472336064039,-0.448096969762618,-0.357294855890899,bayesian_td4,
2,Main,hours_worked,-0.443779802763598,-0.488204926594984,-0.398335882082088,bayesian_td4,
3,Main,hours_worked,-0.455981370274844,-0.506624741403367,-0.403392507093948,bayesian_td4,
4,Main,hours_worked,-0.44863055243388,-0.507455309137311,-0.388182153784102,bayesian_td4,
5,Main,hours_worked,-0.430895072381709,-0.496600383352073,-0.359285206691172,bayesian_td4,
6,Main,hours_worked,-0.397834915633641,-0.475478730853574,-0.323457588612595,bayesian_td4,
7,Main,hours_worked,-0.358005272848281,-0.445356042842295,-0.27950616045718,bayesian_td4,
8,Main,hours_worked,-0.316592229386922,-0.411523828083509,-0.229732784495282,bayesian_td4,
9,Main,hours_worked,-0.272254641625633,-0.374627839577806,-0.182891310227794,bayesian_td4,
10,Main,hours_worked,-0.228705040443421,-0.333565363616662,-0.13080129867273,bayesian_td4,
11,Main,hours_worked,-0.185401442966771,-0.294559534471246,-0.0844794386847603,bayesian_td4,
12,Main,hours_worked,-0.142816066134032,-0.258629516646921,-0.0413979250830678,bayesian_td4,
13,Main,hours_worked,-0.104247390539977,-0.220453753157292,-0.000313237880567788,bayesian_td4,
14,Main,hours_worked,-0.0685862044244797,-0.18773653697671,0.0365708980596331,bayesian_td4,
15,Main,hours_worked,-0.0370453740160836,-0.160050041486493,0.0668955101982703,bayesian_td4,
16,Main,hours_worked,-0.00917829823610737,-0.133737652916497,0.0958047286223571,bayesian_td4,
17,Main,hours_worked,0.0140383289702156,-0.110980357703634,0.118897786905601,bayesian_td4,
18,Main,hours_worked,0.0316089901506028,-0.0955553096237692,0.137251763025214,bayesian_td4,
19,Main,hours_worked,0.0436425373161312,-0.0817378465936053,0.15190620753745,bayesian_td4,
20,Main,hours_worked,0.0540029262242676,-0.0703484064705174,0.1665479875404,bayesian_td4,
21,Main,hours_worked,0.0593478040357026,-0.063138596251363,0.172192124080897,bayesian_td4,
22,Main,hours_worked,0.062859645863773,-0.0580088160162028,0.17926096040738,bayesian_td4,
23,Main,hours_worked,0.0657208468006822,-0.0579570708641601,0.178288732965969,bayesian_td4,
24,Main,hours_worked,0.062905850671453,-0.0558653498466411,0.174007841664374,bayesian_td4,
25,Main,hours_worked,0.0614765170339798,-0.056072905843967,0.170689193244761,bayesian_td4,
26,Main,hours_worked,0.0554761957084962,-0.060975119110618,0.162169155294694,bayesian_td4,
27,Main,hours_worked,0.0479618496390246,-0.0660574038950536,0.155500202080658,bayesian_td4,
28,Main,hours_worked,0.0388818214575933,-0.0709766878867313,0.147770143505683,bayesian_td4,
29,Main,hours_worked,0.0318428674997564,-0.0794053866046195,0.139127224852186,bayesian_td4,
30,Main,hours_worked,0.0226693195685422,-0.0841705483829691,0.127601572474591,bayesian_td4,
31,Main,hours_worked,0.0159363729234314,-0.0890704712675687,0.118414044794705,bayesian_td4,
32,Main,hours_worked,0.00780574346796856,-0.0963663199945669,0.110734319060036,bayesian_td4,
33,Main,hours_worked,-0.000313252762921598,-0.102263209193543,0.102305932395194,bayesian_td4,
34,Main,hours_worked,-0.00622063008218438,-0.10665825674173,0.095015960651092,bayesian_td4,
35,Main,hours_worked,-0.0137921301359589,-0.109911295647974,0.0879491710622493,bayesian_td4,
36,Main,hours_worked,-0.019314210165115,-0.117288548450909,0.080507840753753,bayesian_td4,
37,Main,hours_worked,-0.0243919519451814,-0.124131157639635,0.0746533789542955,bayesian_td4,
38,Main,hours_worked,-0.0291135168346607,-0.131438219225256,0.0696323144569178,bayesian_td4,
39,Main,hours_worked,-0.0332975452934375,-0.135804324068128,0.0645732410780392,bayesian_td4,
40,Main,hours_worked,-0.0381592177834033,-0.139514995201167,0.0596906489011441,bayesian_td4,
1,Main,unemployment,0.251208250036199,0.23515457538726,0.266894800007046,bayesian_td4,
2,Main,unemployment,0.327354973432006,0.309673556970417,0.345685864324566,bayesian_td4,
3,Main,unemployment,0.351307071240721,0.329452811732676,0.373286531458004,bayesian_td4,
4,Main,unemployment,0.355936235351313,0.329701725003783,0.383260043889315,bayesian_td4,
5,Main,unemployment,0.348511460546245,0.318701044639115,0.382028792801935,bayesian_td4,
6,Main,unemployment,0.3322385540106,0.297997698369297,0.372584404474414,bayesian_td4,
7,Main,unemployment,0.309551393831002,0.272399600969411,0.35485664237769,bayesian_td4,
8,Main,unemployment,0.282249060557096,0.242435233667822,0.330508418852394,bayesian_td4,
9,Main,unemployment,0.252690816356383,0.210195526536474,0.304106260164479,bayesian_td4,
10,Main,unemployment,0.222121517084107,0.176145866890636,0.275691548235499,bayesian_td4,
11,Main,unemployment,0.190052486408615,0.14170551450385,0.24383501915047,bayesian_td4,
12,Main,unemployment,0.157311758633802,0.108964806437421,0.213802400978802,bayesian_td4,
13,Main,unemployment,0.126589975127796,0.0774783655028047,0.185548064169935,bayesian_td4,
14,Main,unemployment,0.0981775962175524,0.049229460356854,0.159560563211918,bayesian_td4,
15,Main,unemployment,0.0718179284939245,0.0235422299342108,0.134835053439983,bayesian_td4,
16,Main,unemployment,0.0502275465298043,-0.00188297231515012,0.110820026092022,bayesian_td4,
17,Main,unemployment,0.0305732537775964,-0.0218212560781958,0.0911265658132054,bayesian_td4,
18,Main,unemployment,0.0137975247892277,-0.0396793507662165,0.0738848136666373,bayesian_td4,
19,Main,unemployment,-0.000480449840205591,-0.0551210005623781,0.0592423731704578,bayesian_td4,
20,Main,unemployment,-0.0113025691588039,-0.0657238439857524,0.0460341770743413,bayesian_td4,
21,Main,unemployment,-0.021168563522824,-0.0758439602544114,0.0344659477319763,bayesian_td4,
22,Main,unemployment,-0.0281549173234766,-0.0805973878620193,0.0264007940028441,bayesian_td4,
23,Main,unemployment,-0.0331079409401562,-0.0862723034199312,0.0188992833884014,bayesian_td4,
24,Main,unemployment,-0.036481727869871,-0.0858172033474779,0.0132875777330015,bayesian_td4,
25,Main,unemployment,-0.038970968553838,-0.0862473748455615,0.00985862795078448,bayesian_td4,
26,Main,unemployment,-0.0389448811700841,-0.0865604618902024,0.00747989763500808,bayesian_td4,
27,Main,unemployment,-0.0384931882350793,-0.0836805077372563,0.00545135836451603,bayesian_td4,
28,Main,unemployment,-0.0361932033308078,-0.0815821439419967,0.00451254689920621,bayesian_td4,
29,Main,unemployment,-0.033655291481941,-0.0786786252363628,0.00534376212161752,bayesian_td4,
30,Main,unemployment,-0.0311965617076322,-0.0756221967030815,0.0049280645102104,bayesian_td4,
31,Main,unemployment,-0.0277889047295449,-0.071181318069722,0.00712053708813617,bayesian_td4,
32,Main,unemployment,-0.0246522279126618,-0.0667971329438721,0.00883732644625362,bayesian_td4,
33,Main,unemployment,-0.0232408269115803,-0.0626825282710959,0.0106753052228148,bayesian_td4,
34,Main,unemployment,-0.0193218208767621,-0.058429670895344,0.0125060516284831,bayesian_td4,
35,Main,unemployment,-0.0169182084334066,-0.0542552730805054,0.0149066999373185,bayesian_td4,
36,Main,unemployment,-0.0144260790605566,-0.0517112537855079,0.0169655990018928,bayesian_td4,
37,Main,unemployment,-0.0129841339580311,-0.0478985498372018,0.0188310927457526,bayesian_td4,
