date,macro_uncert,macro_uncert_h3,macro_uncert_h12,fin_uncert,fin_uncert_h3,fin_uncert_h12,real_uncert,real_uncert_h3,real_uncert_h12
1960-07-01,0.624271012804722,0.746866440282217,0.861769275724888,0.908933417003729,0.943879093254461,0.982767819627362,0.690466690568032,0.778066738526445,0.85970201252659
1960-10-01,0.680050598570172,0.794224901659844,0.885598373960739,0.874642524151019,0.919036703776216,0.975746358927655,0.779085682616112,0.843346633631679,0.884323935523998
1961-01-01,0.665789663727865,0.790198881196656,0.890185944543661,0.850916271715741,0.899368078098453,0.967532158482498,0.751150200298884,0.825392979576426,0.87777226637605
1961-04-01,0.638179218977923,0.765399536041498,0.8765680181938,0.824839986653595,0.878914838547864,0.961811976829103,0.719793090901079,0.802899548676056,0.868748882645573
1961-07-01,0.620109327854817,0.748850330972912,0.866477221229309,0.814192611283525,0.870275425733984,0.959924284526111,0.717110074369631,0.805087714483262,0.87218385678998
1961-10-01,0.59767827570239,0.72844390221294,0.850895475139643,0.837430413280786,0.889423652131145,0.967019443776406,0.681378164269491,0.778723327754415,0.863645541629792
1962-01-01,0.588447051370828,0.722644008272508,0.844987009355437,0.931467559587284,0.964465121426851,0.992063936734608,0.663524399102536,0.768518667923498,0.85886568073729
1962-04-01,0.582304578606724,0.714794560603789,0.838003059137946,1.06007722472167,1.06364179387445,1.02326101341786,0.633883526722348,0.741634078192597,0.848124361600044
1962-07-01,0.556733600823023,0.690110480264543,0.8223501182421,1.01098661566028,1.02592829092956,1.00952266988708,0.608058348325692,0.715266470761985,0.836456128321377
1962-10-01,0.552447850159989,0.677370055213666,0.807083000246651,0.947126366365161,0.974973422914258,0.990796402166482,0.623169097409741,0.720565644961554,0.832535345199291
1963-01-01,0.533296133029603,0.6568771017106,0.796018621219437,0.795320773842531,0.854825199160441,0.950248898632661,0.612973050579145,0.71391931622241,0.83027267509611
1963-04-01,0.533954584353835,0.656412182411253,0.796284638930327,0.718314916135039,0.789807375327957,0.924403746703058,0.612831513182097,0.713304554560455,0.830126786323086
1963-07-01,0.532102320324773,0.657694485300777,0.797784471548788,0.676213913616921,0.753894643651861,0.909539159546568,0.608082074994261,0.713826182680334,0.833071117338946
1963-10-01,0.546313591034477,0.66652887528309,0.797450060467492,0.627685075214461,0.711668007533858,0.891290068871356,0.639207176647458,0.739527488507511,0.843409448504253
1964-01-01,0.538300034038109,0.656291739211969,0.792911287612221,0.606802766282363,0.693113057574178,0.882213917333995,0.653324158872831,0.748095951884923,0.848507910377708
1964-04-01,0.526488593580197,0.652143393218453,0.797342017725257,0.592730447280302,0.681119675766827,0.877549671657781,0.637573062917017,0.743042858548889,0.854559228932441
1964-07-01,0.580401505733148,0.703024083370714,0.822285704901292,0.613407647660426,0.698809544365088,0.884414577784741,0.718505418893114,0.812645338994353,0.882448294993406
