date,epu,epu_entilitlements,epu_finregulation,epu_fiscal,epu_govspending,epu_healthcare,epu_monetary,epu_natsecurity,epu_regulation,epu_sovdebtcurrency,epu_taxes,epu_trade,news_fsi,emv,emv_fincrisis,emv_finreg,emv_macronews
1889-01-01,,,,,,,,,,,,,99.911011993661,,,,
1889-04-01,,,,,,,,,,,,,99.5022367402264,,,,
1889-07-01,,,,,,,,,,,,,99.1580558965163,,,,
1889-10-01,,,,,,,,,,,,,99.7911798115737,,,,
1890-01-01,,,,,,,,,,,,,99.743354201036,,,,
1890-04-01,,,,,,,,,,,,,99.3449163446623,,,,
1890-07-01,,,,,,,,,,,,,99.6080617933284,,,,
1890-10-01,,,,,,,,,,,,,99.943075269977,,,,
1891-01-01,,,,,,,,,,,,,99.3719727524158,,,,
1891-04-01,,,,,,,,,,,,,99.2102654683576,,,,
1891-07-01,,,,,,,,,,,,,99.122827728004,,,,
1891-10-01,,,,,,,,,,,,,99.440640239624,,,,
1892-01-01,,,,,,,,,,,,,99.5313355909794,,,,
1892-04-01,,,,,,,,,,,,,99.1974059846897,,,,
1892-07-01,,,,,,,,,,,,,98.9851208466302,,,,
1892-10-01,,,,,,,,,,,,,99.202761795793,,,,
1893-01-01,,,,,,,,,,,,,99.3790026084334,,,,
1893-04-01,,,,,,,,,,,,,98.7131773525224,,,,
1893-07-01,,,,,,,,,,,,,99.3100600056144,,,,
1893-10-01,,,,,,,,,,,,,99.5194960663449,,,,
1894-01-01,,,,,,,,,,,,,99.7406233597356,,,,
1894-04-01,,,,,,,,,,,,,99.0186125920313,,,,
1894-07-01,,,,,,,,,,,,,99.1070256240215,,,,
1894-10-01,,,,,,,,,,,,,98.9731884250066,,,,
1895-01-01,,,,,,,,,,,,,98.947500109144,,,,
1895-04-01,,,,,,,,,,,,,98.9317840297061,,,,
1895-07-01,,,,,,,,,,,,,98.5041277672158,,,,
1895-10-01,,,,,,,,,,,,,98.6193787261931,,,,
1896-01-01,,,,,,,,,,,,,98.5803011330666,,,,
1896-04-01,,,,,,,,,,,,,98.3736209470166,,,,
1896-07-01,,,,,,,,,,,,,98.4950870825405,,,,
1896-10-01,,,,,,,,,,,,,98.6555802842048,,,,
1897-01-01,,,,,,,,,,,,,98.3943076708759,,,,
1897-04-01,,,,,,,,,,,,,98.717442748506,,,,
1897-07-01,,,,,,,,,,,,,98.2295508973273,,,,
1897-10-01,,,,,,,,,,,,,98.4978330515273,,,,
1898-01-01,,,,,,,,,,,,,98.4875526138243,,,,
1898-04-01,,,,,,,,,,,,,98.6897365238984,,,,
1898-07-01,,,,,,,,,,,,,98.6921199869534,,,,
1898-10-01,,,,,,,,,,,,,98.5690742001091,,,,
1899-01-01,,,,,,,,,,,,,98.3412933450236,,,,
1899-04-01,,,,,,,,,,,,,98.2480482441589,,,,
1899-07-01,,,,,,,,,,,,,98.5987445607347,,,,
1899-10-01,,,,,,,,,,,,,98.8233900970695,,,,
1900-01-01,,,,,,,,,,,,,99.8944058160768,,,,
