date,gz_spread,ebp,est_prob
1973-01-01,1.1018267879026915,0.01761609045218204,0.22533676533689295
1973-02-01,1.045423143140895,-1.939180362888759e-4,0.21919137975290115
1973-03-01,0.9956893667936312,-0.09294750226379024,0.1887829344411988
1973-04-01,0.9553327198084648,-0.15139517153352366,0.17102898698837377
1973-05-01,1.0073928110897448,-0.05616552975648314,0.2005172683465887
1973-06-01,1.1422628080798332,0.04992741646800414,0.23673112200952492
1973-07-01,0.9332407654266398,-0.3139647836519589,0.1274646804625447
1973-08-01,0.9432599258337324,-0.19689560349701696,0.15797312875613856
1973-09-01,0.770816861878993,-0.34805512356139356,0.11940738527505304
1973-10-01,1.2266048014370992,0.132110090796842,0.26708884782752806
1973-11-01,1.309286649008018,0.08199220024855292,0.24834490097376943
1973-12-01,1.2373560988718553,0.01240182393816224,0.22352754044128345
1974-01-01,1.1116754127027628,-0.03909410842397243,0.206109106170234
1974-02-01,1.2493236783221096,0.16812511963478016,0.28098601708385496
1974-03-01,1.1642054913883215,-0.07826121555301202,0.19341655452592216
1974-04-01,1.1758896088595747,0.0698677382410613,0.2439180724422128
1974-05-01,1.21719064751747,0.08012169880359288,0.24765916958060905
1974-06-01,1.7519119977036726,0.6723140168224964,0.5016882005711586
1974-07-01,2.43916325793796,1.2326461169021243,0.7432588490669763
1974-08-01,1.92326740115409,0.7995577148771713,0.5602703021977523
1974-09-01,2.1948562353303114,0.9088288081846184,0.6095915385429233
1974-10-01,2.3949455635439416,1.0651409435515435,0.6770106465622218
1974-11-01,2.207241842416999,1.0080402967465143,0.6529140101268929
1974-12-01,2.5232673424169105,1.1675324052293616,0.7183629292936669
1975-01-01,1.6641929937454714,0.4008411163279249,0.378169002691186
1975-02-01,1.5799738986631375,0.4095528540260125,0.3820123438882061
1975-03-01,1.831421520262484,0.5981319259244342,0.4674368014482945
1975-04-01,1.490072031684487,0.23771821092699197,0.3087892300319819
1975-05-01,1.54039950108931,0.350407309544881,0.356166306162798
1975-06-01,1.4051214139131998,0.24735575452778824,0.31273267130611104
1975-07-01,1.4292460024258211,0.3653126195930583,0.362623123269376
1975-08-01,1.2422426193442044,0.11384776252515816,0.26017697869939416
1975-09-01,1.3664161352753077,0.29110479910080134,0.33089895511786693
1975-10-01,1.2958257093283778,0.0977955949866618,0.2541786458392293
1975-11-01,1.2765636594092638,0.17287612014773002,0.28284505373393687
1975-12-01,1.1991074011189868,-0.03959498541832418,0.20594373573884353
1976-01-01,0.9674096710015536,-0.1499808793681342,0.17144556486060175
1976-02-01,1.0469007895261249,-0.05187194156197083,0.20191501227763425
1976-03-01,0.9955225191692078,-0.09889353889777086,0.18692654145444365
1976-04-01,1.0375807310964729,-0.04174097570159385,0.2052361032815324
1976-05-01,1.005484866520766,-0.1011126981715309,0.18623660927097463
1976-06-01,0.998027705588457,-0.03763206971297328,0.20659226557679425
1976-07-01,0.9617176785764174,-0.0784323754395142,0.19336215595196649
1976-08-01,0.8894486403649354,-0.160034502767065,0.16849835725747914
1976-09-01,0.83918183790734,-0.19596541913077437,0.1582333047798114
1976-10-01,0.9034786701147208,-0.13582785118043028,0.17564998480370178
1976-11-01,0.8291283900156177,-0.370138214910076,0.11438378549469708
1976-12-01,1.0840167920685375,-0.03412835196838704,0.2077528645116709
1977-01-01,0.9670989016344392,-0.3016927957048794,0.1304556841802334
1977-02-01,0.9206514937709138,-0.18898978327719984,0.16019337214361537
1977-03-01,0.9071250487410136,-0.1597698736175731,0.16857551310513794
1977-04-01,0.8503124293583652,-0.24227578462738475,0.1456212342280518
1977-05-01,0.7991848859930067,-0.2523073787287061,0.14298086679946895
1977-06-01,0.8399434125378092,-0.2639234775245901,0.13996410391363134
1977-07-01,0.8732945856008134,-0.1786692984049263,0.16312228787628005
1977-08-01,0.9241339814992364,-0.18639765495532937,0.1609257557178295
1977-09-01,0.943336649159215,-0.13825588347023987,0.17492408725893388
1977-10-01,0.9325222655950992,-0.14906429515786046,0.1717158895500914
1977-11-01,0.935028180607198,-0.13221798538278218,0.17673273241087545
1977-12-01,0.7882763677006503,-0.3318264291781827,0.12319709847299952
1978-01-01,0.759513126712875,-0.3372495432772271,0.12192143055869537
1978-02-01,0.7191687235261861,-0.3379600566731773,0.12175498791234528
1978-03-01,0.7255268727972175,-0.33471462169637434,0.12251655538395673
1978-04-01,0.7369143187339416,-0.2827903802174726,0.13515703561184966
1978-05-01,0.7784348604544221,-0.2417235371497174,0.1457675345893109
1978-06-01,0.6299066215423954,-0.44481044158628347,0.09851597819090308
1978-07-01,0.6259920288228817,-0.3608771566149246,0.11647192075630756
1978-08-01,0.6054745490896358,-0.38907967219356854,0.1101962812312117
1978-09-01,0.6436323087965222,-0.3188275844370052,0.12629278410184538
1978-10-01,0.5629925004200966,-0.5052580662430144,0.0869010894425244
1978-11-01,0.6671743787992502,-0.2558126665075524,0.14206593157331449
1978-12-01,0.6444213873107442,-0.3914763916309164,0.10967436367514448
1979-01-01,0.6952421904911633,-0.26628255393181377,0.1393567624353954
1979-02-01,0.6638576645251255,-0.3227044010645105,0.1253638968830048
1979-03-01,0.6506520205270432,-0.1915034772590749,0.15948523376761262
1979-04-01,0.6444352858070996,-0.2400455742258033,0.1462126633459834
1979-05-01,0.7059792549205242,-0.2667258646820123,0.1392428330216424
1979-06-01,0.7385814429449198,-0.1866859242400778,0.16084419986091644
1979-07-01,0.6516171960944991,-0.2622136924560319,0.14040540874395563
1979-08-01,0.5807234943071713,-0.3443806831251216,0.1202581499740072
1979-09-01,0.6950940222186572,-0.15624702484576702,0.16960480561998756
1979-10-01,0.7203506344375212,-0.6970337026347269,0.05679324430418134
1979-11-01,0.7833845118507153,-0.14614054944744936,0.17257999691837553
1979-12-01,0.8332649426836677,0.08931446862195558,0.25103897364949834
1980-01-01,0.8148931845707517,-0.09695572493243632,0.18753029561323983
1980-02-01,0.88782837072104,-0.4026962378211275,0.10725469042710938
1980-03-01,0.9787998588473268,0.2440911704144084,0.3113944528836512
1980-04-01,1.1297154960540023,-0.4659159425195256,0.09433791972343808
1980-05-01,0.9765676339614164,-0.06579701254096038,0.19740302568138565
1980-06-01,0.940241264249775,-0.26441503746545436,0.1398374042581584
1980-07-01,0.9526003699263904,-0.0401368628471056,0.20576491719157625
1980-08-01,0.8680997689059888,-0.11893748175799912,0.1807523165359231
1980-09-01,0.9255094387902276,-0.09782698886031338,0.1872586916916522
1980-10-01,0.8564388793430279,-0.2049155590857189,0.15574157408640524
1980-11-01,0.9730700829674352,0.26144706738805845,0.31853717037705637
1980-12-01,1.0962966659113325,0.03822812626043404,0.23256925616803728
1981-01-01,1.0686266727821387,0.32895898765769715,0.34694746682839506
1981-02-01,0.8807881005366959,0.07988633789087674,0.24757295725477055
1981-03-01,0.8677832736254374,-0.0511050038273203,0.20216529541316375
1981-04-01,1.1262870897430324,0.48747795543018624,0.4168662645684843
1981-05-01,1.1957336384241617,0.3369134723586392,0.35035622361692687
1981-06-01,1.0914183276788707,0.3944469733492758,0.3753557380734868
1981-07-01,1.1041750000275223,0.3945368252251419,0.3753952251853641
1981-08-01,0.9960043522124444,0.22618357150175872,0.30409839741070793
1981-09-01,1.1570106871275756,0.374637221221176,0.3666825328641936
1981-10-01,1.298618093849625,0.5245361560447094,0.4336921988137392
1981-11-01,1.464404068900136,0.2313670935585277,0.3062024732646258
1981-12-01,1.4417518180899649,0.5465709015042294,0.4437562014036522
1982-01-01,1.4411112339726009,0.7112193402791878,0.5196626377120805
1982-02-01,1.4378488634166815,0.49828838282922927,0.421760361233123
1982-03-01,1.6132827607017632,0.9138921391602384,0.6118411383902148
1982-04-01,1.6344124128749808,0.8240162138048799,0.5714205190184922
1982-05-01,1.5074842353664717,0.7397288606364257,0.532810891021197
1982-06-01,1.5408093735755413,0.7169203816018465,0.5222940627667936
1982-07-01,1.624498325812814,0.67528105855639,0.5030595696942188
1982-08-01,1.7337458602421592,0.06605752146973898,0.24253574774266584
1982-09-01,1.6392303416964824,0.49395925270027075,0.41979898179218633
1982-10-01,1.776528854922976,0.2524193072184655,0.3148132101263774
1982-11-01,1.5690920427471169,0.497803210406879,0.4215404488124147
1982-12-01,1.579299294566895,0.6237101459605809,0.4792324363739353
1983-01-01,1.2541846027820127,0.24043517449544785,0.3098987403103774
