date,output,investment,consumption,hours_worked,unemployment,labor_share,interest,inflation,productivity,TFP
1955-01-01,970.124896190181,1295.54919306073,1364.47706343893,1754.89743791946,4.73333333333333,467.994254867364,0.335833333333333,0.481145271513362,346.495434746491,19.8068987991775
1955-04-01,971.33555736502,1300.1757461167,1364.90951056957,1755.98342906452,4.4,468.155581115082,0.375,0.414266888012627,346.785864818071,20.1020287100035
1955-07-01,972.220545531684,1302.17391832025,1364.8131365914,1757.4183683102,4.1,468.538383246893,0.485,0.701621751135669,347.19353961675,20.5062886667236
1955-10-01,972.334362298995,1303.75296276625,1365.71281201996,1758.31407493304,4.23333333333333,468.820385092611,0.589166666666667,0.976613896280678,346.882487700274,19.1074341387532
1956-01-01,971.522840307542,1300.36302905922,1365.68102107451,1757.11411458785,4.03333333333333,470.660469106202,0.620833333333333,1.00490654467997,345.644285588813,19.6210741318813
1956-04-01,971.938440965974,1298.13197239884,1365.70751618365,1756.9614238255,4.2,471.477497990908,0.673333333333333,0.595631718016706,346.097458569802,21.1933629206612
1956-07-01,971.389965975013,1297.58349740788,1365.54814674198,1756.93840406707,4.13333333333333,471.738830756992,0.7025,1.2424835244801,346.103738201817,20.6620002551515
1956-10-01,972.513809649457,1297.16290883957,1366.087762854,1756.34125442635,4.13333333333333,471.733467772311,0.731666666666667,0.412803642178593,347.159371228389,21.3582575629268
1957-01-01,972.734685481725,1296.99392063028,1365.72097783737,1756.35157290198,3.93333333333333,470.886088753198,0.733333333333333,1.34968001976488,348.29616834648,22.2929933572266
1957-04-01,972.100598294081,1295.57551569653,1365.67455149863,1754.94768164951,4.1,471.669089512056,0.75,0.701205798824463,347.920725529718,23.8122572788346
1957-07-01,972.621323696369,1295.30572314811,1366.58514094248,1754.13549700203,4.23333333333333,471.068018337206,0.808333333333333,0.600566335754141,349.341186564997,24.9225042715506
1957-10-01,971.141864428729,1287.26653563189,1367.03252356143,1752.48764978825,4.93333333333333,471.829064522155,0.813333333333333,0.0598587351764981,349.659846642541,27.1489227039396
1958-01-01,968.1343501555,1279.92934078332,1366.28925696318,1750.06479745813,6.3,472.884361410594,0.465833333333333,1.07729518504517,348.265447323842,27.473667214585
1958-04-01,968.408698750075,1277.51294408591,1366.93604546685,1749.80197440456,7.36666666666667,471.723634886664,0.235,0.283755215221131,350.215823297529,27.7338800464902
1958-07-01,970.259461015674,1283.37315207169,1367.66530065043,1750.54755972742,7.33333333333333,471.644936975251,0.330833333333333,0.606187301919104,352.066788163832,27.6540146873554
1958-10-01,972.112599494215,1290.33378354388,1367.8122366013,1751.15861930477,6.36666666666667,469.919573835607,0.540833333333333,0.468302676373469,353.741682490597,27.7508356354831
1959-01-01,973.554216168668,1294.63858148576,1368.8707110446,1752.16678233121,5.83333333333333,470.331960536976,0.6425,0.268284308824071,353.81147022242,26.829352590211
1959-04-01,975.574132038186,1300.2232312283,1369.92629928694,1753.16344346727,5.1,469.769275259744,0.770833333333333,0.145505365717732,354.990470182335,26.9317966870457
1959-07-01,974.95201892387,1295.63234328726,1370.65165603096,1752.03998461848,5.26666666666667,470.170478496242,0.894166666666667,0.371531833386336,354.792054566062,27.6602318387315
1959-10-01,974.905349922906,1295.17999421674,1371.55646899413,1752.34663900397,5.6,470.800413241682,0.9975,0.393245938183298,354.619198656006,28.6282851601133
1960-01-01,976.307539881938,1302.88348095864,1371.04655480848,1750.27738761618,5.13333333333333,470.521233613019,0.983333333333333,0.408951409446456,356.911007197695,30.2031309340052
1960-04-01,975.574132038186,1295.84877633202,1372.03567759292,1752.42339963894,5.23333333333333,472.301238375075,0.924166666666667,0.264064447358472,355.549090842916,30.105404986742
1960-07-01,975.400097883575,1294.03536119984,1371.48141484333,1752.01121563704,5.53333333333333,472.221214897252,0.734166666666667,0.360525727424849,355.837205603415,30.4448661748078
1960-10-01,973.731489748154,1284.19015759476,1371.88639655583,1750.47760166695,6.26666666666667,473.561571859276,0.574166666666667,0.307990889672435,354.610548012248,31.297706767543
1961-01-01,974.014475433995,1283.57223628637,1372.16938224167,1749.99716348375,6.8,473.066222981115,0.500833333333333,0.216167101639837,355.885618653102,31.1562245239357
1961-04-01,975.475549873573,1288.58924092959,1372.88138950833,1749.95394224472,7,471.443438655632,0.433333333333333,0.244047909089969,358.701282771037,31.8925896566657
1961-07-01,976.709492763057,1293.6780508308,1372.79080972282,1748.74240390089,6.76666666666667,470.745361821364,0.420833333333333,0.260416813838795,360.073106733723,32.3556038473382
1961-10-01,978.290058954701,1296.0954419895,1373.79830844356,1749.30922341103,6.2,470.493182233567,0.6,0.327387964580322,361.002562278011,31.6030281619483
1962-01-01,979.71821461652,1299.58552637159,1374.26399276796,1749.61159555192,5.63333333333333,469.969623203527,0.614166666666667,0.517116547770657,362.652521236696,32.5116422952086
1962-04-01,980.438519149292,1298.65970319895,1374.98429730073,1750.16551770084,5.53333333333333,470.438866877281,0.651666666666667,0.162451370348108,362.487412413802,32.2445411081423
1962-07-01,981.000070944266,1299.63533426053,1375.73908587081,1750.2430905875,5.56666666666667,469.730069405717,0.711666666666667,0.206883128948856,363.782297378899,33.2820014963323
1962-10-01,980.983599645467,1298.37144553921,1376.49184913433,1749.14292325839,5.53333333333333,469.887711190647,0.730833333333333,0.195307112667536,364.62589682773,34.5135285473821
1963-01-01,981.760281337896,1301.21859456781,1376.49929626444,1749.54827628549,5.76666666666667,470.015100902048,0.741666666666667,0.439438893775176,364.95667367284,34.3230782646491
1963-04-01,982.736216214664,1303.0108605085,1376.70003346078,1750.05169564533,5.73333333333333,469.478970144413,0.740833333333333,0.166370934559809,365.965659543703,34.544560628547
1963-07-01,984.283480532418,1304.96380489581,1378.05255575009,1749.9301675156,5.5,468.425729027991,0.8325,0.121829675053251,368.072126641247,35.7879332994051
1963-10-01,984.612323514656,1306.09910386172,1377.99077323562,1749.91712322306,5.56666666666667,468.960169369412,0.863333333333333,0.810256603174494,368.069606130592,35.7342800999424
1964-01-01,986.438283265537,1308.72506787931,1379.42457562118,1751.45048481455,5.46666666666667,467.717354486017,0.865833333333333,0.317895581499034,368.960419142839,37.3006916113918
1964-04-01,987.30798901147,1308.79476935854,1380.88194221602,1752.11505238348,5.2,467.837314885577,0.8725,0.240489840436708,369.637628254056,36.6071703875889
1964-07-01,988.292763857077,1310.97716330881,1382.25658110319,1751.85528230201,5,467.891203708667,0.864166666666667,0.403160448008447,370.389121173437,37.3514576955311
1964-10-01,988.292763857077,1310.1803463439,1382.64493110583,1752.01541276709,4.96666666666667,469.19973880994,0.894166666666667,0.455680510747858,369.491122634566,37.1500713926117
1965-01-01,990.45370016717,1318.54482174594,1383.24333562561,1753.23943916049,4.9,467.796414329131,0.993333333333333,0.502093105009966,370.963750719845,37.0531670353494
1965-04-01,991.54161234014,1318.11755341685,1384.52790469579,1753.70195782633,4.66666666666667,467.734101787879,1.01916666666667,0.445985532761599,371.557006936698,37.4270010119904
1965-07-01,993.217218639604,1320.55361965483,1385.61237626895,1753.28297236905,4.36666666666667,466.593552651269,1.01833333333333,0.395955357062287,373.335078171077,39.3914690390814
1965-10-01,995.223009652412,1321.79895072912,1387.61816728175,1754.13763004386,4.1,465.908990338612,1.04166666666667,0.675911990774881,375.138465946533,40.1044702706385
1966-01-01,997.413239210546,1327.73493654074,1388.41533948629,1754.31334637152,3.86666666666667,465.939304564742,1.13916666666667,0.645027085724762,376.526162403274,40.9251122169598
1966-04-01,997.562215029533,1324.89861604476,1389.56133253727,1754.63813946475,3.83333333333333,467.080742609502,1.22833333333333,0.818773271955055,375.917481033259,40.4533969943863
1966-07-01,997.966124675897,1324.5420657526,1389.76663238647,1754.47953242646,3.76666666666667,467.599113194862,1.3525,0.967548122291186,376.071162430805,40.582220168792
1966-10-01,998.511362141607,1325.08730321831,1389.91346295069,1754.38698116715,3.7,467.109767603971,1.39083333333333,0.845409437491099,376.75288839342,41.5447304345656
1967-01-01,999.181889132609,1322.26232870596,1390.78339180238,1753.25260789186,3.83333333333333,467.128488936985,1.20583333333333,0.414927726923419,377.590541433056,43.4986769881855
1967-04-01,999.021555604595,1320.90913809142,1391.21888923273,1753.52177112163,3.83333333333333,467.77967746056,0.9975,0.504806925705254,378.002186993415,44.6326835955143
1967-07-01,999.602115393906,1321.88890000768,1391.60123290164,1753.83874886274,3.8,467.863333805196,0.973333333333333,0.951664990508685,378.409872069487,44.1689434832264
1967-10-01,1000.12039260422,1323.20083217757,1391.72189527399,1754.38345791532,3.9,467.908850630951,1.04333333333333,1.09230467739401,378.766087491134,45.1046181208643
