date,gz,ebp,rec_est_prob
2000-07-01,3.22142968732263,1.11435121381942,0.697202039173767
2000-10-01,3.78662767969691,1.5893370749137,0.856942371968332
2001-01-01,3.27532288102807,1.09277388911965,0.688417939906269
2001-04-01,3.09088234174841,1.00916086249643,0.65339329389617
2001-07-01,3.53425495992591,1.21673495238172,0.737282718523186
2001-10-01,2.89486304023532,0.414363900644895,0.384139846163296
2002-01-01,2.61273865999983,0.287483477975885,0.329379263578347
2002-04-01,3.26153517695224,0.939235911265806,0.623043462463231
2002-07-01,4.26375595530885,1.61178672238263,0.862735541484773
2002-10-01,3.65290488007242,0.884516506078473,0.598739846089117
2003-01-01,3.18769196961701,0.131219354938984,0.266749586604379
2003-04-01,2.53054208884165,-0.40480444197692,0.106804363736517
2003-07-01,2.41635856751126,-0.555421370220826,0.0780652833412556
2003-10-01,1.90907785958652,-0.533491871256236,0.0818402915310046
2004-01-01,1.92909951732548,-0.530353220103896,0.0823916568161681
2004-04-01,1.81677147252926,-0.387243467542308,0.110597342752386
2004-07-01,1.76016273683919,-0.554785186388761,0.0781729045926615
2004-10-01,1.47264771259691,-0.729553756757335,0.0526211125069897
2005-01-01,1.860773035425,-0.634154067051,0.06559511987003
2005-04-01,1.96553179994526,-0.452936586877583,0.0968915625111417
2005-07-01,1.83226457162803,-0.46734717665879,0.0940593965985025
2005-10-01,1.95289567183426,-0.284025765633026,0.134846271148365
2006-01-01,1.71755481702752,-0.406680294890052,0.10640481729584
2006-04-01,1.75816977215845,-0.370189861551651,0.114372215700541
2006-07-01,1.82599187168208,-0.360629905781914,0.116528037760302
2006-10-01,1.59798808160894,-0.490071898159921,0.0897180687499153
2007-01-01,1.60316054059578,-0.373429002743582,0.113648252810072
2007-04-01,1.64556371338528,-0.374908248327959,0.113318723529658
2007-07-01,2.27393178244781,0.0764246882519721,0.246306814605678
2007-10-01,2.87359363601345,0.485840793938588,0.416126191159359
2008-01-01,3.8023706782317,1.15017165486553,0.711533837519935
2008-04-01,3.4694898906326,0.820306164731837,0.569732606204462
2008-07-01,4.82105958869231,1.80539509240088,0.906081424857566
2008-10-01,7.72868771485413,3.44737395456154,0.999357657872964
2009-01-01,6.36237553943304,2.78604821626873,0.992919949901019
2009-04-01,4.22722903522739,0.957570147569537,0.631083982497375
2009-07-01,3.0184808323135,0.0647055257581908,0.242046273268039
2009-10-01,2.45316853677422,-0.470557207472903,0.0934369207907917
2010-01-01,2.26888386464776,-0.163102632594094,0.167605464760546
2010-04-01,2.75791878194051,0.045461936482468,0.235137771966607
2010-07-01,2.5835532236,-0.0146612500275522,0.214271100041774
2010-10-01,2.25762303749748,-0.414513385844502,0.104748074710802
2011-01-01,2.00078190735009,-0.32038706172383,0.125918557535513
2011-04-01,2.19238984574783,-0.0303932612339524,0.208994336562046
2011-07-01,3.15856369955271,0.446025565512803,0.398225413554034
2011-10-01,2.91630163006313,0.27789056341261,0.325367239639818
2012-01-01,2.46972127761928,-0.343790606486726,0.120395170852486
2012-04-01,2.78678533577983,0.157553859175922,0.276870861524139
2012-07-01,2.43875483221723,-0.159724498662715,0.168588745005883
2012-10-01,2.26770270190894,-0.17362256386015,0.164567124025242
2013-01-01,2.16969467797151,-0.11048244723678,0.183341005071308
